Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
8d 5h 3d,6c5c,0.433,53.56,1.75686,54.6696,0.24,2.47,99.69,1.76,0.07,0.00
8d 5h 3d,7c6c,0.252,39.97,4.48051,186.81,92.68,4.51,7.30,4.10,0.03,0.00
8d 5h 3d,8c7c,0.303,59.37,3.43054,96.309,86.89,3.40,13.07,3.66,0.03,0.00
8d 5h 3d,9c8c,0.283,60.66,3.24876,89.2571,88.90,3.18,11.06,3.80,0.03,0.00
8d 5h 3d,Tc8c,0.386,60.82,3.63806,99.6958,15.08,3.35,84.88,3.69,0.04,0.00
8d 5h 3d,Tc9c,0.881,18.00,0.00538,0.49792,0.45,1.21,0.07,-0.09,99.48,0.00
8d 5h 3d,Jc8c,0.275,60.85,3.65773,100.178,34.34,3.45,65.63,3.77,0.03,0.00
8d 5h 3d,Jc9c,0.442,19.01,0.1032,9.04775,7.38,1.40,8.30,0.00,84.32,0.00
8d 5h 3d,JcTc,0.987,17.90,0.00231,0.21539,0.29,0.82,0.04,-0.13,99.67,0.00
8d 5h 3d,JcTd,0.179,20.86,1.2811,102.368,61.65,1.96,37.26,0.19,1.09,0.00
8d 5h 3d,JcTh,0.950,17.69,0.00248,0.23373,0.27,0.94,0.04,-0.10,99.69,0.00
8d 5h 3d,JcTs,0.990,17.58,0.0017,0.16103,0.24,0.73,0.04,-0.16,99.72,0.00
8d 5h 3d,Qc8c,0.245,61.41,3.77147,102.35,29.92,3.50,70.05,3.89,0.03,0.00
8d 5h 3d,Qc9c,0.766,19.30,0.01067,0.92179,1.38,0.80,0.17,-0.22,98.46,0.00
8d 5h 3d,QcTc,0.983,18.40,0.00162,0.14674,0.30,0.58,0.04,-0.26,99.66,0.00
8d 5h 3d,QcJc,0.456,21.49,0.01731,1.3427,2.00,0.86,2.56,0.00,95.44,0.00
8d 5h 3d,QcTd,0.156,21.54,1.19737,92.651,66.63,1.78,25.27,0.04,8.10,0.00
