Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
6h 4d 2h,6c5c,1.000,69.96,6.62591,157.839,98.79,6.63,1.21,6.58
6h 4d 2h,7c5c,1.000,43.14,5.71748,220.866,82.12,5.72,17.88,5.72
6h 4d 2h,7c6c,1.000,67.04,5.54232,137.788,53.08,5.54,46.92,5.54
6h 4d 2h,8c6c,1.000,66.41,5.32898,133.746,42.32,5.33,57.68,5.33
6h 4d 2h,8c7c,1.000,32.90,3.74756,189.861,57.02,3.75,42.98,3.75
6h 4d 2h,9c6c,1.000,66.15,5.24292,132.104,57.94,5.24,42.06,5.24
6h 4d 2h,9c7c,1.000,21.13,1.41316,111.445,22.85,1.41,77.15,1.41
6h 4d 2h,9c8c,1.000,20.39,1.15945,94.785,47.44,1.16,52.56,1.16
6h 4d 2h,9c8d,1.000,20.44,1.19142,97.1246,63.29,1.19,36.71,1.19
6h 4d 2h,9c8h,1.000,23.24,1.50028,107.583,78.98,1.50,21.02,1.50
6h 4d 2h,9c8s,1.000,20.39,1.15945,94.7852,47.52,1.16,52.48,1.16
6h 4d 2h,Tc7c,1.000,21.54,1.45694,112.745,28.58,1.46,71.42,1.46
6h 4d 2h,Tc8c,1.000,20.78,1.20808,96.9035,55.60,1.21,44.40,1.21
6h 4d 2h,Tc9c,1.000,20.27,1.11301,91.5286,58.56,1.11,41.44,1.11
6h 4d 2h,Tc8d,1.000,20.83,1.2415,99.3141,75.39,1.24,24.61,1.24
6h 4d 2h,Tc9d,1.000,20.33,1.15461,94.6487,80.67,1.15,19.33,1.15
6h 4d 2h,Tc8h,1.000,23.61,1.55099,109.473,86.06,1.55,13.94,1.55
6h 4d 2h,Tc9h,1.000,23.31,1.49112,106.627,92.19,1.49,7.81,1.49
6h 4d 2h,Tc8s,1.000,20.78,1.20807,96.9028,55.72,1.21,44.28,1.21
6h 4d 2h,Tc9s,1.000,20.27,1.11301,91.5281,58.61,1.11,41.39,1.11
6h 4d 2h,Jc7c,1.000,22.02,1.30515,98.7917,60.41,1.31,39.59,1.30
6h 4d 2h,Jc8c,1.000,21.64,1.0586,81.5149,72.45,1.06,27.55,1.06
6h 4d 2h,Jc9c,1.000,21.40,0.9845,76.6901,10.84,0.98,89.16,0.99
6h 4d 2h,JcTc,1.000,23.28,1.06566,76.3065,13.37,1.06,86.63,1.07
6h 4d 2h,Jc8d,1.000,21.64,1.08169,83.2963,69.85,1.08,30.15,1.08
6h 4d 2h,Jc9d,1.000,21.47,1.01729,78.9634,26.67,1.02,73.33,1.02
