Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
6h 4d 2h,6c5c,1.000,69.96,8.61225,205.157,98.79,8.64,1.21,6.58
6h 4d 2h,7c5c,1.000,43.14,6.16341,238.092,82.12,6.26,17.88,5.72
6h 4d 2h,7c6c,1.000,67.04,6.30462,156.739,53.08,6.98,46.92,5.54
6h 4d 2h,8c6c,1.000,66.41,6.12725,153.781,42.32,7.22,57.68,5.33
6h 4d 2h,8c7c,1.000,32.90,3.70236,187.572,57.02,3.67,42.98,3.75
6h 4d 2h,9c6c,1.000,66.15,6.09067,153.465,57.94,6.71,42.06,5.24
6h 4d 2h,9c7c,1.000,21.13,0.97891,77.1984,22.85,-0.49,77.15,1.41
6h 4d 2h,9c8c,1.000,20.39,0.269,21.9905,47.44,-0.72,52.56,1.16
6h 4d 2h,9c8d,1.000,20.44,-0.03768,-3.07139,63.29,-0.75,36.71,1.19
6h 4d 2h,9c8h,1.000,23.24,0.09849,7.06278,78.98,-0.27,21.02,1.50
6h 4d 2h,9c8s,1.000,20.39,0.26712,21.8371,47.52,-0.72,52.48,1.16
6h 4d 2h,Tc7c,1.000,21.54,0.90652,70.1513,28.58,-0.47,71.42,1.46
6h 4d 2h,Tc8c,1.000,20.78,0.14134,11.3373,55.60,-0.71,44.40,1.21
6h 4d 2h,Tc9c,1.000,20.27,0.03324,2.73364,58.56,-0.73,41.44,1.11
6h 4d 2h,Tc8d,1.000,20.83,-0.26238,-20.989,75.39,-0.75,24.61,1.24
6h 4d 2h,Tc9d,1.000,20.33,-0.41493,-34.0136,80.67,-0.79,19.33,1.15
6h 4d 2h,Tc8h,1.000,23.61,0.21969,15.5063,86.06,0.00,13.94,1.55
6h 4d 2h,Tc9h,1.000,23.31,-0.09697,-6.93438,92.19,-0.23,7.81,1.49
6h 4d 2h,Tc8s,1.000,20.78,0.13898,11.148,55.72,-0.71,44.28,1.21
6h 4d 2h,Tc9s,1.000,20.27,0.03235,2.66026,58.61,-0.73,41.39,1.11
6h 4d 2h,Jc7c,1.000,22.02,0.15753,11.9239,60.41,-0.59,39.59,1.30
6h 4d 2h,Jc8c,1.000,21.64,-0.28952,-22.294,72.45,-0.80,27.55,1.06
6h 4d 2h,Jc9c,1.000,21.40,0.79307,61.7784,10.84,-0.79,89.16,0.99
6h 4d 2h,JcTc,1.000,23.28,0.8329,59.6394,13.37,-0.68,86.63,1.07
6h 4d 2h,Jc8d,1.000,21.64,-0.25603,-19.7162,69.85,-0.83,30.15,1.08
6h 4d 2h,Jc9d,1.000,21.47,0.53407,41.4548,26.67,-0.79,73.33,1.02
6h 4d 2h,JcTd,1.000,23.41,0.22982,16.364,48.99,-0.67,51.01,1.10
6h 4d 2h,Jc8h,1.000,24.43,-0.23029,-15.709,92.22,-0.37,7.78,1.39
6h 4d 2h,Jc9h,1.000,24.49,-0.20566,-13.9975,88.49,-0.41,11.51,1.34
6h 4d 2h,JcTh,1.000,26.46,-0.04962,-3.12534,82.53,-0.36,17.47,1.43
6h 4d 2h,Jc8s,1.000,21.58,0.11803,9.11451,50.35,-0.80,49.65,1.05
6h 4d 2h,Jc9s,1.000,21.40,0.79308,61.7795,10.84,-0.79,89.16,0.99
6h 4d 2h,JcTs,1.000,23.33,0.58833,42.023,27.44,-0.68,72.56,1.07
6h 4d 2h,Qc7c,1.000,26.29,-0.14817,-9.39225,77.31,-0.58,22.69,1.31
6h 4d 2h,Qc8c,1.000,26.63,0.3008,18.8249,43.40,-0.71,56.60,1.08
6h 4d 2h,Qc9c,1.000,27.22,0.9467,57.9561,4.88,-0.70,95.12,1.03
6h 4d 2h,QcTc,1.000,29.09,0.99451,56.9722,7.18,-0.63,92.82,1.12
6h 4d 2h,QcJc,1.000,30.76,0.97263,52.6946,14.08,-0.44,85.92,1.20
6h 4d 2h,Qc8d,1.000,26.70,-0.11124,-6.94299,65.89,-0.74,34.11,1.10
6h 4d 2h,Qc9d,1.000,27.31,0.83504,50.9549,12.70,-0.71,87.30,1.06
6h 4d 2h,QcTd,1.000,29.22,0.58276,33.2455,32.22,-0.60,67.78,1.14
6h 4d 2h,QcJd,1.000,30.86,0.48546,26.2204,44.25,-0.46,55.75,1.24
6h 4d 2h,Qc8h,1.000,29.41,-0.07796,-4.41855,90.00,-0.24,10.00,1.41
6h 4d 2h,Qc9h,1.000,30.23,0.33745,18.604,65.42,-0.21,34.58,1.38
6h 4d 2h,QcTh,1.000,32.13,0.67695,35.1159,68.43,0.31,31.57,1.47
6h 4d 2h,QcJh,1.000,34.06,1.79128,87.6651,87.65,1.81,12.35,1.66
6h 4d 2h,Qc8s,1.000,26.63,0.30255,18.9341,43.30,-0.71,56.70,1.08
6h 4d 2h,Qc9s,1.000,27.22,0.94684,57.965,4.87,-0.70,95.13,1.03
6h 4d 2h,QcTs,1.000,29.14,0.91954,52.5944,11.62,-0.63,88.38,1.12
6h 4d 2h,QcJs,1.000,30.76,0.97319,52.7254,14.04,-0.44,85.96,1.20
6h 4d 2h,Kc2c,1.000,59.78,3.55568,99.1341,64.40,3.38,35.60,3.87
6h 4d 2h,Kc3c,1.000,40.18,2.8083,116.486,70.55,2.94,29.45,2.50
6h 4d 2h,Kc4c,1.000,63.66,4.41467,115.581,34.89,4.37,65.11,4.44
6h 4d 2h,Kc5c,1.000,43.12,2.87468,111.119,57.35,2.83,42.65,2.94
6h 4d 2h,Kc6c,1.000,68.11,7.51959,184.004,98.78,7.54,1.22,5.56
6h 4d 2h,Kc7c,1.000,36.30,0.53172,24.4144,42.65,-0.56,57.35,1.34
6h 4d 2h,Kc8c,1.000,37.44,0.86241,38.3905,19.21,-0.61,80.79,1.21
6h 4d 2h,Kc9c,1.000,38.32,1.13825,49.5094,4.26,-0.62,95.74,1.22
6h 4d 2h,KcTc,1.000,40.21,1.20844,50.0923,7.71,-0.50,92.29,1.35
6h 4d 2h,KcJc,1.000,42.03,1.30449,51.7279,11.38,-0.28,88.62,1.51
6h 4d 2h,KcQc,1.000,44.18,1.41221,53.274,16.85,-0.04,83.15,1.71
6h 4d 2h,Kc7d,1.000,36.39,-0.41309,-18.9216,89.51,-0.62,10.49,1.38
6h 4d 2h,Kc8d,1.000,37.52,0.44577,19.7996,42.39,-0.63,57.61,1.24
6h 4d 2h,Kc9d,1.000,38.42,1.06682,46.2808,9.47,-0.61,90.53,1.24
6h 4d 2h,KcTd,1.000,40.31,0.75423,31.1873,33.20,-0.50,66.80,1.38
6h 4d 2h,KcJd,1.000,42.13,1.10057,43.5335,23.69,-0.32,76.31,1.54
6h 4d 2h,KcQd,1.000,44.23,1.34254,50.5849,21.24,-0.14,78.76,1.74
6h 4d 2h,Kc7h,1.000,38.79,0.5603,24.0743,84.86,0.36,15.14,1.67
6h 4d 2h,Kc8h,1.000,40.01,0.46332,19.3005,75.74,0.12,24.26,1.53
6h 4d 2h,Kc9h,1.000,41.12,1.2127,49.1573,39.50,0.70,60.50,1.55
6h 4d 2h,KcTh,1.000,42.96,1.56468,60.7093,26.55,1.18,73.45,1.70
6h 4d 2h,KcJh,1.000,45.12,1.79129,66.1652,32.95,1.45,67.05,1.96
6h 4d 2h,KcQh,1.000,47.48,1.85936,65.2658,52.40,1.50,47.60,2.25
6h 4d 2h,Kc7s,1.000,36.30,0.52812,24.249,42.82,-0.56,57.18,1.34
6h 4d 2h,Kc8s,1.000,37.44,0.86234,38.3877,19.21,-0.61,80.79,1.21
6h 4d 2h,Kc9s,1.000,38.32,1.13829,49.5109,4.26,-0.62,95.74,1.22
6h 4d 2h,KcTs,1.000,40.23,1.13749,47.1249,11.73,-0.50,88.27,1.36
6h 4d 2h,KcJs,1.000,42.03,1.30464,51.7336,11.37,-0.29,88.63,1.51
6h 4d 2h,KcQs,1.000,44.18,1.41972,53.5574,16.44,-0.04,83.56,1.71
6h 4d 2h,Ac2c,1.000,60.95,4.25395,116.329,72.98,4.41,27.02,3.82
6h 4d 2h,Ac3c,1.000,51.69,2.93995,94.8002,30.34,2.98,69.66,2.92
6h 4d 2h,Ac4c,1.000,65.05,4.77474,122.338,65.57,4.92,34.43,4.49
6h 4d 2h,Ac5c,1.000,54.41,3.56167,109.099,35.17,3.80,64.83,3.43
6h 4d 2h,Ac6c,1.000,69.59,7.81633,187.203,99.46,7.83,0.54,5.74
6h 4d 2h,Ac7c,1.000,49.45,1.67591,56.482,24.05,0.28,75.95,2.12
6h 4d 2h,Ac8c,1.000,50.72,1.51476,49.7772,32.66,0.32,67.34,2.09
6h 4d 2h,Ac9c,1.000,51.92,1.55672,49.9745,36.60,0.45,63.40,2.19
6h 4d 2h,AcTc,1.000,53.95,1.26545,39.0925,65.12,0.63,34.88,2.46
6h 4d 2h,AcJc,1.000,56.10,1.6652,49.4706,60.71,0.95,39.29,2.78
6h 4d 2h,AcQc,1.000,58.49,2.88309,82.1529,38.45,2.50,61.55,3.12
6h 4d 2h,AcKc,1.000,61.28,3.59442,97.7667,58.54,3.68,41.46,3.48
6h 4d 2h,Ac2d,1.000,61.01,4.39916,120.178,46.08,5.03,53.92,3.86
6h 4d 2h,Ac3d,1.000,51.75,2.95793,95.2591,17.16,3.05,82.84,2.94
6h 4d 2h,Ac5d,1.000,54.47,3.59676,110.043,18.47,4.25,81.53,3.45
6h 4d 2h,Ac6d,1.000,69.66,7.79789,186.57,99.38,7.81,0.62,5.81
6h 4d 2h,Ac7d,1.000,49.55,1.25538,42.2286,43.88,0.11,56.12,2.15
6h 4d 2h,Ac8d,1.000,50.81,1.67525,54.9537,23.24,0.23,76.76,2.11
6h 4d 2h,Ac9d,1.000,52.02,1.57388,50.4222,33.13,0.28,66.87,2.21
6h 4d 2h,AcTd,1.000,54.03,1.0532,32.4887,72.88,0.52,27.12,2.48
6h 4d 2h,AcJd,1.000,56.21,1.58545,47.0091,62.30,0.85,37.70,2.80
6h 4d 2h,AcQd,1.000,58.51,2.2599,64.3709,46.14,1.23,53.86,3.14
6h 4d 2h,AcKd,1.000,61.40,3.75106,101.821,37.49,4.15,62.51,3.51
6h 4d 2h,Ac3h,1.000,53.51,4.07613,126.955,53.34,4.86,46.66,3.18
6h 4d 2h,Ac4h,1.000,66.83,6.04689,150.807,74.76,6.44,25.24,4.88
6h 4d 2h,Ac5h,1.000,56.25,4.6362,137.374,58.14,5.30,41.86,3.71
6h 4d 2h,Ac7h,1.000,51.70,2.63349,84.8899,47.96,2.86,52.04,2.43
6h 4d 2h,Ac8h,1.000,53.05,2.82552,88.777,34.34,3.63,65.66,2.41
6h 4d 2h,Ac9h,1.000,54.47,2.77372,84.8768,14.84,4.11,85.16,2.54
6h 4d 2h,AcTh,1.000,56.39,2.8835,85.2241,17.79,3.23,82.21,2.81
6h 4d 2h,AcJh,1.000,58.93,3.21619,90.9665,37.33,3.23,62.67,3.21
6h 4d 2h,AcQh,1.000,61.48,3.37599,91.5126,64.57,3.23,35.43,3.65
6h 4d 2h,AcKh,1.000,64.52,4.90916,126.816,64.29,5.36,35.71,4.09
6h 4d 2h,Ac2s,1.000,60.95,4.25374,116.323,72.95,4.41,27.05,3.82
6h 4d 2h,Ac3s,1.000,51.69,2.93996,94.8003,30.33,2.98,69.67,2.92
6h 4d 2h,Ac4s,1.000,65.05,4.77465,122.336,65.56,4.92,34.44,4.49
6h 4d 2h,Ac5s,1.000,54.41,3.5618,109.103,35.19,3.80,64.81,3.43
6h 4d 2h,Ac6s,1.000,69.59,7.81588,187.192,99.46,7.83,0.54,5.74
6h 4d 2h,Ac7s,1.000,49.45,1.67597,56.4843,24.05,0.28,75.95,2.12
6h 4d 2h,Ac8s,1.000,50.72,1.51508,49.788,32.65,0.32,67.35,2.09
6h 4d 2h,Ac9s,1.000,51.92,1.55676,49.9757,36.59,0.45,63.41,2.19
6h 4d 2h,AcTs,1.000,53.95,1.26515,39.083,65.14,0.63,34.86,2.46
6h 4d 2h,AcJs,1.000,56.10,1.66525,49.472,60.70,0.95,39.30,2.78
6h 4d 2h,AcQs,1.000,58.49,2.88298,82.1498,38.45,2.50,61.55,3.12
6h 4d 2h,AcKs,1.000,61.28,3.59435,97.7649,58.55,3.68,41.45,3.48
6h 4d 2h,2d2c,1.000,92.48,19.19,345.85,99.93,19.19,0.07,15.00
6h 4d 2h,3d3c,1.000,62.98,4.73894,125.41,43.35,4.56,56.65,4.88
6h 4d 2h,5d5c,1.000,67.29,5.71822,141.639,54.46,5.71,45.54,5.73
6h 4d 2h,6d6c,1.000,93.13,20.4858,366.619,99.92,20.49,0.08,15.42
6h 4d 2h,6d5d,1.000,71.39,9.26806,216.374,99.43,9.28,0.57,7.11
6h 4d 2h,7d7c,1.000,67.40,5.73605,141.851,84.35,5.78,15.65,5.52
6h 4d 2h,7d5d,1.000,45.70,6.87584,250.775,92.08,6.93,7.92,6.20
6h 4d 2h,7d6d,1.000,68.70,7.22365,175.239,90.84,7.33,9.16,6.13
6h 4d 2h,8d8c,1.000,68.42,6.99583,170.406,94.21,7.07,5.79,5.71
6h 4d 2h,8d6d,1.000,68.10,7.32609,179.285,87.53,7.53,12.47,5.92
6h 4d 2h,8d7d,1.000,36.08,4.11663,190.144,93.71,4.10,6.29,4.31
6h 4d 2h,9d8c,1.000,20.45,-0.18345,-14.9537,70.88,-0.75,29.12,1.20
6h 4d 2h,9d9c,1.000,70.28,6.53749,155.042,44.66,7.16,55.34,6.04
6h 4d 2h,9d6d,1.000,67.88,6.81755,167.397,95.81,6.86,4.19,5.83
6h 4d 2h,9d7d,1.000,24.95,1.20959,80.792,53.74,0.55,46.26,1.98
6h 4d 2h,9d8d,1.000,24.26,1.37811,94.6899,74.31,1.25,25.69,1.74
6h 4d 2h,9d8h,1.000,23.30,0.0566,4.04842,80.58,-0.30,19.42,1.54
6h 4d 2h,9d8s,1.000,20.45,-0.18344,-14.9535,70.88,-0.75,29.12,1.20
6h 4d 2h,Td8c,1.000,20.84,-0.12391,-9.91166,69.55,-0.72,30.45,1.24
6h 4d 2h,Td9c,1.000,20.33,-0.24113,-19.7662,72.76,-0.76,27.24,1.14
6h 4d 2h,TdTc,1.000,72.89,7.59546,173.677,49.41,8.59,50.59,6.62
6h 4d 2h,Td7d,1.000,25.34,1.7766,116.861,58.13,1.61,41.87,2.01
6h 4d 2h,Td8d,1.000,24.63,1.75736,118.919,71.26,1.75,28.74,1.77
6h 4d 2h,Td9d,1.000,24.18,1.67467,115.434,67.34,1.68,32.66,1.67
6h 4d 2h,Td8h,1.000,23.67,0.00865,0.60875,88.60,-0.19,11.40,1.58
6h 4d 2h,Td9h,1.000,23.37,-0.22727,-16.2078,93.05,-0.36,6.95,1.52
6h 4d 2h,Td8s,1.000,20.84,-0.12391,-9.91162,69.55,-0.72,30.45,1.24
6h 4d 2h,Td9s,1.000,20.33,-0.24113,-19.7662,72.76,-0.76,27.24,1.14
6h 4d 2h,Jd8c,1.000,21.66,-0.41419,-31.8729,78.02,-0.84,21.98,1.09
6h 4d 2h,Jd9c,1.000,21.48,0.58058,45.0489,24.18,-0.80,75.82,1.02
6h 4d 2h,JdTc,1.000,23.42,0.13766,9.79472,53.70,-0.70,46.30,1.11
6h 4d 2h,JdJc,1.000,75.46,8.86334,195.773,64.53,9.67,35.47,7.39
6h 4d 2h,Jd7d,1.000,25.84,0.56504,36.4447,69.58,-0.01,30.42,1.87
6h 4d 2h,Jd8d,1.000,25.51,0.59026,38.5674,71.75,0.18,28.25,1.64
6h 4d 2h,Jd9d,1.000,25.32,0.81702,53.7705,41.84,-0.20,58.16,1.55
6h 4d 2h,JdTd,1.000,27.12,1.68242,103.379,18.20,1.92,81.80,1.63
6h 4d 2h,Jd8h,1.000,24.51,-0.22041,-14.9895,93.92,-0.33,6.08,1.43
6h 4d 2h,Jd9h,1.000,24.57,-0.3255,-22.0784,92.36,-0.47,7.64,1.38
6h 4d 2h,JdTh,1.000,26.55,-0.28023,-17.5903,90.42,-0.47,9.58,1.47
6h 4d 2h,Jd8s,1.000,21.66,-0.41419,-31.8729,78.02,-0.84,21.98,1.09
6h 4d 2h,Jd9s,1.000,21.48,0.58058,45.049,24.18,-0.80,75.82,1.02
6h 4d 2h,JdTs,1.000,23.42,0.13766,9.79487,53.70,-0.70,46.30,1.11
