Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
6h 4d 2h,6c5c,1.000,69.96,6.31998,150.552,98.79,6.32,1.21,6.58
6h 4d 2h,7c5c,1.000,43.14,5.55079,214.427,82.12,5.51,17.88,5.72
6h 4d 2h,7c6c,1.000,67.04,5.46248,135.803,53.08,5.39,46.92,5.54
6h 4d 2h,8c6c,1.000,66.41,5.25176,131.808,42.32,5.15,57.68,5.33
6h 4d 2h,8c7c,1.000,32.90,3.63269,184.042,57.02,3.55,42.98,3.75
6h 4d 2h,9c6c,1.000,66.15,5.143,129.587,57.94,5.07,42.06,5.24
6h 4d 2h,9c7c,1.000,21.13,1.57124,123.911,22.85,2.10,77.15,1.41
6h 4d 2h,9c8c,1.000,20.39,1.53117,125.173,47.44,1.94,52.56,1.16
6h 4d 2h,9c8d,1.000,20.44,1.6975,138.38,63.29,1.99,36.71,1.19
6h 4d 2h,9c8h,1.000,23.24,1.9654,140.936,78.98,2.09,21.02,1.50
6h 4d 2h,9c8s,1.000,20.39,1.53237,125.272,47.52,1.94,52.48,1.16
6h 4d 2h,Tc7c,1.000,21.54,1.65122,127.78,28.58,2.14,71.42,1.46
6h 4d 2h,Tc8c,1.000,20.78,1.64646,132.067,55.60,2.00,44.40,1.21
6h 4d 2h,Tc9c,1.000,20.27,1.5077,123.985,58.56,1.79,41.44,1.11
6h 4d 2h,Tc8d,1.000,20.83,1.85574,148.451,75.39,2.06,24.61,1.24
6h 4d 2h,Tc9d,1.000,20.33,1.74313,142.893,80.67,1.88,19.33,1.15
6h 4d 2h,Tc8h,1.000,23.61,1.99079,140.516,86.06,2.06,13.94,1.55
6h 4d 2h,Tc9h,1.000,23.31,2.0565,147.055,92.19,2.10,7.81,1.49
6h 4d 2h,Tc8s,1.000,20.78,1.64742,132.144,55.72,2.00,44.28,1.21
6h 4d 2h,Tc9s,1.000,20.27,1.50801,124.011,58.61,1.79,41.39,1.11
6h 4d 2h,Jc7c,1.000,22.02,1.68668,127.672,60.41,1.94,39.59,1.30
6h 4d 2h,Jc8c,1.000,21.64,1.56883,120.804,72.45,1.76,27.55,1.06
6h 4d 2h,Jc9c,1.000,21.40,1.04987,81.7824,10.84,1.58,89.16,0.99
6h 4d 2h,JcTc,1.000,23.28,1.13713,81.4237,13.37,1.59,86.63,1.07
6h 4d 2h,Jc8d,1.000,21.64,1.59659,122.947,69.85,1.82,30.15,1.08
6h 4d 2h,Jc9d,1.000,21.47,1.1845,91.9422,26.67,1.64,73.33,1.02
6h 4d 2h,JcTd,1.000,23.41,1.35303,96.3393,48.99,1.62,51.01,1.10
6h 4d 2h,Jc8h,1.000,24.43,1.86563,127.263,92.22,1.91,7.78,1.39
6h 4d 2h,Jc9h,1.000,24.49,1.84114,125.312,88.49,1.91,11.51,1.34
6h 4d 2h,JcTh,1.000,26.46,1.90548,120.01,82.53,2.01,17.47,1.43
6h 4d 2h,Jc8s,1.000,21.58,1.40514,108.504,50.35,1.76,49.65,1.05
6h 4d 2h,Jc9s,1.000,21.40,1.04985,81.7814,10.84,1.58,89.16,0.99
6h 4d 2h,JcTs,1.000,23.33,1.21432,86.7357,27.44,1.60,72.56,1.07
6h 4d 2h,Qc7c,1.000,26.29,1.81594,115.111,77.31,1.96,22.69,1.31
6h 4d 2h,Qc8c,1.000,26.63,1.34494,84.1689,43.40,1.70,56.60,1.08
6h 4d 2h,Qc9c,1.000,27.22,1.05749,64.7385,4.88,1.57,95.12,1.03
6h 4d 2h,QcTc,1.000,29.09,1.15667,66.2614,7.18,1.63,92.82,1.12
6h 4d 2h,QcJc,1.000,30.76,1.26011,68.2697,14.08,1.60,85.92,1.20
6h 4d 2h,Qc8d,1.000,26.70,1.53886,96.0472,65.89,1.76,34.11,1.10
