Flop,Turn,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 14%,BET 14 EV,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah Qd Jc,Qh,Ad8h,0.355,52.59,5.54398,87.8514,0.83,5.35,78.34,5.52,20.83,5.66
Ah Qd Jc,Qh,Ad9h,0.251,52.68,5.58655,88.3801,0.62,5.37,83.76,5.57,15.62,5.67
Ah Qd Jc,Qh,AdTh,0.418,57.48,6.61029,95.8357,92.20,6.60,3.16,6.63,4.63,6.74
Ah Qd Jc,Qh,AdJh,0.756,54.66,5.9978,91.4372,2.05,5.87,31.35,5.95,66.61,6.02
Ah Qd Jc,Qh,AdKh,0.509,76.88,10.5334,114.175,0.41,10.07,11.13,10.23,88.46,10.57
Ah Qd Jc,Qh,Ad2s,0.423,53.04,5.84488,91.8269,2.66,5.50,11.56,5.55,85.77,5.89
Ah Qd Jc,Qh,Ad3s,0.419,53.04,5.8436,91.8067,2.57,5.50,11.24,5.55,86.18,5.89
Ah Qd Jc,Qh,Ad4s,0.407,53.04,5.84229,91.786,2.53,5.50,11.09,5.55,86.39,5.89
Ah Qd Jc,Qh,Ad5s,0.487,52.89,5.81328,91.5854,2.77,5.48,12.18,5.54,85.04,5.86
Ah Qd Jc,Qh,Ad6s,0.613,52.36,5.71089,90.8866,3.83,5.40,17.24,5.47,78.93,5.78
Ah Qd Jc,Qh,Ad7s,0.549,52.36,5.67271,90.281,2.81,5.38,22.63,5.47,74.55,5.75
Ah Qd Jc,Qh,Ad8s,0.427,52.35,5.56479,88.5912,2.37,5.40,22.36,5.49,75.26,5.59
Ah Qd Jc,Qh,Ad9s,0.368,52.50,5.57782,88.5418,2.42,5.42,26.31,5.51,71.27,5.61
Ah Qd Jc,Qh,AdTs,0.284,57.25,6.60499,96.14,97.64,6.60,0.66,6.62,1.70,6.77
Ah Qd Jc,Qh,AdJs,0.694,54.39,5.95274,91.204,33.35,5.93,45.58,5.97,21.07,5.95
Ah Qd Jc,Qh,AdQs,0.949,99.43,26.5724,222.706,90.06,26.58,9.90,26.50,0.05,23.96
Ah Qd Jc,Qh,AdKs,0.629,76.30,10.3836,113.409,0.83,10.11,17.49,10.13,81.68,10.44
Ah Qd Jc,Qh,2h2c,0.378,13.48,1.57854,97.6085,46.23,1.73,28.09,1.78,25.68,1.09
Ah Qd Jc,Qh,2h2d,0.364,13.48,1.58682,98.1136,47.91,1.73,27.75,1.78,24.35,1.09
Ah Qd Jc,Qh,3h3c,0.390,13.54,1.57319,96.8321,43.89,1.73,29.25,1.79,26.86,1.09
Ah Qd Jc,Qh,3h3d,0.375,13.54,1.58185,97.3604,46.00,1.73,28.65,1.79,25.35,1.09
Ah Qd Jc,Qh,4h4c,0.402,13.60,1.55961,95.5626,40.47,1.73,30.36,1.79,29.17,1.09
Ah Qd Jc,Qh,4h4d,0.387,13.60,1.57267,96.3558,43.19,1.73,30.01,1.78,26.80,1.09
Ah Qd Jc,Qh,5h5c,0.273,13.40,1.65312,102.829,54.51,1.75,25.44,1.83,20.05,1.15
Ah Qd Jc,Qh,5h5d,0.293,13.40,1.64264,102.175,52.70,1.74,26.51,1.83,20.79,1.14
Ah Qd Jc,Qh,6h6c,0.019,13.36,1.7053,106.345,65.40,1.76,18.03,1.90,16.57,1.27
Ah Qd Jc,Qh,6h6d,0.019,13.36,1.68821,105.277,56.65,1.75,23.15,1.90,20.20,1.28
Ah Qd Jc,Qh,6h5h,0.013,21.15,4.22322,166.373,98.61,4.23,0.33,4.22,1.06,3.57
Ah Qd Jc,Qh,7h7c,0.009,14.80,1.60277,90.255,1.53,1.48,62.35,1.78,36.12,1.29
Ah Qd Jc,Qh,7h7d,0.009,14.80,1.29607,72.9752,1.10,1.45,2.30,1.75,96.61,1.28
Ah Qd Jc,Qh,7h5h,0.007,21.37,3.97686,155.09,94.26,3.99,2.58,4.02,3.16,3.53
Ah Qd Jc,Qh,7h6h,0.006,21.30,4.00876,156.812,95.16,4.02,2.22,4.04,2.62,3.56
Ah Qd Jc,Qh,8h8c,0.006,16.25,1.50564,77.1994,0.59,1.28,12.24,1.75,87.17,1.47
Ah Qd Jc,Qh,8h8d,0.005,16.24,1.47048,75.452,0.48,1.25,0.79,1.72,98.74,1.47
Ah Qd Jc,Qh,8h6h,0.005,21.59,4.07141,157.182,5.07,4.01,93.14,4.08,1.80,3.57
Ah Qd Jc,Qh,8h7h,0.004,21.79,4.0223,153.812,2.72,3.83,95.60,4.04,1.68,3.53
Ah Qd Jc,Qh,9h8c,0.008,10.43,0.92418,73.8609,0.48,0.91,6.35,1.36,93.17,0.89
Ah Qd Jc,Qh,9h9c,0.004,18.05,1.73059,79.9151,0.64,1.33,53.24,1.83,46.13,1.62
Ah Qd Jc,Qh,9h8d,0.007,10.42,0.91461,73.1522,0.41,0.89,2.94,1.35,96.65,0.90
