Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Ah Qd Jc,6c5c,1.000,9.84,0.40465,68.5583,1.09,1.23,98.91,0.40
Ah Qd Jc,7c5c,1.000,10.32,0.39345,63.5161,0.67,1.05,99.33,0.39
Ah Qd Jc,7c6c,1.000,10.27,0.36423,59.0832,0.63,0.86,99.37,0.36
Ah Qd Jc,8c6c,1.000,11.66,0.42466,60.7053,0.48,1.19,99.52,0.42
Ah Qd Jc,8c7c,1.000,12.17,0.4338,59.4024,0.44,0.94,99.56,0.43
Ah Qd Jc,9c6c,1.000,12.61,0.44962,59.4062,0.47,1.19,99.53,0.45
Ah Qd Jc,9c7c,1.000,12.93,0.45147,58.213,0.41,0.84,99.59,0.45
Ah Qd Jc,9c8c,1.000,21.52,1.04265,80.7594,13.25,1.63,86.75,0.95
Ah Qd Jc,9c8d,1.000,18.15,0.53603,49.2271,0.80,1.00,99.20,0.53
Ah Qd Jc,9c8h,1.000,18.15,0.53555,49.173,0.79,1.11,99.21,0.53
Ah Qd Jc,9c8s,1.000,18.09,0.52798,48.6502,0.72,1.05,99.28,0.52
Ah Qd Jc,Tc7c,1.000,25.08,2.41312,160.365,98.00,2.43,2.00,1.72
Ah Qd Jc,Tc8c,1.000,36.34,3.37827,154.931,94.91,3.38,5.09,3.27
Ah Qd Jc,Tc9c,1.000,37.08,3.43556,154.409,93.41,3.45,6.59,3.30
Ah Qd Jc,Tc8d,1.000,33.88,3.0788,151.466,90.39,3.11,9.61,2.82
Ah Qd Jc,Tc9d,1.000,34.62,3.11687,150.033,89.34,3.15,10.66,2.85
Ah Qd Jc,Tc8h,1.000,33.88,3.10762,152.873,88.98,3.14,11.02,2.82
Ah Qd Jc,Tc9h,1.000,34.63,3.15165,151.685,88.80,3.19,11.20,2.84
Ah Qd Jc,Tc8s,1.000,33.79,3.09505,152.676,89.28,3.13,10.72,2.78
Ah Qd Jc,Tc9s,1.000,34.55,3.09927,149.497,84.50,3.15,15.50,2.80
Ah Qd Jc,Qc7c,1.000,44.36,2.3923,89.877,66.41,2.47,33.59,2.24
Ah Qd Jc,Qc8c,1.000,45.26,2.45671,90.4643,79.88,2.53,20.12,2.17
Ah Qd Jc,Qc9c,1.000,45.64,2.45835,89.7678,73.38,2.55,26.62,2.19
Ah Qd Jc,QcTc,1.000,56.66,3.6464,107.258,37.41,3.74,62.59,3.59
Ah Qd Jc,Qc8d,1.000,42.56,1.86602,73.0725,53.48,2.07,46.52,1.63
Ah Qd Jc,Qc9d,1.000,42.94,1.91225,74.2203,57.40,2.11,42.60,1.65
Ah Qd Jc,QcTd,1.000,54.85,3.17306,96.4248,15.80,3.42,84.20,3.13
Ah Qd Jc,QcJd,1.000,72.36,6.57946,151.537,86.03,6.56,13.97,6.71
Ah Qd Jc,Qc8h,1.000,42.53,1.8227,71.432,40.42,2.11,59.58,1.63
Ah Qd Jc,Qc9h,1.000,42.91,1.8746,72.8171,46.37,2.14,53.63,1.64
Ah Qd Jc,QcTh,1.000,54.83,3.15977,96.0461,9.60,3.42,90.40,3.13
Ah Qd Jc,QcJh,1.000,72.55,6.63823,152.49,74.31,6.60,25.69,6.75
Ah Qd Jc,Qc8s,1.000,42.36,1.83862,72.338,46.12,2.11,53.88,1.61
Ah Qd Jc,Qc9s,1.000,42.77,1.86045,72.4994,48.12,2.11,51.88,1.63
Ah Qd Jc,QcTs,1.000,54.72,3.15352,96.043,13.28,3.42,86.72,3.11
