Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Ah Qd Jc,6c5c,1.000,9.84,0.39479,66.8885,1.09,0.33,98.91,0.40
Ah Qd Jc,7c5c,1.000,10.32,0.38816,62.6625,0.67,0.26,99.33,0.39
Ah Qd Jc,7c6c,1.000,10.27,0.36041,58.4637,0.63,0.25,99.37,0.36
Ah Qd Jc,8c6c,1.000,11.66,0.42018,60.0659,0.48,0.25,99.52,0.42
Ah Qd Jc,8c7c,1.000,12.17,0.4307,58.978,0.44,0.24,99.56,0.43
Ah Qd Jc,9c6c,1.000,12.61,0.44529,58.8347,0.47,0.27,99.53,0.45
Ah Qd Jc,9c7c,1.000,12.93,0.44901,57.8966,0.41,0.24,99.59,0.45
Ah Qd Jc,9c8c,1.000,21.52,0.95337,73.8438,13.25,0.95,86.75,0.95
Ah Qd Jc,9c8d,1.000,18.15,0.53144,48.8053,0.80,0.42,99.20,0.53
Ah Qd Jc,9c8h,1.000,18.15,0.53014,48.6758,0.79,0.42,99.21,0.53
Ah Qd Jc,9c8s,1.000,18.09,0.5233,48.2194,0.72,0.41,99.28,0.52
Ah Qd Jc,Tc7c,1.000,25.08,1.76648,117.393,98.00,1.77,2.00,1.72
Ah Qd Jc,Tc8c,1.000,36.34,3.27098,150.01,94.91,3.27,5.09,3.27
Ah Qd Jc,Tc9c,1.000,37.08,3.30183,148.398,93.41,3.30,6.59,3.30
Ah Qd Jc,Tc8d,1.000,33.88,2.82301,138.882,90.39,2.82,9.61,2.82
Ah Qd Jc,Tc9d,1.000,34.62,2.84469,136.932,89.34,2.84,10.66,2.85
Ah Qd Jc,Tc8h,1.000,33.88,2.81476,138.467,88.98,2.81,11.02,2.82
Ah Qd Jc,Tc9h,1.000,34.63,2.83975,136.673,88.80,2.84,11.20,2.84
Ah Qd Jc,Tc8s,1.000,33.79,2.77562,136.919,89.28,2.78,10.72,2.78
Ah Qd Jc,Tc9s,1.000,34.55,2.80205,135.16,84.50,2.80,15.50,2.80
Ah Qd Jc,Qc7c,1.000,44.36,2.24254,84.2505,66.41,2.24,33.59,2.24
Ah Qd Jc,Qc8c,1.000,45.26,2.17442,80.0695,79.88,2.18,20.12,2.17
Ah Qd Jc,Qc9c,1.000,45.64,2.19747,80.2413,73.38,2.20,26.62,2.19
Ah Qd Jc,QcTc,1.000,56.66,3.58963,105.588,37.41,3.59,62.59,3.59
Ah Qd Jc,Qc8d,1.000,42.56,1.63482,64.0187,53.48,1.64,46.52,1.63
Ah Qd Jc,Qc9d,1.000,42.94,1.65106,64.0828,57.40,1.65,42.60,1.65
Ah Qd Jc,QcTd,1.000,54.85,3.12615,94.9991,15.80,3.12,84.20,3.13
Ah Qd Jc,QcJd,1.000,72.36,6.70851,154.509,86.03,6.71,13.97,6.71
Ah Qd Jc,Qc8h,1.000,42.53,1.6304,63.8955,40.42,1.63,59.58,1.63
Ah Qd Jc,Qc9h,1.000,42.91,1.64459,63.8827,46.37,1.64,53.63,1.64
Ah Qd Jc,QcTh,1.000,54.83,3.13178,95.1952,9.60,3.13,90.40,3.13
Ah Qd Jc,QcJh,1.000,72.55,6.75298,155.126,74.31,6.75,25.69,6.75
Ah Qd Jc,Qc8s,1.000,42.36,1.60696,63.2235,46.12,1.61,53.88,1.61
Ah Qd Jc,Qc9s,1.000,42.77,1.6251,63.3283,48.12,1.62,51.88,1.63
Ah Qd Jc,QcTs,1.000,54.72,3.11223,94.7856,13.28,3.11,86.72,3.11
Ah Qd Jc,QcJs,1.000,72.27,6.70979,154.736,85.83,6.71,14.17,6.71
Ah Qd Jc,Kc2c,1.000,27.69,1.53322,92.2825,81.47,1.53,18.53,1.53
Ah Qd Jc,Kc3c,1.000,27.70,1.53376,92.2817,81.58,1.53,18.42,1.53
Ah Qd Jc,Kc4c,1.000,27.71,1.53472,92.3053,82.51,1.53,17.49,1.53
Ah Qd Jc,Kc5c,1.000,27.65,1.51552,91.3414,86.68,1.52,13.32,1.51
Ah Qd Jc,Kc6c,1.000,27.59,1.46071,88.2274,59.96,1.46,40.04,1.46
Ah Qd Jc,Kc7c,1.000,28.08,1.44541,85.8008,89.36,1.45,10.64,1.43
Ah Qd Jc,Kc8c,1.000,28.72,1.43871,83.4795,92.82,1.44,7.18,1.42
Ah Qd Jc,Kc9c,1.000,29.63,1.47021,82.6986,91.18,1.47,8.82,1.46
Ah Qd Jc,KcTc,1.000,92.24,14.1653,255.939,97.39,14.17,2.61,14.14
Ah Qd Jc,KcQc,1.000,57.89,3.7266,107.291,56.95,3.73,43.05,3.73
Ah Qd Jc,Kc7d,1.000,25.04,0.94719,63.0342,13.01,0.94,86.99,0.95
Ah Qd Jc,Kc8d,1.000,25.72,0.9264,60.0323,25.16,0.92,74.84,0.93
Ah Qd Jc,Kc9d,1.000,26.64,0.94732,59.2591,29.64,0.95,70.36,0.95
Ah Qd Jc,KcTd,1.000,92.10,14.0669,254.558,95.85,14.07,4.15,14.06
Ah Qd Jc,KcJd,1.000,49.40,2.50366,84.4624,28.16,2.50,71.84,2.50
Ah Qd Jc,Kc7h,1.000,25.04,0.94763,63.068,13.57,0.95,86.43,0.95
Ah Qd Jc,Kc8h,1.000,25.71,0.92497,59.9569,31.57,0.93,68.43,0.92
Ah Qd Jc,Kc9h,1.000,26.64,0.9454,59.1478,37.79,0.94,62.21,0.95
Ah Qd Jc,KcTh,1.000,92.09,14.0686,254.61,96.28,14.07,3.72,14.07
Ah Qd Jc,KcJh,1.000,49.51,2.51524,84.6755,25.07,2.52,74.93,2.52
Ah Qd Jc,KcQh,1.000,56.07,3.22749,95.943,38.66,3.23,61.34,3.23
Ah Qd Jc,Kc7s,1.000,24.94,0.93469,62.4605,15.57,0.93,84.43,0.94
Ah Qd Jc,Kc8s,1.000,25.59,0.91125,59.3512,17.60,0.91,82.40,0.91
Ah Qd Jc,Kc9s,1.000,26.54,0.93493,58.7182,20.82,0.93,79.18,0.94
Ah Qd Jc,KcTs,1.000,91.96,14.039,254.431,94.52,14.04,5.48,14.04
Ah Qd Jc,KcJs,1.000,49.24,2.47564,83.7887,40.62,2.48,59.38,2.48
Ah Qd Jc,KcQs,1.000,55.95,3.21296,95.7092,53.36,3.21,46.64,3.21
Ah Qd Jc,Ac2c,1.000,62.06,4.14524,111.318,65.23,4.15,34.77,4.15
Ah Qd Jc,Ac3c,1.000,62.09,4.15286,111.47,63.84,4.15,36.16,4.15
Ah Qd Jc,Ac4c,1.000,62.12,4.16095,111.636,62.73,4.16,37.27,4.16
Ah Qd Jc,Ac5c,1.000,62.10,4.16354,111.737,65.16,4.16,34.84,4.16
Ah Qd Jc,Ac6c,1.000,61.96,4.16667,112.088,79.16,4.17,20.84,4.17
Ah Qd Jc,Ac7c,1.000,62.58,4.27875,113.953,79.49,4.28,20.51,4.28
Ah Qd Jc,Ac8c,1.000,64.47,4.5191,116.821,68.36,4.52,31.64,4.52
Ah Qd Jc,Ac9c,1.000,66.17,4.84396,122.003,55.84,4.84,44.16,4.84
Ah Qd Jc,AcTc,1.000,76.20,6.62746,144.95,49.27,6.63,50.73,6.63
Ah Qd Jc,AcQc,1.000,84.51,9.9768,196.758,95.77,9.98,4.23,9.98
Ah Qd Jc,AcKc,1.000,81.22,7.58383,155.629,83.75,7.58,16.25,7.58
Ah Qd Jc,Ac2d,1.000,60.07,3.53201,98.0006,27.38,3.53,72.62,3.53
Ah Qd Jc,Ac3d,1.000,60.10,3.53981,98.1697,25.19,3.54,74.81,3.54
Ah Qd Jc,Ac4d,1.000,60.13,3.54815,98.3537,23.28,3.55,76.72,3.55
Ah Qd Jc,Ac5d,1.000,60.12,3.55555,98.5646,21.96,3.55,78.04,3.56
Ah Qd Jc,Ac6d,1.000,59.99,3.55452,98.7612,30.46,3.55,69.54,3.56
Ah Qd Jc,Ac7d,1.000,60.65,3.66904,100.827,34.12,3.67,65.88,3.67
Ah Qd Jc,Ac8d,1.000,62.71,3.94442,104.834,37.50,3.94,62.50,3.94
Ah Qd Jc,Ac9d,1.000,64.50,4.28656,110.764,34.42,4.29,65.58,4.29
Ah Qd Jc,AcTd,1.000,75.20,6.16071,136.534,37.50,6.16,62.50,6.16
Ah Qd Jc,AcJd,1.000,81.23,8.67593,178.01,72.98,8.68,27.02,8.68
Ah Qd Jc,AcKd,1.000,80.42,7.19551,149.126,41.03,7.19,58.97,7.20
Ah Qd Jc,Ac2h,1.000,60.05,3.52682,97.8782,38.36,3.53,61.64,3.53
Ah Qd Jc,Ac3h,1.000,60.08,3.53474,98.0508,36.00,3.53,64.00,3.53
Ah Qd Jc,Ac4h,1.000,60.11,3.54319,98.2379,33.98,3.54,66.02,3.54
Ah Qd Jc,Ac5h,1.000,60.11,3.54963,98.4195,32.54,3.55,67.46,3.55
Ah Qd Jc,Ac6h,1.000,59.98,3.55073,98.6722,40.89,3.55,59.11,3.55
Ah Qd Jc,Ac7h,1.000,60.64,3.66527,100.737,39.92,3.66,60.08,3.67
Ah Qd Jc,Ac8h,1.000,62.59,3.92775,104.584,39.46,3.93,60.54,3.93
Ah Qd Jc,Ac9h,1.000,64.39,4.27178,110.57,29.51,4.27,70.49,4.27
Ah Qd Jc,AcTh,1.000,75.20,6.15605,136.431,38.08,6.16,61.92,6.16
Ah Qd Jc,AcJh,1.000,81.38,8.74008,179,82.57,8.74,17.43,8.74
Ah Qd Jc,AcQh,1.000,83.66,9.49133,189.075,92.52,9.49,7.48,9.49
Ah Qd Jc,AcKh,1.000,80.42,7.17753,148.755,51.40,7.18,48.60,7.18
Ah Qd Jc,Ac2s,1.000,59.95,3.51419,97.6985,41.15,3.52,58.85,3.51
Ah Qd Jc,Ac3s,1.000,59.98,3.52201,97.8676,39.78,3.52,60.22,3.52
Ah Qd Jc,Ac4s,1.000,60.01,3.53028,98.0495,38.68,3.53,61.32,3.53
Ah Qd Jc,Ac5s,1.000,59.99,3.53528,98.2196,47.27,3.54,52.73,3.53
Ah Qd Jc,Ac6s,1.000,59.83,3.53588,98.5004,62.16,3.54,37.84,3.53
Ah Qd Jc,Ac7s,1.000,60.50,3.64689,100.463,54.23,3.65,45.77,3.65
Ah Qd Jc,Ac8s,1.000,62.41,3.91026,104.421,45.96,3.91,54.04,3.91
Ah Qd Jc,Ac9s,1.000,64.23,4.25569,110.42,41.48,4.26,58.52,4.26
Ah Qd Jc,AcTs,1.000,75.10,6.13041,136.055,26.67,6.13,73.33,6.13
