Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Jh 4d 2h,6c5c,0.359,27.90,1.62915,97.3179,13.85,1.63,86.06,1.63,0.10,0.00
Jh 4d 2h,7c5c,0.989,17.37,-0.00146,-0.13968,0.17,-0.80,0.02,-0.51,99.81,0.00
Jh 4d 2h,7c6c,0.993,16.88,-0.00152,-0.15054,0.13,-1.10,0.02,-0.67,99.85,0.00
Jh 4d 2h,8c6c,0.994,17.34,-0.00152,-0.14567,0.13,-1.11,0.02,-0.68,99.86,0.00
Jh 4d 2h,8c7c,0.994,18.54,-0.00146,-0.13099,0.14,-0.97,0.02,-0.64,99.84,0.00
Jh 4d 2h,9c6c,0.996,16.64,-0.00153,-0.15363,0.11,-1.33,0.01,-0.76,99.88,0.00
Jh 4d 2h,9c7c,0.996,17.59,-0.00147,-0.13947,0.12,-1.13,0.02,-0.66,99.86,0.00
Jh 4d 2h,9c8c,0.993,19.76,-0.00141,-0.11903,0.17,-0.76,0.02,-0.54,99.81,0.00
Jh 4d 2h,9c8d,0.993,19.76,-0.00141,-0.11912,0.17,-0.73,0.03,-0.50,99.80,0.00
Jh 4d 2h,9c8h,0.811,22.80,-0.00119,-0.08688,0.49,-0.21,0.07,-0.24,99.43,0.00
Jh 4d 2h,9c8s,0.994,19.70,-0.00141,-0.11933,0.16,-0.78,0.02,-0.54,99.81,0.00
Jh 4d 2h,Tc7c,0.996,17.59,-0.00148,-0.14037,0.11,-1.29,0.01,-0.74,99.88,0.00
Jh 4d 2h,Tc8c,0.993,19.71,-0.00144,-0.12203,0.14,-0.91,0.02,-0.58,99.83,0.00
Jh 4d 2h,Tc9c,0.985,21.49,-0.00141,-0.10901,0.21,-0.62,0.04,-0.37,99.76,0.00
Jh 4d 2h,Tc8d,0.993,19.65,-0.00144,-0.12222,0.15,-0.88,0.02,-0.55,99.83,0.00
Jh 4d 2h,Tc9d,0.985,21.48,-0.0014,-0.10838,0.22,-0.58,0.04,-0.33,99.74,0.00
Jh 4d 2h,Tc8h,0.889,22.66,-0.00133,-0.09753,0.34,-0.35,0.05,-0.28,99.61,0.00
Jh 4d 2h,Tc9h,0.440,24.42,-0.00124,-0.08441,0.63,-0.18,0.10,-0.11,99.27,0.00
Jh 4d 2h,Tc8s,0.994,19.67,-0.00144,-0.12181,0.14,-0.93,0.02,-0.59,99.84,0.00
Jh 4d 2h,Tc9s,0.988,21.47,-0.0014,-0.10846,0.20,-0.62,0.03,-0.38,99.76,0.00
Jh 4d 2h,Jc7c,0.518,65.10,3.96289,101.449,0.53,3.95,99.43,3.96,0.03,0.00
