Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 2%,BET 2 EV,CHECK%,CHECK EV
Ah 8d 2s,6c5c,1.000,15.42,0.28831,31.1567,51.98,-0.50,48.02,1.14
Ah 8d 2s,7c5c,1.000,16.08,0.39061,40.4855,43.19,-0.55,56.81,1.10
Ah 8d 2s,7c6c,1.000,16.05,-0.01754,-1.82175,63.63,-0.64,36.37,1.07
Ah 8d 2s,8c6c,1.000,48.73,2.73231,93.4426,59.63,2.89,40.37,2.51
Ah 8d 2s,8c7c,1.000,49.05,3.29356,111.906,56.89,3.86,43.11,2.55
Ah 8d 2s,9c6c,1.000,15.28,0.52842,57.6285,21.11,-0.81,78.89,0.89
Ah 8d 2s,9c7c,1.000,16.97,0.16083,15.7962,53.73,-0.61,46.27,1.06
Ah 8d 2s,9c8c,1.000,50.40,3.10778,102.779,56.48,3.50,43.52,2.60
Ah 8d 2s,9c8h,1.000,50.48,3.09234,102.093,48.65,3.58,51.35,2.63
Ah 8d 2s,9c8s,1.000,50.50,3.15067,103.987,51.45,3.64,48.55,2.63
Ah 8d 2s,Tc7c,1.000,14.61,0.34352,39.1806,24.24,-0.93,75.76,0.75
Ah 8d 2s,Tc8c,1.000,50.96,2.91983,95.4946,41.51,3.42,58.49,2.57
Ah 8d 2s,Tc9c,1.000,16.95,0.19496,19.1722,53.16,-0.46,46.84,0.94
Ah 8d 2s,Tc9d,1.000,16.90,-0.33296,-32.8302,75.61,-0.75,24.39,0.97
Ah 8d 2s,Tc8h,1.000,51.06,2.87404,93.8046,33.04,3.45,66.96,2.59
Ah 8d 2s,Tc9h,1.000,16.92,-0.3317,-32.6663,75.41,-0.76,24.59,0.98
Ah 8d 2s,Tc8s,1.000,51.08,2.9334,95.7092,35.47,3.55,64.53,2.59
Ah 8d 2s,Tc9s,1.000,16.92,-0.27067,-26.6644,72.12,-0.75,27.88,0.97
Ah 8d 2s,Jc7c,1.000,14.19,0.24172,28.3839,19.49,-1.11,80.51,0.57
Ah 8d 2s,Jc8c,1.000,51.11,2.87281,93.6798,65.39,3.01,34.61,2.62
Ah 8d 2s,Jc9c,1.000,16.49,-0.34643,-35.0212,69.06,-0.84,30.94,0.75
Ah 8d 2s,JcTc,1.000,18.68,0.257,22.926,60.87,-0.15,39.13,0.89
Ah 8d 2s,Jc9d,1.000,16.47,-0.42779,-43.2781,70.77,-0.93,29.23,0.78
Ah 8d 2s,JcTd,1.000,18.80,-0.11157,-9.89061,66.35,-0.64,33.65,0.93
Ah 8d 2s,Jc8h,1.000,51.23,2.86308,93.1511,51.47,3.07,48.53,2.64
Ah 8d 2s,Jc9h,1.000,16.51,-0.50986,-51.4809,74.90,-0.95,25.10,0.79
Ah 8d 2s,JcTh,1.000,18.83,-0.04881,-4.32049,62.39,-0.64,37.61,0.93
Ah 8d 2s,Jc8s,1.000,51.25,2.93512,95.459,55.92,3.16,44.08,2.65
Ah 8d 2s,Jc9s,1.000,16.50,-0.41113,-41.5367,69.23,-0.94,30.77,0.79
Ah 8d 2s,JcTs,1.000,18.83,-0.07842,-6.94219,63.88,-0.65,36.12,0.93
Ah 8d 2s,Qc7c,1.000,16.65,0.45797,45.8367,1.35,-1.27,98.65,0.48
Ah 8d 2s,Qc8c,1.000,51.54,2.98507,96.5255,76.47,3.06,23.53,2.74
Ah 8d 2s,Qc9c,1.000,18.87,-0.28508,-25.1784,51.11,-1.10,48.89,0.57
Ah 8d 2s,QcTc,1.000,21.23,0.23514,18.462,28.92,-0.88,71.08,0.69
Ah 8d 2s,QcJc,1.000,24.42,0.37405,25.5259,24.40,-0.77,75.60,0.74
Ah 8d 2s,Qc9d,1.000,18.89,-0.26893,-23.732,49.77,-1.14,50.23,0.59
Ah 8d 2s,QcTd,1.000,21.37,-0.14668,-11.4397,53.86,-0.89,46.14,0.72
Ah 8d 2s,QcJd,1.000,24.54,0.04394,2.98453,46.32,-0.80,53.68,0.78
Ah 8d 2s,Qc8h,1.000,51.67,3.12655,100.848,69.09,3.29,30.91,2.76
Ah 8d 2s,Qc9h,1.000,18.94,-0.40285,-35.4571,57.30,-1.15,42.70,0.60
Ah 8d 2s,QcTh,1.000,21.41,-0.09014,-7.01768,50.04,-0.91,49.96,0.73
Ah 8d 2s,QcJh,1.000,24.67,0.01556,1.05152,48.94,-0.80,51.06,0.79
Ah 8d 2s,Qc8s,1.000,51.69,3.15512,101.724,70.87,3.31,29.13,2.77
Ah 8d 2s,Qc9s,1.000,18.92,-0.2625,-23.1229,49.22,-1.15,50.78,0.60
Ah 8d 2s,QcTs,1.000,21.41,-0.06698,-5.21351,48.56,-0.91,51.44,0.73
Ah 8d 2s,QcJs,1.000,24.59,0.03706,2.51183,46.57,-0.81,53.43,0.77
Ah 8d 2s,Kc2c,1.000,43.75,2.68801,102.405,86.40,2.73,13.60,2.41
Ah 8d 2s,Kc3c,1.000,24.94,0.1391,9.29665,31.18,-0.96,68.82,0.64
Ah 8d 2s,Kc4c,1.000,24.96,0.20127,13.4416,28.09,-0.94,71.91,0.65
Ah 8d 2s,Kc5c,1.000,25.04,0.54304,36.1424,5.22,-1.01,94.78,0.63
Ah 8d 2s,Kc6c,1.000,24.27,0.44769,30.742,1.53,-1.24,98.47,0.47
Ah 8d 2s,Kc7c,1.000,25.22,0.32089,21.2079,6.38,-1.27,93.62,0.43
Ah 8d 2s,Kc8c,1.000,51.80,2.769,89.0896,80.57,2.76,19.43,2.80
Ah 8d 2s,Kc9c,1.000,27.21,0.37829,23.1744,7.39,-1.23,92.61,0.51
Ah 8d 2s,KcTc,1.000,30.03,0.58102,32.247,4.29,-0.98,95.71,0.65
Ah 8d 2s,KcJc,1.000,33.37,0.82622,41.2688,1.04,-0.78,98.96,0.84
Ah 8d 2s,KcQc,1.000,36.66,1.03472,47.0384,0.41,-0.61,99.59,1.04
Ah 8d 2s,Kc7d,1.000,25.18,0.35846,23.7275,4.34,-1.30,95.66,0.43
Ah 8d 2s,Kc9d,1.000,27.23,0.01049,0.64185,28.35,-1.28,71.65,0.52
Ah 8d 2s,KcTd,1.000,30.15,0.39517,21.8465,16.64,-0.97,83.36,0.67
Ah 8d 2s,KcJd,1.000,33.46,0.83928,41.8075,1.29,-0.77,98.71,0.86
Ah 8d 2s,KcQd,1.000,36.74,1.05223,47.7369,0.42,-0.62,99.58,1.06
Ah 8d 2s,Kc7h,1.000,25.23,0.33778,22.3128,5.62,-1.31,94.38,0.44
Ah 8d 2s,Kc8h,1.000,51.95,2.86184,91.8143,68.46,2.88,31.54,2.82
Ah 8d 2s,Kc9h,1.000,27.32,-0.22478,-13.7136,41.39,-1.29,58.61,0.52
Ah 8d 2s,KcTh,1.000,30.23,0.3457,19.0619,19.76,-0.98,80.24,0.67
Ah 8d 2s,KcJh,1.000,33.67,0.84805,41.9806,1.60,-0.76,98.40,0.87
Ah 8d 2s,KcQh,1.000,36.84,1.06037,47.9667,0.43,-0.61,99.57,1.07
Ah 8d 2s,Kc7s,1.000,25.22,0.35314,23.3375,4.65,-1.31,95.35,0.43
Ah 8d 2s,Kc8s,1.000,51.98,2.89659,92.8804,72.97,2.92,27.03,2.83
Ah 8d 2s,Kc9s,1.000,27.30,-0.06808,-4.15583,32.76,-1.28,67.24,0.52
Ah 8d 2s,KcTs,1.000,30.23,0.33114,18.2575,20.66,-0.97,79.34,0.67
Ah 8d 2s,KcJs,1.000,33.55,0.8421,41.8305,1.30,-0.76,98.70,0.86
Ah 8d 2s,KcQs,1.000,36.84,1.05834,47.8816,0.42,-0.61,99.58,1.07
Ah 8d 2s,Ac2c,1.000,86.63,9.75875,187.748,57.59,10.89,42.41,8.23
Ah 8d 2s,Ac3c,1.000,74.19,5.9493,133.649,37.81,7.25,62.19,5.16
Ah 8d 2s,Ac4c,1.000,74.30,6.04755,135.655,41.33,7.27,58.67,5.18
Ah 8d 2s,Ac5c,1.000,74.95,6.70824,149.17,75.69,7.17,24.31,5.27
Ah 8d 2s,Ac6c,1.000,75.49,6.23408,137.644,59.77,6.84,40.23,5.33
Ah 8d 2s,Ac7c,1.000,77.32,6.4941,139.988,43.50,7.56,56.50,5.68
Ah 8d 2s,Ac8c,1.000,93.30,13.7653,245.886,99.11,13.79,0.89,11.31
Ah 8d 2s,Ac9c,1.000,81.74,8.17461,166.671,64.17,9.00,35.83,6.69
Ah 8d 2s,AcTc,1.000,83.80,8.04349,159.972,40.89,9.22,59.11,7.23
Ah 8d 2s,AcJc,1.000,86.00,9.03852,175.165,57.77,9.92,42.23,7.83
Ah 8d 2s,AcQc,1.000,86.81,9.76754,187.528,76.85,10.25,23.15,8.17
Ah 8d 2s,AcKc,1.000,86.96,9.41629,180.466,62.08,10.06,37.92,8.36
Ah 8d 2s,Ac2d,1.000,86.65,9.54717,183.631,49.81,10.88,50.19,8.22
Ah 8d 2s,Ac3d,1.000,74.31,5.36348,120.302,9.74,7.05,90.26,5.18
Ah 8d 2s,Ac4d,1.000,74.42,5.39483,120.823,10.87,6.93,89.13,5.21
Ah 8d 2s,Ac5d,1.000,75.09,5.57175,123.671,22.07,6.57,77.93,5.29
Ah 8d 2s,Ac6d,1.000,75.64,5.57634,122.871,31.60,6.07,68.40,5.35
Ah 8d 2s,Ac7d,1.000,77.50,6.20717,133.49,32.01,7.26,67.99,5.71
Ah 8d 2s,Ac9d,1.000,81.94,7.83183,159.302,48.47,9.03,51.53,6.70
Ah 8d 2s,AcTd,1.000,83.98,8.18173,162.368,43.09,9.39,56.91,7.26
Ah 8d 2s,AcJd,1.000,86.03,8.98983,174.17,51.38,10.08,48.62,7.84
Ah 8d 2s,AcQd,1.000,86.98,9.65987,185.101,67.44,10.36,32.56,8.20
Ah 8d 2s,AcKd,1.000,87.24,9.36461,178.901,54.06,10.18,45.94,8.40
Ah 8d 2s,Ac2h,1.000,86.65,9.63111,185.246,52.62,10.90,47.38,8.22
Ah 8d 2s,Ac3h,1.000,74.30,5.37102,120.48,9.85,7.14,90.15,5.18
Ah 8d 2s,Ac4h,1.000,74.41,5.40259,121.008,11.09,7.01,88.91,5.20
Ah 8d 2s,Ac5h,1.000,75.08,5.61395,124.618,24.64,6.63,75.36,5.28
Ah 8d 2s,Ac6h,1.000,75.64,5.61269,123.673,32.10,6.19,67.90,5.34
Ah 8d 2s,Ac7h,1.000,77.45,6.168,132.726,31.34,7.21,68.66,5.69
Ah 8d 2s,Ac8h,1.000,93.42,13.7323,244.995,98.85,13.76,1.15,11.30
Ah 8d 2s,Ac9h,1.000,81.92,7.69593,156.579,42.48,9.06,57.52,6.69
Ah 8d 2s,AcTh,1.000,83.97,8.14946,161.76,41.53,9.42,58.47,7.25
Ah 8d 2s,AcJh,1.000,86.16,9.07375,175.522,54.57,10.10,45.43,7.84
Ah 8d 2s,AcQh,1.000,86.97,9.88975,189.515,76.85,10.40,23.15,8.19
Ah 8d 2s,AcKh,1.000,87.24,9.50193,181.524,59.38,10.27,40.62,8.39
Ah 8d 2s,Ac3s,1.000,74.32,5.33724,119.696,10.36,6.68,89.64,5.18
Ah 8d 2s,Ac4s,1.000,74.43,5.37092,120.272,11.46,6.63,88.54,5.21
Ah 8d 2s,Ac5s,1.000,75.10,5.55531,123.291,20.84,6.57,79.16,5.29
Ah 8d 2s,Ac6s,1.000,75.65,5.56527,122.617,25.15,6.22,74.85,5.35
Ah 8d 2s,Ac7s,1.000,77.47,6.16216,132.578,28.59,7.32,71.41,5.70
Ah 8d 2s,Ac8s,1.000,93.40,13.6956,244.378,98.77,13.73,1.23,11.28
Ah 8d 2s,Ac9s,1.000,81.93,7.64068,155.439,41.46,8.98,58.54,6.69
Ah 8d 2s,AcTs,1.000,83.98,8.04283,159.624,38.49,9.29,61.51,7.26
Ah 8d 2s,AcJs,1.000,86.03,8.96424,173.656,51.23,10.03,48.77,7.84
Ah 8d 2s,AcQs,1.000,86.99,9.70002,185.845,71.38,10.30,28.62,8.21
Ah 8d 2s,AcKs,1.000,87.26,9.3793,179.146,51.61,10.30,48.39,8.40
Ah 8d 2s,2d2c,1.000,95.01,15.7382,276.088,99.85,15.74,0.15,13.32
Ah 8d 2s,3d3c,1.000,39.54,1.76371,74.3391,40.66,1.55,59.34,1.91
Ah 8d 2s,4d4c,1.000,39.69,1.76561,74.1494,40.38,1.53,59.62,1.92
Ah 8d 2s,5d5c,1.000,39.66,1.77721,74.6778,27.56,1.45,72.44,1.90
Ah 8d 2s,6d6c,1.000,39.71,1.6601,69.6822,9.79,0.18,90.21,1.82
Ah 8d 2s,6d5d,1.000,19.12,1.04916,91.4395,58.88,0.69,41.12,1.57
Ah 8d 2s,7d7c,1.000,42.28,1.70839,67.3401,23.98,0.91,76.02,1.96
Ah 8d 2s,7d5d,1.000,19.75,1.34459,113.461,62.97,1.23,37.03,1.54
Ah 8d 2s,7d6d,1.000,19.74,1.14821,96.9544,64.58,0.95,35.42,1.51
Ah 8d 2s,9d8c,1.000,50.55,2.84646,93.8405,45.74,3.12,54.26,2.61
Ah 8d 2s,9d9c,1.000,49.32,2.25723,76.2774,65.78,2.08,34.22,2.59
Ah 8d 2s,9d6d,1.000,19.09,0.34885,30.4556,56.42,-0.43,43.58,1.36
Ah 8d 2s,9d7d,1.000,20.66,1.32692,107.069,74.62,1.25,25.38,1.54
Ah 8d 2s,9d8h,1.000,50.64,2.86536,94.3031,50.45,3.08,49.55,2.64
Ah 8d 2s,9d8s,1.000,50.66,2.96929,97.6958,45.29,3.36,54.71,2.65
Ah 8d 2s,Td8c,1.000,51.12,2.71133,88.3987,31.96,2.97,68.04,2.59
Ah 8d 2s,Td9c,1.000,16.90,0.09751,9.61722,53.49,-0.66,46.51,0.97
Ah 8d 2s,TdTc,1.000,51.13,2.6063,84.9541,36.16,2.36,63.84,2.74
Ah 8d 2s,Td7d,1.000,18.39,0.43939,39.823,45.72,-0.49,54.28,1.22
Ah 8d 2s,Td9d,1.000,20.66,1.32526,106.891,91.93,1.31,8.07,1.46
Ah 8d 2s,Td8h,1.000,51.22,2.74207,89.2257,39.59,2.94,60.41,2.61
Ah 8d 2s,Td9h,1.000,17.00,-0.33416,-32.7602,76.90,-0.74,23.10,1.02
