Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 2%,BET 2 EV,CHECK%,CHECK EV
Ah 8d 2s,6c5c,1.000,15.42,1.28117,138.45,51.98,1.41,48.02,1.14
Ah 8d 2s,7c5c,1.000,16.08,1.24869,129.424,43.19,1.44,56.81,1.10
Ah 8d 2s,7c6c,1.000,16.05,1.37487,142.769,63.63,1.55,36.37,1.07
Ah 8d 2s,8c6c,1.000,48.73,2.35027,80.3771,59.63,2.24,40.37,2.51
Ah 8d 2s,8c7c,1.000,49.05,2.31019,78.4941,56.89,2.13,43.11,2.55
Ah 8d 2s,9c6c,1.000,15.28,1.01849,111.075,21.11,1.51,78.89,0.89
Ah 8d 2s,9c7c,1.000,16.97,1.31249,128.906,53.73,1.53,46.27,1.06
Ah 8d 2s,9c8c,1.000,50.40,2.35416,77.8553,56.48,2.16,43.52,2.60
Ah 8d 2s,9c8h,1.000,50.48,2.42747,80.1423,48.65,2.21,51.35,2.63
Ah 8d 2s,9c8s,1.000,50.50,2.41117,79.5805,51.45,2.20,48.55,2.63
Ah 8d 2s,Tc7c,1.000,14.61,0.92881,105.937,24.24,1.48,75.76,0.75
Ah 8d 2s,Tc8c,1.000,50.96,2.56693,83.9528,41.51,2.57,58.49,2.57
Ah 8d 2s,Tc9c,1.000,16.95,1.08093,106.301,53.16,1.21,46.84,0.94
Ah 8d 2s,Tc9d,1.000,16.90,1.50667,148.562,75.61,1.68,24.39,0.97
Ah 8d 2s,Tc8h,1.000,51.06,2.59458,84.6834,33.04,2.61,66.96,2.59
Ah 8d 2s,Tc9h,1.000,16.92,1.51708,149.406,75.41,1.69,24.59,0.98
Ah 8d 2s,Tc8s,1.000,51.08,2.59842,84.7796,35.47,2.60,64.53,2.59
Ah 8d 2s,Tc9s,1.000,16.92,1.47919,145.718,72.12,1.67,27.88,0.97
Ah 8d 2s,Jc7c,1.000,14.19,0.71874,84.3987,19.49,1.34,80.51,0.57
Ah 8d 2s,Jc8c,1.000,51.11,2.76483,90.1588,65.39,2.84,34.61,2.62
