Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Jh 7d 2h,6c5c,1.000,16.11,0.2655,27.475,30.53,-1.18,69.47,0.90
Jh 7d 2h,7c6c,1.000,50.08,4.25907,141.746,89.46,4.43,10.54,2.79
Jh 7d 2h,8c7c,1.000,52.13,4.1608,133.017,57.17,5.07,42.83,2.94
Jh 7d 2h,9c8c,1.000,28.05,2.43195,144.513,57.62,2.30,42.38,2.62
Jh 7d 2h,Tc8c,1.000,26.17,1.5336,97.673,67.13,1.16,32.87,2.29
Jh 7d 2h,Tc9c,1.000,27.92,1.8824,112.371,85.12,1.76,14.88,2.57
Jh 7d 2h,Jc8c,1.000,64.97,4.85345,124.501,35.53,5.92,64.47,4.26
Jh 7d 2h,Jc9c,1.000,65.05,4.91064,125.813,25.39,6.74,74.61,4.29
Jh 7d 2h,JcTc,1.000,64.69,5.5429,142.815,73.14,6.05,26.86,4.15
Jh 7d 2h,JcTd,1.000,65.01,4.85358,124.439,51.21,5.50,48.79,4.18
Jh 7d 2h,JcTh,1.000,67.62,5.40933,133.327,77.02,5.64,22.98,4.64
Jh 7d 2h,JcTs,1.000,64.82,5.14606,132.316,68.17,5.61,31.83,4.16
Jh 7d 2h,Qc8c,1.000,14.66,0.60281,68.5345,7.14,-1.40,92.86,0.76
Jh 7d 2h,Qc9c,1.000,16.35,0.09887,10.0755,36.57,-1.26,63.43,0.88
Jh 7d 2h,QcTc,1.000,17.61,-0.82591,-78.1829,85.85,-1.10,14.15,0.86
Jh 7d 2h,QcJc,1.000,69.43,5.58046,133.964,30.13,7.21,69.87,4.88
Jh 7d 2h,QcTd,1.000,17.38,0.17637,16.9171,35.47,-1.12,64.53,0.89
Jh 7d 2h,QcJd,1.000,69.73,5.45511,130.389,20.58,7.46,79.42,4.94
Jh 7d 2h,QcTh,1.000,20.59,0.19907,16.1163,85.87,0.01,14.13,1.35
