Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Jh 7d 2h,6c5c,1.000,16.11,1.00565,104.068,30.53,1.24,69.47,0.90
Jh 7d 2h,7c6c,1.000,50.08,2.69124,89.5674,89.46,2.68,10.54,2.79
Jh 7d 2h,8c7c,1.000,52.13,2.87904,92.04,57.17,2.83,42.83,2.94
Jh 7d 2h,9c8c,1.000,28.05,2.76456,164.278,57.62,2.87,42.38,2.62
Jh 7d 2h,Tc8c,1.000,26.17,2.59817,165.474,67.13,2.75,32.87,2.29
Jh 7d 2h,Tc9c,1.000,27.92,2.94509,175.81,85.12,3.01,14.88,2.57
Jh 7d 2h,Jc8c,1.000,64.97,4.16848,106.93,35.53,3.99,64.47,4.26
Jh 7d 2h,Jc9c,1.000,65.05,4.20039,107.616,25.39,3.94,74.61,4.29
Jh 7d 2h,JcTc,1.000,64.69,3.93461,101.377,73.14,3.86,26.86,4.15
Jh 7d 2h,JcTd,1.000,65.01,4.04978,103.831,51.21,3.93,48.79,4.18
Jh 7d 2h,JcTh,1.000,67.62,4.39388,108.299,77.02,4.32,22.98,4.64
Jh 7d 2h,JcTs,1.000,64.82,3.97012,102.08,68.17,3.88,31.83,4.16
Jh 7d 2h,Qc8c,1.000,14.66,0.78846,89.6417,7.14,1.20,92.86,0.76
Jh 7d 2h,Qc9c,1.000,16.35,1.06629,108.667,36.57,1.39,63.43,0.88
Jh 7d 2h,QcTc,1.000,17.61,1.2665,119.89,85.85,1.33,14.15,0.86
Jh 7d 2h,QcJc,1.000,69.43,4.72626,113.458,30.13,4.38,69.87,4.88
Jh 7d 2h,QcTd,1.000,17.38,1.0498,100.697,35.47,1.34,64.53,0.89
Jh 7d 2h,QcJd,1.000,69.73,4.83201,115.496,20.58,4.43,79.42,4.94
Jh 7d 2h,QcTh,1.000,20.59,1.65758,134.195,85.87,1.71,14.13,1.35
Jh 7d 2h,QcTs,1.000,17.30,0.90242,86.9557,14.08,1.29,85.92,0.84
Jh 7d 2h,QcJs,1.000,69.61,4.74919,113.707,28.63,4.39,71.37,4.89
Jh 7d 2h,Kc8c,1.000,16.86,0.8155,80.6165,4.34,1.31,95.66,0.79
Jh 7d 2h,Kc9c,1.000,18.51,1.26397,113.79,51.68,1.61,48.32,0.90
Jh 7d 2h,KcTc,1.000,19.69,1.37362,116.246,79.79,1.50,20.21,0.88
Jh 7d 2h,KcJc,1.000,69.70,4.80497,114.896,45.22,4.60,54.78,4.98
Jh 7d 2h,KcQc,1.000,24.74,1.33063,89.641,73.52,1.39,26.48,1.17
Jh 7d 2h,KcTd,1.000,19.53,1.14066,97.3343,38.36,1.53,61.64,0.90
Jh 7d 2h,KcJd,1.000,70.03,4.91117,116.885,36.42,4.68,63.58,5.04
Jh 7d 2h,KcQd,1.000,24.89,1.47333,98.6729,70.91,1.56,29.09,1.27
Jh 7d 2h,KcTh,1.000,22.82,1.81038,132.225,84.89,1.90,15.11,1.33
Jh 7d 2h,KcQh,1.000,28.32,1.98934,117.072,87.17,2.01,12.83,1.85
Jh 7d 2h,KcTs,1.000,19.41,0.93818,80.552,14.27,1.44,85.73,0.85
Jh 7d 2h,KcJs,1.000,69.88,4.83528,115.321,43.45,4.63,56.55,5.00
Jh 7d 2h,KcQs,1.000,24.74,1.3327,89.7806,73.12,1.39,26.88,1.17
Jh 7d 2h,Ac2c,1.000,47.18,2.19306,77.4702,22.82,2.16,77.18,2.20
Jh 7d 2h,Ac3c,1.000,24.05,0.7754,53.7299,40.00,0.92,60.00,0.68
Jh 7d 2h,Ac4c,1.000,24.05,0.77993,54.0436,39.34,0.94,60.66,0.68
Jh 7d 2h,Ac5c,1.000,24.05,0.78925,54.6895,44.99,0.94,55.01,0.67
Jh 7d 2h,Ac6c,1.000,23.09,0.51665,37.2967,0.77,0.72,99.23,0.52
Jh 7d 2h,Ac7c,1.000,51.88,2.55278,82.0043,25.94,2.37,74.06,2.62
Jh 7d 2h,Ac8c,1.000,24.75,0.67132,45.2065,32.89,0.87,67.11,0.57
Jh 7d 2h,Ac9c,1.000,25.36,0.6622,43.5171,17.77,0.95,82.23,0.60
Jh 7d 2h,AcTc,1.000,29.48,0.75255,42.5389,2.77,0.99,97.23,0.75
Jh 7d 2h,AcJc,1.000,74.00,5.59863,126.094,68.91,5.47,31.09,5.88
Jh 7d 2h,AcQc,1.000,38.47,1.3798,59.7727,3.54,1.43,96.46,1.38
Jh 7d 2h,AcKc,1.000,46.31,1.94062,69.8396,1.89,2.01,98.11,1.94
Jh 7d 2h,Ac9d,1.000,25.41,0.67959,44.5803,20.60,0.95,79.40,0.61
Jh 7d 2h,AcTd,1.000,29.64,0.79299,44.5851,8.04,1.04,91.96,0.77
Jh 7d 2h,AcJd,1.000,74.19,5.71116,128.295,57.43,5.54,42.57,5.94
Jh 7d 2h,AcQd,1.000,38.67,1.44152,62.135,15.93,1.55,84.07,1.42
Jh 7d 2h,AcKd,1.000,46.49,1.99122,71.3818,3.45,2.22,96.55,1.98
Jh 7d 2h,Ac9h,1.000,28.07,1.05809,62.8254,75.09,1.14,24.91,0.82
Jh 7d 2h,AcTh,1.000,32.81,1.30538,66.317,47.71,1.52,52.29,1.11
Jh 7d 2h,AcQh,1.000,41.93,2.00194,79.572,39.42,2.14,60.58,1.91
Jh 7d 2h,AcKh,1.000,49.69,2.62812,88.1594,34.49,2.71,65.51,2.58
Jh 7d 2h,Ac9s,1.000,25.36,0.66236,43.5279,17.76,0.95,82.24,0.60
Jh 7d 2h,AcTs,1.000,29.48,0.75254,42.5385,2.77,0.99,97.23,0.75
Jh 7d 2h,AcJs,1.000,74.00,5.59813,126.083,68.97,5.47,31.03,5.88
Jh 7d 2h,AcQs,1.000,38.47,1.37979,59.7724,3.54,1.43,96.46,1.38
Jh 7d 2h,AcKs,1.000,46.31,1.94061,69.8393,1.89,2.01,98.11,1.94
Jh 7d 2h,2d2c,1.000,88.96,10.1311,189.802,94.56,10.08,5.44,11.04
Jh 7d 2h,3d3c,1.000,41.64,1.83457,73.4373,51.93,2.01,48.07,1.65
Jh 7d 2h,4d4c,1.000,41.64,1.83284,73.368,51.77,2.01,48.23,1.65
Jh 7d 2h,5d5c,1.000,41.64,1.84083,73.6881,53.37,2.01,46.63,1.65
Jh 7d 2h,6d6c,1.000,43.32,1.72069,66.2031,2.51,2.04,97.49,1.71
Jh 7d 2h,6d5d,1.000,19.73,1.51174,127.674,71.58,1.60,28.42,1.29
Jh 7d 2h,8d8c,1.000,48.76,2.2408,76.5975,3.01,2.41,96.99,2.24
Jh 7d 2h,9d9c,1.000,52.88,2.68969,84.7662,11.86,2.74,88.14,2.68
Jh 7d 2h,9d8d,1.000,31.13,3.2175,172.249,78.85,3.26,21.15,3.05
Jh 7d 2h,TdTc,1.000,57.23,3.11143,90.6064,4.12,3.20,95.88,3.11
Jh 7d 2h,Td8d,1.000,29.40,3.05817,173.355,77.71,3.14,22.29,2.77
Jh 7d 2h,Td9d,1.000,31.08,3.37067,180.777,87.23,3.42,12.77,3.05
Jh 7d 2h,JdTc,1.000,64.90,4.01753,103.168,58.82,3.89,41.18,4.20
Jh 7d 2h,JdJc,1.000,94.69,13.5638,238.736,98.03,13.54,1.97,14.64
Jh 7d 2h,Jd8d,1.000,66.69,4.54223,113.508,55.70,4.39,44.30,4.73
Jh 7d 2h,Jd9d,1.000,66.75,4.59092,114.624,43.26,4.39,56.74,4.75
Jh 7d 2h,JdTd,1.000,66.49,4.41972,110.787,90.07,4.40,9.93,4.64
Jh 7d 2h,JdTh,1.000,67.70,4.41441,108.673,75.94,4.33,24.06,4.67
Jh 7d 2h,JdTs,1.000,64.90,4.01749,103.167,58.82,3.89,41.18,4.20
Jh 7d 2h,QdTc,1.000,17.39,1.13663,108.937,34.88,1.48,65.12,0.95
Jh 7d 2h,QdJc,1.000,69.81,4.82242,115.133,14.18,4.49,85.82,4.88
Jh 7d 2h,QdQc,1.000,75.99,7.23163,158.604,96.43,7.22,3.57,7.44
Jh 7d 2h,Qd8d,1.000,18.61,1.48755,133.206,49.14,1.76,50.86,1.23
Jh 7d 2h,Qd9d,1.000,20.22,1.79166,147.667,76.15,1.91,23.85,1.42
Jh 7d 2h,QdTd,1.000,21.43,1.95015,151.671,95.65,1.97,4.35,1.48
Jh 7d 2h,QdJd,1.000,71.02,5.08126,119.248,52.94,4.90,47.06,5.28
Jh 7d 2h,QdTh,1.000,20.68,1.81024,145.894,82.24,1.89,17.76,1.46
Jh 7d 2h,QdTs,1.000,17.39,1.13665,108.939,34.88,1.48,65.12,0.95
Jh 7d 2h,QdJs,1.000,69.81,4.82242,115.133,14.18,4.49,85.82,4.88
Jh 7d 2h,KdTc,1.000,19.50,1.16074,99.1979,34.32,1.59,65.68,0.94
Jh 7d 2h,KdJc,1.000,70.07,4.89335,116.392,35.09,4.68,64.91,5.01
Jh 7d 2h,KdQc,1.000,24.89,1.46694,98.2449,74.83,1.54,25.17,1.26
Jh 7d 2h,KdKc,1.000,79.87,8.23469,171.836,96.92,8.22,3.08,8.55
Jh 7d 2h,Kd8d,1.000,20.77,1.46424,117.512,33.32,1.86,66.68,1.27
Jh 7d 2h,Kd9d,1.000,22.34,1.91628,142.973,73.42,2.09,26.58,1.44
Jh 7d 2h,KdTd,1.000,23.48,2.05087,145.573,94.51,2.08,5.49,1.49
Jh 7d 2h,KdJd,1.000,71.34,5.21623,121.87,68.21,5.11,31.79,5.45
Jh 7d 2h,KdQd,1.000,28.47,1.85776,108.756,93.03,1.86,6.97,1.83
Jh 7d 2h,KdTh,1.000,22.91,1.84257,134.04,74.77,1.99,25.23,1.40
Jh 7d 2h,KdQh,1.000,28.47,2.22808,130.447,80.73,2.30,19.27,1.93
Jh 7d 2h,KdTs,1.000,19.50,1.16073,99.1968,34.32,1.59,65.68,0.94
Jh 7d 2h,KdJs,1.000,70.07,4.89335,116.392,35.08,4.68,64.92,5.01
Jh 7d 2h,KdQs,1.000,24.89,1.46699,98.2481,74.83,1.54,25.17,1.26
Jh 7d 2h,Ad9c,1.000,25.43,0.89702,58.7823,40.84,1.22,59.16,0.67
