Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Jh 9d 2h,6c5c,1.000,14.88,0.34737,38.9157,0.22,1.20,99.78,0.35
Jh 9d 2h,7c6c,1.000,14.89,0.34344,38.4362,0.20,1.17,99.80,0.34
Jh 9d 2h,8c7c,1.000,26.64,0.81317,50.8824,0.80,1.68,99.20,0.81
Jh 9d 2h,9c8c,1.000,59.03,2.48865,70.2675,0.38,2.72,99.62,2.49
Jh 9d 2h,Tc8c,1.000,40.47,2.75622,113.504,2.68,3.07,97.32,2.75
Jh 9d 2h,Tc9c,1.000,62.53,2.97483,79.2879,0.29,2.98,99.71,2.97
Jh 9d 2h,Jc8c,1.000,68.58,4.1248,100.247,0.86,4.04,99.14,4.13
Jh 9d 2h,Jc9c,1.000,84.09,10.4169,206.466,4.72,9.66,95.28,10.45
Jh 9d 2h,JcTc,1.000,71.08,4.5312,106.24,1.26,4.51,98.74,4.53
Jh 9d 2h,JcTd,1.000,71.17,4.55706,106.725,1.01,4.49,98.99,4.56
Jh 9d 2h,JcTh,1.000,73.40,4.9906,113.325,1.86,4.84,98.14,4.99
Jh 9d 2h,JcTs,1.000,71.08,4.53123,106.24,1.26,4.51,98.74,4.53
Jh 9d 2h,Qc8c,1.000,31.17,1.02714,54.9149,5.33,2.16,94.67,0.96
Jh 9d 2h,Qc9c,1.000,63.59,3.25055,85.1931,0.30,3.03,99.70,3.25
Jh 9d 2h,QcTc,1.000,45.55,2.86792,104.944,2.67,3.33,97.33,2.86
Jh 9d 2h,QcJc,1.000,73.31,5.12152,116.437,1.59,4.83,98.41,5.13
Jh 9d 2h,QcTd,1.000,45.62,2.89408,105.736,2.16,3.31,97.84,2.88
Jh 9d 2h,QcJd,1.000,73.39,5.16039,117.193,1.33,4.94,98.67,5.16
Jh 9d 2h,QcTh,1.000,48.16,3.31306,114.664,2.99,3.53,97.01,3.31
Jh 9d 2h,QcTs,1.000,45.55,2.86786,104.942,2.67,3.33,97.33,2.86
Jh 9d 2h,QcJs,1.000,73.31,5.12149,116.437,1.59,4.83,98.41,5.13
Jh 9d 2h,Kc2c,1.000,47.20,1.51326,53.432,1.22,2.48,98.78,1.50
Jh 9d 2h,Kc3c,1.000,22.31,0.41186,30.766,0.25,1.48,99.75,0.41
Jh 9d 2h,Kc4c,1.000,22.48,0.41922,31.0799,0.25,1.48,99.75,0.42
Jh 9d 2h,Kc5c,1.000,22.68,0.41651,30.6122,0.25,1.48,99.75,0.41
Jh 9d 2h,Kc6c,1.000,23.10,0.41297,29.8011,0.25,1.46,99.75,0.41
Jh 9d 2h,Kc7c,1.000,24.66,0.43841,29.6276,0.24,1.51,99.76,0.44
Jh 9d 2h,Kc8c,1.000,26.25,0.48158,30.5743,0.29,1.69,99.71,0.48
Jh 9d 2h,Kc9c,1.000,64.05,3.36666,87.607,0.29,2.88,99.71,3.37
Jh 9d 2h,KcTc,1.000,40.76,1.41616,57.9047,2.51,2.44,97.49,1.39
Jh 9d 2h,KcJc,1.000,74.08,5.45409,122.712,1.42,5.09,98.58,5.46
Jh 9d 2h,KcQc,1.000,42.71,1.57871,61.602,1.60,2.25,98.40,1.57
Jh 9d 2h,KcTd,1.000,40.83,1.4449,58.9734,2.88,2.43,97.12,1.42
Jh 9d 2h,KcJd,1.000,74.17,5.49534,123.49,1.26,5.14,98.74,5.50
Jh 9d 2h,KcQd,1.000,42.80,1.60305,62.4231,1.52,2.20,98.48,1.59
Jh 9d 2h,KcTh,1.000,43.58,1.82844,69.9289,1.61,2.26,98.39,1.82
Jh 9d 2h,KcQh,1.000,45.77,2.10001,76.4721,2.31,2.42,97.69,2.09
Jh 9d 2h,KcTs,1.000,40.76,1.41614,57.9042,2.51,2.44,97.49,1.39
Jh 9d 2h,KcJs,1.000,74.08,5.45394,122.708,1.42,5.09,98.58,5.46
Jh 9d 2h,KcQs,1.000,42.71,1.5787,61.6017,1.60,2.25,98.40,1.57
Jh 9d 2h,Ac2c,1.000,47.15,1.43157,50.6067,1.13,2.15,98.87,1.42
Jh 9d 2h,Ac3c,1.000,31.72,0.32554,17.1055,0.23,0.95,99.77,0.32
Jh 9d 2h,Ac4c,1.000,31.89,0.33468,17.4932,0.23,0.98,99.77,0.33
Jh 9d 2h,Ac5c,1.000,32.47,0.34424,17.6713,0.22,0.99,99.78,0.34
Jh 9d 2h,Ac6c,1.000,32.49,0.32361,16.6029,0.19,1.06,99.81,0.32
Jh 9d 2h,Ac7c,1.000,34.83,0.35971,17.2104,0.18,1.08,99.82,0.36
Jh 9d 2h,Ac8c,1.000,37.73,0.43913,19.3985,0.23,1.38,99.77,0.44
Jh 9d 2h,Ac9c,1.000,64.83,3.57658,91.9454,0.49,3.20,99.51,3.58
Jh 9d 2h,AcTc,1.000,43.51,0.70488,26.9994,0.51,1.80,99.49,0.70
Jh 9d 2h,Ac2d,1.000,47.21,1.45504,51.3649,1.22,2.11,98.78,1.45
Jh 9d 2h,Ac3d,1.000,31.78,0.32787,17.1928,0.23,1.04,99.77,0.33
Jh 9d 2h,Ac4d,1.000,31.95,0.33732,17.5951,0.23,1.06,99.77,0.34
Jh 9d 2h,Ac5d,1.000,32.55,0.3496,17.9027,0.23,1.04,99.77,0.35
Jh 9d 2h,Ac6d,1.000,32.53,0.32989,16.9016,0.19,1.13,99.81,0.33
Jh 9d 2h,Ac7d,1.000,34.89,0.36893,17.6245,0.19,1.21,99.81,0.37
Jh 9d 2h,Ac8d,1.000,37.82,0.45597,20.0945,0.23,1.38,99.77,0.45
Jh 9d 2h,AcTd,1.000,43.59,0.70988,27.1438,0.60,1.78,99.40,0.70
Jh 9d 2h,AcJd,1.000,75.29,6.1236,135.548,4.19,5.79,95.81,6.14
Jh 9d 2h,Ac3h,1.000,34.01,0.40558,19.8783,0.30,1.17,99.70,0.40
Jh 9d 2h,Ac4h,1.000,34.22,0.41763,20.3406,0.30,1.18,99.70,0.42
Jh 9d 2h,Ac5h,1.000,34.96,0.43943,20.9511,0.32,1.26,99.68,0.44
Jh 9d 2h,Ac6h,1.000,35.12,0.42306,20.076,0.29,1.32,99.71,0.42
Jh 9d 2h,Ac7h,1.000,37.49,0.478,21.2502,0.28,1.31,99.72,0.48
Jh 9d 2h,Ac8h,1.000,40.40,0.58216,24.0177,0.42,1.43,99.58,0.58
Jh 9d 2h,Ac9h,1.000,67.29,4.09314,101.377,0.88,3.51,99.12,4.10
