Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Jh 4d 2h,6c5c,0.121,27.96,2.48831,148.307,99.05,2.50,0.88,1.79,0.07,0.00
Jh 4d 2h,7c6c,0.995,15.22,0.00044,0.04799,0.13,0.42,0.01,-0.74,99.86,0.00
Jh 4d 2h,8c7c,0.994,15.77,0.00099,0.10453,0.14,0.79,0.01,-0.84,99.84,0.00
Jh 4d 2h,9c8c,0.979,16.12,0.00148,0.1527,0.19,0.83,0.02,-0.66,99.79,0.00
Jh 4d 2h,Tc8c,0.994,14.68,0.00073,0.08279,0.14,0.60,0.02,-0.63,99.85,0.00
Jh 4d 2h,Tc9c,0.980,16.09,0.00146,0.15133,0.19,0.82,0.02,-0.40,99.79,0.00
Jh 4d 2h,Jc8c,0.338,61.68,2.94386,79.5469,47.67,2.59,52.29,3.27,0.04,0.00
Jh 4d 2h,Jc9c,0.450,61.81,3.10636,83.7583,27.07,2.57,72.89,3.31,0.04,0.00
Jh 4d 2h,JcTc,0.241,61.79,2.59314,69.9482,67.10,2.34,32.86,3.10,0.04,0.00
Jh 4d 2h,JcTd,0.300,61.96,3.10168,83.4274,42.84,3.08,57.11,3.12,0.04,0.00
Jh 4d 2h,JcTh,0.314,64.31,3.68088,95.3967,64.67,3.51,35.30,3.99,0.03,0.00
Jh 4d 2h,JcTs,0.247,61.90,2.92268,78.6876,42.44,2.70,57.52,3.09,0.04,0.00
Jh 4d 2h,Qc8c,0.990,14.70,0.00205,0.23279,0.22,0.97,0.02,-0.60,99.76,0.00
Jh 4d 2h,Qc9c,0.825,16.21,0.00501,0.51543,0.48,1.07,0.04,-0.29,99.48,0.00
Jh 4d 2h,QcTc,0.811,16.91,0.00447,0.44098,0.40,1.15,0.05,-0.14,99.55,0.00
Jh 4d 2h,QcJc,0.349,67.07,4.14368,102.976,14.93,3.25,85.04,4.30,0.03,0.00
Jh 4d 2h,QcTd,0.959,16.75,0.00439,0.43702,0.41,1.10,0.06,-0.21,99.53,0.00
Jh 4d 2h,QcJd,0.366,67.36,4.29506,106.278,11.86,3.37,88.11,4.42,0.03,0.00
Jh 4d 2h,QcTh,0.137,19.75,1.47147,124.145,89.24,1.62,9.68,0.23,1.08,0.00
Jh 4d 2h,QcTs,0.977,16.66,0.00347,0.34681,0.33,1.09,0.04,-0.19,99.63,0.00
Jh 4d 2h,QcJs,0.364,67.07,4.15028,103.127,14.26,3.25,85.71,4.30,0.03,0.00
Jh 4d 2h,Kc8c,0.993,15.63,0.0013,0.13813,0.15,0.95,0.02,-0.73,99.83,0.00
Jh 4d 2h,Kc9c,0.988,16.89,0.00168,0.16548,0.18,0.98,0.02,-0.59,99.79,0.00
Jh 4d 2h,KcTc,0.982,17.63,0.00192,0.18113,0.20,1.01,0.03,-0.30,99.77,0.00
Jh 4d 2h,KcJc,0.207,65.99,4.05966,102.536,20.36,4.10,79.61,4.05,0.03,0.00
Jh 4d 2h,KcQc,0.307,25.25,0.06567,4.33488,10.15,0.65,3.58,-0.01,86.27,0.00
Jh 4d 2h,KcTd,0.989,17.71,0.00182,0.17157,0.20,0.99,0.03,-0.36,99.78,0.00
Jh 4d 2h,KcJd,0.216,66.30,4.14971,104.323,12.66,4.20,87.31,4.14,0.03,0.00
Jh 4d 2h,KcQd,0.135,25.73,0.04325,2.80147,6.04,0.73,34.90,0.00,59.06,0.00
Jh 4d 2h,KcTh,0.291,20.49,0.01826,1.48528,1.24,1.48,0.97,0.00,97.79,0.00
Jh 4d 2h,KcQh,0.139,28.93,1.76065,101.437,89.16,1.87,10.65,0.84,0.19,0.00
Jh 4d 2h,KcTs,0.991,17.32,0.0016,0.15375,0.17,0.97,0.03,-0.36,99.80,0.00
Jh 4d 2h,KcJs,0.213,66.11,4.07146,102.645,16.17,4.14,83.80,4.06,0.03,0.00
Jh 4d 2h,KcQs,0.312,25.25,0.06006,3.96452,9.30,0.65,3.53,-0.01,87.17,0.00
Jh 4d 2h,Ac2c,0.150,46.87,0.94598,33.6408,53.36,1.26,46.40,0.59,0.24,0.00
Jh 4d 2h,Ac3c,0.122,36.78,2.43961,110.559,99.38,2.45,0.59,1.55,0.03,0.00
Jh 4d 2h,Ac4c,0.482,47.00,0.53617,19.0122,0.23,1.13,99.52,0.54,0.25,0.00
