Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Jh 4d 2h,6c5c,1.000,28.36,2.29734,135.032,95.73,2.27,4.27,2.87
Jh 4d 2h,7c6c,1.000,15.30,0.3494,38.0658,13.80,-1.63,86.20,0.67
Jh 4d 2h,8c7c,1.000,15.96,-0.29594,-30.9097,42.05,-1.61,57.95,0.66
Jh 4d 2h,9c8c,1.000,16.57,-0.51279,-51.5675,53.45,-1.60,46.55,0.74
Jh 4d 2h,Tc8c,1.000,15.48,0.38062,40.9708,11.41,-1.62,88.59,0.64
Jh 4d 2h,Tc9c,1.000,17.19,-0.71309,-69.1354,70.53,-1.37,29.47,0.85
Jh 4d 2h,Jc8c,1.000,66.86,6.61708,164.959,65.66,7.51,34.34,4.91
Jh 4d 2h,Jc9c,1.000,66.93,6.65731,165.767,61.62,7.75,38.38,4.91
Jh 4d 2h,JcTc,1.000,66.65,7.03802,176.001,95.05,7.15,4.95,4.85
Jh 4d 2h,JcTd,1.000,66.97,6.74719,167.92,91.92,6.91,8.08,4.90
Jh 4d 2h,JcTh,1.000,69.59,7.32003,175.314,91.83,7.49,8.17,5.39
Jh 4d 2h,JcTs,1.000,66.79,6.93903,173.143,94.31,7.06,5.69,4.87
Jh 4d 2h,Qc8c,1.000,15.63,0.44663,47.6162,12.96,-1.31,87.04,0.71
Jh 4d 2h,Qc9c,1.000,17.38,-0.50636,-48.5534,69.11,-1.14,30.89,0.92
Jh 4d 2h,QcTc,1.000,18.56,-0.8495,-76.2774,95.03,-0.94,4.97,0.92
Jh 4d 2h,QcJc,1.000,72.03,7.82606,181.084,67.33,8.85,32.67,5.72
Jh 4d 2h,QcTd,1.000,18.34,-0.41931,-38.0951,71.96,-0.94,28.04,0.93
Jh 4d 2h,QcJd,1.000,72.35,7.67008,176.691,56.94,9.09,43.06,5.80
Jh 4d 2h,QcTh,1.000,21.58,1.12035,86.5457,98.40,1.11,1.60,1.49
Jh 4d 2h,QcTs,1.000,18.27,-0.01475,-1.34553,49.92,-0.93,50.08,0.90
Jh 4d 2h,QcJs,1.000,72.23,7.85646,181.283,67.32,8.88,32.68,5.75
Jh 4d 2h,Kc8c,1.000,16.52,0.64573,65.1445,1.78,-1.61,98.22,0.69
Jh 4d 2h,Kc9c,1.000,18.07,0.24448,22.5435,21.74,-1.62,78.26,0.76
Jh 4d 2h,KcTc,1.000,19.30,-1.1459,-98.9477,92.86,-1.29,7.14,0.79
Jh 4d 2h,KcJc,1.000,72.19,7.45395,172.082,84.66,7.74,15.34,5.87
Jh 4d 2h,KcQc,1.000,25.40,-0.04312,-2.82889,95.30,-0.11,4.70,1.24
Jh 4d 2h,KcTd,1.000,19.13,-0.4935,-43.0043,61.09,-1.31,38.91,0.80
Jh 4d 2h,KcJd,1.000,72.54,7.38077,169.585,79.03,7.76,20.97,5.95
Jh 4d 2h,KcQd,1.000,25.53,-0.59514,-38.8512,97.01,-0.65,2.99,1.34
Jh 4d 2h,KcTh,1.000,22.48,-0.65767,-48.7532,97.92,-0.70,2.08,1.30
Jh 4d 2h,KcQh,1.000,28.98,2.74531,157.885,97.09,2.77,2.91,2.01
Jh 4d 2h,KcTs,1.000,19.03,0.15338,13.4354,29.92,-1.30,70.08,0.77
Jh 4d 2h,KcJs,1.000,72.39,7.35592,169.359,83.38,7.65,16.62,5.89
Jh 4d 2h,KcQs,1.000,25.40,-0.04878,-3.2001,95.20,-0.11,4.80,1.24
Jh 4d 2h,Ac2c,1.000,47.48,2.35591,82.6921,77.13,2.34,22.87,2.43
Jh 4d 2h,Ac3c,1.000,35.37,2.04138,96.1949,97.86,2.03,2.14,2.77
Jh 4d 2h,Ac4c,1.000,47.65,2.30305,80.5501,54.12,2.26,45.88,2.35
Jh 4d 2h,Ac5c,1.000,35.37,2.22483,104.839,95.49,2.20,4.51,2.75
Jh 4d 2h,Ac6c,1.000,24.38,-0.23612,-16.1413,34.91,-1.57,65.09,0.48
Jh 4d 2h,Ac7c,1.000,24.59,0.27648,18.7411,10.25,-1.49,89.75,0.48
Jh 4d 2h,Ac8c,1.000,25.17,-0.21257,-14.0752,35.96,-1.50,64.04,0.51
Jh 4d 2h,Ac9c,1.000,25.82,0.15071,9.72753,18.74,-1.50,81.26,0.53
Jh 4d 2h,AcTc,1.000,29.95,0.25568,14.2285,22.35,-1.17,77.65,0.67
Jh 4d 2h,AcJc,1.000,76.91,9.75245,211.332,92.35,9.98,7.65,7.01
Jh 4d 2h,AcQc,1.000,39.55,0.50488,21.2777,60.96,-0.10,39.04,1.45
Jh 4d 2h,AcKc,1.000,46.97,1.57089,55.7398,58.45,1.25,41.55,2.02
Jh 4d 2h,Ac9d,1.000,25.87,0.03038,1.95735,25.13,-1.48,74.87,0.54
Jh 4d 2h,AcTd,1.000,30.09,0.07726,4.27982,33.04,-1.16,66.96,0.69
Jh 4d 2h,AcJd,1.000,77.10,9.87672,213.508,90.82,10.16,9.18,7.08
Jh 4d 2h,AcQd,1.000,39.71,0.33279,13.9668,66.28,-0.27,33.72,1.52
Jh 4d 2h,AcKd,1.000,47.13,1.21904,43.1083,53.75,0.47,46.25,2.08
Jh 4d 2h,Ac9h,1.000,28.60,-1.0238,-59.6578,89.56,-1.24,10.44,0.80
Jh 4d 2h,AcTh,1.000,33.30,-0.79324,-39.705,94.72,-0.90,5.28,1.15
Jh 4d 2h,AcQh,1.000,42.95,0.96842,37.5766,77.23,0.64,22.77,2.09
Jh 4d 2h,AcKh,1.000,50.33,2.3734,78.5939,73.78,2.24,26.22,2.76
Jh 4d 2h,Ac9s,1.000,25.82,0.15117,9.7575,18.72,-1.50,81.28,0.53
Jh 4d 2h,AcTs,1.000,29.95,0.25379,14.123,22.45,-1.17,77.55,0.67
Jh 4d 2h,AcJs,1.000,76.91,9.75559,211.4,92.36,9.98,7.64,7.01
Jh 4d 2h,AcQs,1.000,39.55,0.50453,21.2626,60.98,-0.10,39.02,1.45
Jh 4d 2h,AcKs,1.000,46.97,1.57017,55.7142,58.50,1.25,41.50,2.02
Jh 4d 2h,2d2c,1.000,90.52,17.7987,327.717,99.72,17.81,0.28,12.91
Jh 4d 2h,3d3c,1.000,42.65,0.509,19.8896,73.94,-0.02,26.06,2.02
Jh 4d 2h,5d5c,1.000,43.13,0.6417,24.7946,69.81,0.03,30.19,2.05
Jh 4d 2h,6d6c,1.000,44.03,0.83707,31.6858,55.89,-0.06,44.11,1.97
Jh 4d 2h,6d5d,1.000,31.38,3.01888,160.33,98.01,3.01,1.99,3.34
Jh 4d 2h,7d7c,1.000,46.55,0.89288,31.9651,60.12,0.08,39.88,2.11
Jh 4d 2h,7d6d,1.000,19.02,-0.61606,-53.9729,75.50,-1.17,24.50,1.09
Jh 4d 2h,8d8c,1.000,50.43,1.03461,34.1957,71.20,0.44,28.80,2.50
Jh 4d 2h,8d7d,1.000,19.69,-0.87742,-74.2574,86.38,-1.19,13.62,1.08
Jh 4d 2h,9d9c,1.000,54.42,1.42712,43.7063,86.39,1.18,13.61,3.00
Jh 4d 2h,9d8d,1.000,20.31,-0.84365,-69.2364,87.18,-1.14,12.82,1.16
Jh 4d 2h,TdTc,1.000,59.10,2.60689,73.5187,55.87,1.89,44.13,3.51
Jh 4d 2h,Td8d,1.000,19.32,-0.29496,-25.444,61.66,-1.16,38.34,1.09
Jh 4d 2h,Td9d,1.000,20.95,-0.26261,-20.8886,74.20,-0.82,25.80,1.34
Jh 4d 2h,JdTc,1.000,66.88,7.0073,174.622,92.31,7.18,7.69,4.91
Jh 4d 2h,JdJc,1.000,94.64,20.5717,362.297,94.60,20.91,5.40,14.64
Jh 4d 2h,Jd8d,1.000,68.54,7.81128,189.935,79.16,8.45,20.84,5.38
Jh 4d 2h,Jd9d,1.000,68.60,7.7766,188.932,75.62,8.55,24.38,5.39
Jh 4d 2h,JdTd,1.000,68.39,7.75861,189.083,96.42,7.85,3.58,5.36
Jh 4d 2h,JdTh,1.000,69.67,7.4643,178.552,89.68,7.70,10.32,5.42
Jh 4d 2h,JdTs,1.000,66.88,7.00743,174.626,92.31,7.18,7.69,4.91
Jh 4d 2h,QdTc,1.000,18.36,-0.64687,-58.7217,80.77,-1.04,19.23,1.02
Jh 4d 2h,QdJc,1.000,72.41,7.20094,165.741,51.33,8.60,48.67,5.73
Jh 4d 2h,QdQc,1.000,78.29,10.7498,228.84,99.57,10.76,0.43,8.80
Jh 4d 2h,Qd8d,1.000,19.62,-0.81245,-69.0302,91.25,-1.01,8.75,1.27
Jh 4d 2h,Qd9d,1.000,21.28,-0.59559,-46.6489,95.66,-0.69,4.34,1.54
Jh 4d 2h,QdTd,1.000,22.41,-0.07598,-5.65085,98.38,-0.10,1.62,1.58
Jh 4d 2h,QdJd,1.000,73.51,8.8129,199.809,84.43,9.30,15.57,6.15
Jh 4d 2h,QdTh,1.000,21.66,-0.4009,-30.8457,98.20,-0.44,1.80,1.61
Jh 4d 2h,QdTs,1.000,18.36,-0.64683,-58.718,80.77,-1.04,19.23,1.02
Jh 4d 2h,QdJs,1.000,72.41,7.20046,165.73,51.33,8.60,48.67,5.73
Jh 4d 2h,KdTc,1.000,19.11,-0.5712,-49.8209,66.46,-1.28,33.54,0.84
