Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Jh 9d 2h,6c5c,0.997,14.38,0.00026,0.03068,0.08,0.47,0.01,-1.23,99.91,0.00
Jh 9d 2h,7c6c,0.998,14.05,0.0003,0.03603,0.07,0.54,0.01,-1.22,99.92,0.00
Jh 9d 2h,8c7c,0.891,24.07,0.00578,0.40025,0.60,1.00,0.08,-0.24,99.32,0.00
Jh 9d 2h,9c8c,0.475,50.76,1.62832,53.4692,96.56,1.65,3.35,0.99,0.09,0.00
Jh 9d 2h,Tc8c,0.477,34.42,2.76312,133.792,65.10,2.99,34.86,2.35,0.04,0.00
Jh 9d 2h,Tc9c,0.782,52.80,1.09957,34.7092,8.27,2.14,91.63,1.01,0.10,0.00
Jh 9d 2h,Jc8c,0.796,54.39,1.51777,46.511,34.42,1.75,65.51,1.40,0.07,0.00
Jh 9d 2h,Jc9c,0.598,79.19,9.66349,203.369,99.21,9.66,0.78,10.69,0.01,0.00
Jh 9d 2h,JcTc,0.642,55.36,1.33224,40.1087,1.82,2.25,98.10,1.32,0.08,0.00
Jh 9d 2h,JcTd,0.764,55.41,1.42236,42.7864,15.69,1.95,84.24,1.33,0.07,0.00
Jh 9d 2h,JcTh,0.711,57.61,1.82696,52.8533,28.45,1.65,71.51,1.90,0.05,0.00
Jh 9d 2h,JcTs,0.757,55.40,1.36004,40.9161,7.57,2.06,92.36,1.30,0.08,0.00
Jh 9d 2h,Qc8c,0.539,22.45,0.0084,0.62341,0.65,1.28,0.25,0.00,99.10,0.00
Jh 9d 2h,Qc9c,0.924,53.43,1.16704,36.4063,1.72,1.87,98.20,1.16,0.09,0.00
Jh 9d 2h,QcTc,0.626,35.66,2.14921,100.447,25.90,2.65,74.05,1.98,0.05,0.00
Jh 9d 2h,QcJc,0.815,59.37,2.12356,59.6088,0.18,2.48,99.78,2.12,0.04,0.00
Jh 9d 2h,QcTd,0.625,35.51,2.11292,99.1791,10.30,2.93,89.65,2.02,0.05,0.00
Jh 9d 2h,QcJd,0.870,59.59,2.1911,61.2875,0.19,2.51,99.77,2.19,0.04,0.00
Jh 9d 2h,QcTh,0.493,37.97,3.28154,144.054,71.01,3.52,28.95,2.71,0.04,0.00
Jh 9d 2h,QcTs,0.563,35.49,2.18769,102.725,19.68,3.05,80.27,1.98,0.05,0.00
Jh 9d 2h,QcJs,0.832,59.39,2.12281,59.5749,0.18,2.49,99.78,2.12,0.04,0.00
Jh 9d 2h,Kc8c,0.997,16.30,0.0004,0.04138,0.08,0.61,0.01,-1.15,99.91,0.00
Jh 9d 2h,Kc9c,0.795,51.55,0.89759,29.0216,0.08,1.83,99.80,0.90,0.12,0.00
Jh 9d 2h,KcTc,0.786,26.19,0.255,16.2281,0.22,1.63,99.29,0.25,0.49,0.00
Jh 9d 2h,KcJc,0.726,58.03,1.83211,52.622,0.32,2.51,99.63,1.83,0.05,0.00
Jh 9d 2h,KcQc,0.630,33.20,0.8079,40.5592,10.86,1.97,88.97,0.67,0.17,0.00
Jh 9d 2h,KcTd,0.419,25.87,0.30859,19.8807,4.76,1.71,94.70,0.24,0.54,0.00
Jh 9d 2h,KcJd,0.770,58.07,1.83452,52.6544,0.12,2.61,99.82,1.83,0.05,0.00
Jh 9d 2h,KcQd,0.666,33.21,0.98119,49.2385,21.17,2.18,78.67,0.66,0.16,0.00
Jh 9d 2h,KcTh,0.652,28.55,1.19194,69.5833,34.29,2.19,65.55,0.67,0.16,0.00
Jh 9d 2h,KcQh,0.512,36.47,2.43686,111.376,64.69,3.03,35.23,1.36,0.08,0.00
Jh 9d 2h,KcTs,0.371,26.00,0.24646,15.7961,1.79,1.75,97.56,0.22,0.65,0.00
Jh 9d 2h,KcJs,0.730,58.08,1.83145,52.5533,0.96,2.52,98.99,1.83,0.05,0.00
Jh 9d 2h,KcQs,0.627,33.20,0.81055,40.6922,11.02,1.97,88.81,0.67,0.17,0.00
Jh 9d 2h,Ac2c,0.851,44.63,0.38073,14.219,0.11,1.11,99.67,0.38,0.22,0.00
Jh 9d 2h,Ac3c,0.995,23.80,0.00033,0.02342,0.09,0.48,0.01,-1.05,99.89,0.00
Jh 9d 2h,Ac4c,0.995,23.80,0.00034,0.02347,0.09,0.48,0.01,-1.05,99.89,0.00
Jh 9d 2h,Ac5c,0.995,23.80,0.00033,0.02299,0.09,0.48,0.01,-1.06,99.89,0.00
Jh 9d 2h,Ac6c,0.998,22.93,0.00018,0.01274,0.07,0.37,0.01,-1.06,99.92,0.00
Jh 9d 2h,Ac7c,0.998,23.85,0.00036,0.02503,0.08,0.56,0.01,-1.05,99.91,0.00
Jh 9d 2h,Ac8c,0.997,25.03,0.00048,0.03183,0.09,0.64,0.01,-0.98,99.90,0.00
Jh 9d 2h,Ac9c,0.980,50.53,0.80043,26.4036,0.08,1.22,99.80,0.80,0.12,0.00
