Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah 8d 2c,6c5c,0.442,19.13,1.74171,151.77,49.93,2.78,44.84,0.79,5.23,0.00
Ah 8d 2c,7c6c,0.496,19.38,1.16849,100.514,25.97,2.56,66.37,0.76,7.66,0.00
Ah 8d 2c,8c7c,0.671,52.87,3.12277,98.4385,27.62,5.25,72.30,2.31,0.08,0.00
Ah 8d 2c,9c8c,0.916,54.69,2.54627,77.5954,0.09,4.68,99.83,2.55,0.08,0.00
Ah 8d 2c,Tc8c,0.763,55.65,2.65624,79.5516,2.26,4.41,97.66,2.62,0.07,0.00
Ah 8d 2c,Tc9c,0.435,23.14,0.77692,55.9544,5.77,2.94,92.76,0.65,1.48,0.00
Ah 8d 2c,Jc8c,0.769,56.64,2.82155,83.0233,0.09,4.94,99.85,2.82,0.07,0.00
Ah 8d 2c,Jc9c,0.533,24.33,0.49772,34.0898,0.57,2.55,90.22,0.54,9.21,0.00
Ah 8d 2c,JcTc,0.517,27.45,0.93631,56.8597,4.17,2.95,95.22,0.85,0.61,0.00
Ah 8d 2c,JcTd,0.737,24.17,0.02804,1.93353,0.35,2.35,3.84,0.52,95.81,0.00
Ah 8d 2c,JcTh,0.715,24.18,0.04344,2.99388,0.35,2.32,6.84,0.52,92.81,0.00
Ah 8d 2c,JcTs,0.726,24.10,0.12567,8.68981,0.32,2.53,27.14,0.43,72.54,0.00
Ah 8d 2c,Qc8c,0.884,57.68,2.89053,83.524,1.24,4.96,98.70,2.87,0.06,0.00
Ah 8d 2c,Qc9c,0.815,27.30,0.0201,1.22698,0.38,2.41,2.02,0.54,97.60,0.00
Ah 8d 2c,QcTc,0.396,30.39,0.82602,45.2963,1.56,2.61,97.59,0.80,0.85,0.00
Ah 8d 2c,QcJc,0.491,32.37,0.82739,42.5959,1.09,2.72,98.19,0.81,0.73,0.00
Ah 8d 2c,QcTd,0.801,27.22,0.00594,0.36365,0.22,2.03,0.33,0.47,99.45,0.00
Ah 8d 2c,QcJd,0.811,29.29,0.00743,0.42269,0.22,2.01,0.56,0.52,99.21,0.00
Ah 8d 2c,QcTh,0.798,27.23,0.00589,0.36044,0.21,2.04,0.32,0.47,99.46,0.00
