Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah 8d 2c,Qd,Ac3h,0.913,64.42,5.06705,65.5425,0.13,3.83,99.87,5.07
Ah 8d 2c,Qd,Ac4h,0.904,64.43,5.06682,65.537,0.13,3.83,99.87,5.07
Ah 8d 2c,Qd,Ac5h,0.845,64.23,5.02307,65.1707,0.13,3.79,99.87,5.02
Ah 8d 2c,Qd,Ac6h,0.883,64.39,5.0756,65.6884,0.13,3.81,99.87,5.08
Ah 8d 2c,Qd,Ac7h,0.792,64.07,5.02776,65.3948,0.12,3.73,99.88,5.03
Ah 8d 2c,Qd,Ac8h,0.415,84.02,13.4424,133.325,0.68,13.17,99.32,13.44
Ah 8d 2c,Qd,Ac9h,0.541,65.40,5.44193,69.3385,0.12,4.13,99.88,5.44
Ah 8d 2c,Qd,AcTh,0.673,68.31,6.16586,75.2201,0.12,4.81,99.88,6.17
Ah 8d 2c,Qd,AcJh,0.668,70.93,7.20205,84.6147,0.13,5.91,99.87,7.20
Ah 8d 2c,Qd,Ac2s,0.658,81.03,11.9855,123.256,0.20,11.12,99.80,11.99
Ah 8d 2c,Qd,Ac3s,0.815,64.58,5.10548,65.8763,0.13,3.87,99.87,5.11
Ah 8d 2c,Qd,Ac4s,0.795,64.60,5.111,65.9325,0.13,3.87,99.87,5.11
Ah 8d 2c,Qd,Ac5s,0.806,64.54,5.07963,65.5886,0.13,3.84,99.87,5.08
Ah 8d 2c,Qd,Ac6s,0.838,64.64,5.12391,66.0524,0.13,3.86,99.87,5.13
Ah 8d 2c,Qd,Ac7s,0.712,64.64,5.14671,66.3535,0.12,3.86,99.88,5.15
Ah 8d 2c,Qd,Ac8s,0.406,84.25,13.639,134.9,0.81,13.44,99.19,13.64
Ah 8d 2c,Qd,Ac9s,0.594,66.51,5.64076,70.6793,0.13,4.40,99.87,5.64
Ah 8d 2c,Qd,AcTs,0.718,68.66,6.2615,75.9991,0.12,4.92,99.88,6.26
Ah 8d 2c,Qd,AcJs,0.711,71.42,7.39548,86.2869,0.14,6.16,99.86,7.40
Ah 8d 2c,Qd,6d6c,0.708,33.28,2.3853,59.7251,0.19,1.47,99.81,2.39
Ah 8d 2c,Qd,6d5d,0.137,23.33,3.30912,118.225,0.37,2.87,99.63,3.31
Ah 8d 2c,Qd,7d7c,0.658,32.60,2.25926,57.7528,0.18,1.29,99.82,2.26
Ah 8d 2c,Qd,7d6d,0.249,24.34,3.30059,112.983,0.38,2.94,99.62,3.30
Ah 8d 2c,Qd,9d9c,0.687,43.58,2.66253,50.9094,0.09,0.81,99.91,2.66
Ah 8d 2c,Qd,TdTc,0.827,46.87,3.11335,55.3496,0.11,1.63,99.89,3.12
Ah 8d 2c,Qd,Td9d,0.375,35.22,5.13483,121.501,0.21,4.36,99.79,5.14
Ah 8d 2c,Qd,JdTc,0.022,36.79,4.3312,98.1168,0.15,3.25,99.85,4.33
Ah 8d 2c,Qd,Jd9d,0.476,40.30,5.3778,111.21,0.20,4.62,99.80,5.38
Ah 8d 2c,Qd,JdTd,0.426,48.69,7.42952,127.149,0.41,6.96,99.59,7.43
Ah 8d 2c,Qd,JdTh,0.064,36.78,4.30603,97.5685,0.15,3.25,99.85,4.31
Ah 8d 2c,Qd,JdTs,0.245,36.87,4.32133,97.679,0.16,3.29,99.84,4.32
Ah 8d 2c,Qd,KdTc,0.002,37.14,3.16946,71.1136,0.18,2.25,99.82,3.17
Ah 8d 2c,Qd,KdJc,0.003,37.26,3.13231,70.0489,0.21,2.44,99.79,3.13
Ah 8d 2c,Qd,KdQc,0.004,57.62,4.47684,64.7413,0.11,2.95,99.89,4.48
Ah 8d 2c,Qd,Kd2d,0.368,48.58,5.47227,93.8656,0.50,5.13,99.50,5.47
Ah 8d 2c,Qd,Kd3d,0.224,41.99,3.98434,79.0651,0.26,3.35,99.74,3.99
Ah 8d 2c,Qd,Kd4d,0.226,42.08,4.00445,79.3027,0.25,3.35,99.75,4.01
Ah 8d 2c,Qd,Kd5d,0.296,42.00,3.97722,78.9195,0.25,3.36,99.75,3.98
Ah 8d 2c,Qd,Kd6d,0.002,41.98,3.93399,78.0929,0.26,3.34,99.74,3.94
Ah 8d 2c,Qd,Kd7d,0.003,41.90,3.85803,76.7382,0.26,3.30,99.74,3.86
Ah 8d 2c,Qd,Kd9d,0.428,43.42,3.83212,73.5523,0.23,3.33,99.77,3.83
Ah 8d 2c,Qd,KdTd,0.854,49.79,6.06252,101.465,0.29,5.51,99.71,6.06
Ah 8d 2c,Qd,KdJd,0.971,49.93,6.20793,103.613,0.27,5.58,99.73,6.21
Ah 8d 2c,Qd,KdTh,0.002,37.13,3.1747,71.2607,0.18,2.25,99.82,3.18
Ah 8d 2c,Qd,KdJh,0.003,37.18,3.18719,71.4402,0.21,2.45,99.79,3.19
Ah 8d 2c,Qd,KdQh,0.004,57.61,4.42867,64.0659,0.11,2.94,99.89,4.43
Ah 8d 2c,Qd,KdTs,0.002,37.26,3.27825,73.316,0.18,2.34,99.82,3.28
Ah 8d 2c,Qd,KdJs,0.003,37.41,3.28074,73.0838,0.20,2.49,99.80,3.28
Ah 8d 2c,Qd,KdQs,0.009,57.76,4.50941,65.0564,0.11,3.02,99.89,4.51
Ah 8d 2c,Qd,Ad3c,0.909,64.62,5.17831,66.7809,0.13,3.98,99.87,5.18
Ah 8d 2c,Qd,Ad4c,0.905,64.62,5.17908,66.7869,0.13,3.98,99.87,5.18
Ah 8d 2c,Qd,Ad5c,0.866,64.43,5.12506,66.2874,0.14,3.94,99.86,5.13
Ah 8d 2c,Qd,Ad6c,0.896,64.59,5.19282,66.9928,0.13,3.96,99.87,5.19
Ah 8d 2c,Qd,Ad7c,0.832,64.30,5.15162,66.7614,0.13,3.88,99.87,5.15
Ah 8d 2c,Qd,Ad8c,0.419,84.46,13.5861,134.049,0.78,13.34,99.22,13.59
Ah 8d 2c,Qd,Ad9c,0.610,65.89,5.59998,70.8237,0.14,4.41,99.86,5.60
Ah 8d 2c,Qd,AdTc,0.680,68.60,6.32842,76.8772,0.12,5.00,99.88,6.33
Ah 8d 2c,Qd,AdJc,0.697,71.44,7.51773,87.6962,0.13,6.20,99.87,7.52
Ah 8d 2c,Qd,Ad2d,0.398,85.75,14.9741,145.525,0.44,14.50,99.56,14.98
Ah 8d 2c,Qd,Ad3d,0.742,72.99,9.27337,105.88,0.30,8.70,99.70,9.28
Ah 8d 2c,Qd,Ad4d,0.736,72.99,9.2755,105.897,0.30,8.70,99.70,9.28
Ah 8d 2c,Qd,Ad5d,0.651,72.84,9.19897,105.244,0.29,8.60,99.71,9.20
Ah 8d 2c,Qd,Ad6d,0.756,73.05,9.29326,106.017,0.31,8.74,99.69,9.29
Ah 8d 2c,Qd,Ad7d,0.516,72.86,9.22799,105.54,0.30,8.68,99.70,9.23
Ah 8d 2c,Qd,Ad9d,0.491,74.06,9.58014,107.799,0.31,9.09,99.69,9.58
Ah 8d 2c,Qd,AdTd,0.693,76.20,10.1162,110.627,0.27,9.46,99.73,10.12
Ah 8d 2c,Qd,Ad2h,0.659,81.40,12.0811,123.68,0.21,11.23,99.79,12.08
Ah 8d 2c,Qd,Ad3h,0.914,64.61,5.17744,66.7745,0.13,3.97,99.87,5.18
Ah 8d 2c,Qd,Ad4h,0.909,64.62,5.17784,66.7771,0.13,3.98,99.87,5.18
Ah 8d 2c,Qd,Ad5h,0.855,64.42,5.12195,66.2567,0.14,3.94,99.86,5.12
Ah 8d 2c,Qd,Ad6h,0.884,64.58,5.18862,66.952,0.13,3.95,99.87,5.19
Ah 8d 2c,Qd,Ad7h,0.806,64.28,5.14223,66.6666,0.13,3.87,99.87,5.14
Ah 8d 2c,Qd,Ad8h,0.352,84.50,13.5852,133.974,0.75,13.32,99.25,13.59
Ah 8d 2c,Qd,Ad9h,0.543,65.66,5.56263,70.6027,0.13,4.35,99.87,5.56
Ah 8d 2c,Qd,AdTh,0.684,68.61,6.32559,76.8283,0.12,4.99,99.88,6.33
Ah 8d 2c,Qd,AdJh,0.674,71.31,7.36896,86.1113,0.13,6.09,99.87,7.37
Ah 8d 2c,Qd,Ad2s,0.706,81.40,12.0893,123.762,0.21,11.23,99.79,12.09
Ah 8d 2c,Qd,Ad3s,0.828,64.77,5.21554,67.1011,0.13,4.01,99.87,5.22
Ah 8d 2c,Qd,Ad4s,0.821,64.79,5.22059,67.151,0.13,4.01,99.87,5.22
Ah 8d 2c,Qd,Ad5s,0.814,64.73,5.18839,66.7958,0.13,3.99,99.87,5.19
Ah 8d 2c,Qd,Ad6s,0.841,64.84,5.23647,67.3025,0.13,4.00,99.87,5.24
Ah 8d 2c,Qd,Ad7s,0.730,64.84,5.25881,67.5855,0.13,4.00,99.87,5.26
Ah 8d 2c,Qd,Ad8s,0.346,84.73,13.78,135.528,0.87,13.59,99.13,13.78
Ah 8d 2c,Qd,Ad9s,0.590,66.75,5.76465,71.9657,0.14,4.61,99.86,5.77
Ah 8d 2c,Qd,AdTs,0.727,68.96,6.41516,77.5262,0.13,5.10,99.87,6.42
Ah 8d 2c,Qd,AdJs,0.708,71.80,7.54254,87.5431,0.14,6.32,99.86,7.54
Ah 8d 2c,Qd,6h6c,0.715,32.96,2.28809,57.8531,0.16,1.25,99.84,2.29
Ah 8d 2c,Qd,6h6d,0.756,33.26,2.38226,59.6831,0.19,1.46,99.81,2.38
Ah 8d 2c,Qd,6h5h,0.182,5.11,2.06342,336.752,0.14,0.79,99.86,2.07
Ah 8d 2c,Qd,7h7c,0.535,32.09,2.07204,53.8077,0.15,0.93,99.85,2.07
Ah 8d 2c,Qd,7h7d,0.625,32.59,2.25925,57.7707,0.18,1.28,99.82,2.26
Ah 8d 2c,Qd,7h6h,0.305,6.16,1.92589,260.372,0.13,0.60,99.87,1.93
Ah 8d 2c,Qd,8h8c,0.020,93.60,23.9382,213.134,37.27,23.94,62.73,23.94
Ah 8d 2c,Qd,8h7h,0.467,40.23,2.65618,55.0157,0.24,2.03,99.76,2.66
Ah 8d 2c,Qd,9h9c,0.608,42.97,2.46014,47.7156,0.07,0.15,99.93,2.46
Ah 8d 2c,Qd,9h9d,0.704,43.32,2.61842,50.366,0.09,0.73,99.91,2.62
Ah 8d 2c,Qd,9h8h,0.887,41.37,2.6132,52.6411,0.14,1.46,99.86,2.61
Ah 8d 2c,Qd,ThTc,0.837,46.51,2.99612,53.6864,0.09,1.24,99.91,3.00
Ah 8d 2c,Qd,ThTd,0.862,46.88,3.11371,55.3443,0.11,1.63,99.89,3.12
Ah 8d 2c,Qd,Th8h,0.703,43.19,2.86655,55.3087,0.19,2.04,99.81,2.87
Ah 8d 2c,Qd,Th9h,0.338,19.52,2.47381,105.626,0.12,1.02,99.88,2.48
Ah 8d 2c,Qd,JhTc,0.078,36.39,3.9365,90.15,0.16,3.00,99.84,3.94
Ah 8d 2c,Qd,JhTd,0.120,36.72,4.12226,93.5517,0.17,3.23,99.83,4.12
Ah 8d 2c,Qd,Jh8h,0.746,44.25,2.96111,55.7634,0.20,2.19,99.80,2.96
Ah 8d 2c,Qd,Jh9h,0.432,25.61,2.5194,81.9826,0.13,1.24,99.87,2.52
Ah 8d 2c,Qd,JhTh,0.409,36.42,3.92569,89.8332,0.16,2.98,99.84,3.93
Ah 8d 2c,Qd,JhTs,0.339,36.48,3.96175,90.5071,0.17,3.04,99.83,3.96
Ah 8d 2c,Qd,QhTc,0.003,54.14,3.7421,57.5964,0.10,1.99,99.90,3.74
Ah 8d 2c,Qd,QhJc,0.003,55.66,3.9936,59.793,0.10,2.31,99.90,4.00
Ah 8d 2c,Qd,QhTd,0.003,54.64,4.00504,61.0862,0.10,2.41,99.90,4.01
Ah 8d 2c,Qd,QhJd,0.004,56.14,4.38649,65.114,0.10,2.77,99.90,4.39
Ah 8d 2c,Qd,Qh8h,0.834,76.84,11.2296,121.784,0.17,10.20,99.83,11.23
Ah 8d 2c,Qd,Qh9h,0.078,51.51,3.33813,54.0031,0.09,1.59,99.91,3.34
Ah 8d 2c,Qd,QhTh,0.384,54.14,3.75132,57.7425,0.10,2.02,99.90,3.75
Ah 8d 2c,Qd,QhJh,0.513,55.48,4.04889,60.8183,0.10,2.32,99.90,4.05
Ah 8d 2c,Qd,QhTs,0.003,54.45,3.81509,58.3856,0.10,2.09,99.90,3.82
Ah 8d 2c,Qd,QhJs,0.008,56.00,4.07749,60.6717,0.10,2.38,99.90,4.08
Ah 8d 2c,Qd,KhTc,0.002,36.40,2.84323,65.0935,0.14,1.64,99.86,2.84
Ah 8d 2c,Qd,KhJc,0.003,36.51,2.80903,64.1068,0.16,1.82,99.84,2.81
Ah 8d 2c,Qd,KhQc,0.004,56.77,4.07542,59.8204,0.09,2.30,99.91,4.08
Ah 8d 2c,Qd,KhTd,0.002,36.74,3.02638,68.6376,0.16,1.99,99.84,3.03
Ah 8d 2c,Qd,KhJd,0.003,36.89,3.21274,72.5809,0.16,2.16,99.84,3.21
Ah 8d 2c,Qd,Kh2h,0.372,33.25,2.53657,63.5668,0.24,1.83,99.76,2.54
Ah 8d 2c,Qd,Kh3h,0.392,26.78,2.17859,67.8023,0.13,0.81,99.87,2.18
Ah 8d 2c,Qd,Kh4h,0.326,26.86,2.17879,67.59,0.13,0.81,99.87,2.18
Ah 8d 2c,Qd,Kh5h,0.361,26.76,2.14733,66.8629,0.13,0.75,99.87,2.15
Ah 8d 2c,Qd,Kh6h,0.009,26.76,2.08623,64.9706,0.13,0.70,99.87,2.09
Ah 8d 2c,Qd,Kh7h,0.006,26.65,2.02338,63.2625,0.12,0.59,99.88,2.03
Ah 8d 2c,Qd,Kh8h,0.632,45.53,2.99748,54.8622,0.15,2.00,99.85,3.00
Ah 8d 2c,Qd,Kh9h,0.529,28.08,2.0183,59.8992,0.09,0.13,99.91,2.02
Ah 8d 2c,Qd,KhTh,0.790,36.38,2.84725,65.2121,0.14,1.64,99.86,2.85
Ah 8d 2c,Qd,KhJh,0.960,36.42,2.86022,65.4372,0.16,1.84,99.84,2.86
Ah 8d 2c,Qd,KhQh,0.976,56.75,4.06182,59.641,0.09,2.29,99.91,4.06
Ah 8d 2c,Qd,KhTs,0.002,36.53,2.95697,67.4541,0.14,1.73,99.86,2.96
Ah 8d 2c,Qd,KhJs,0.003,36.67,2.96287,67.3299,0.15,1.88,99.85,2.96
Ah 8d 2c,Qd,KhQs,0.004,56.92,4.12765,60.4293,0.09,2.37,99.91,4.13
Ah 8d 2c,Qd,6s6c,0.811,33.26,2.34732,58.8124,0.17,1.31,99.83,2.35
Ah 8d 2c,Qd,6s6d,0.826,33.56,2.44478,60.7021,0.19,1.53,99.81,2.45
Ah 8d 2c,Qd,6s6h,0.841,33.24,2.34506,58.7893,0.17,1.31,99.83,2.35
Ah 8d 2c,Qd,6s5s,0.001,5.15,2.22602,359.867,0.15,1.06,99.85,2.23
Ah 8d 2c,Qd,7s7c,0.804,32.74,2.17825,55.4476,0.16,1.10,99.84,2.18
Ah 8d 2c,Qd,7s7d,0.820,33.23,2.37352,59.53,0.19,1.43,99.81,2.38
Ah 8d 2c,Qd,7s7h,0.800,32.73,2.1785,55.4709,0.16,1.09,99.84,2.18
Ah 8d 2c,Qd,7s6s,0.001,6.17,2.12525,287.017,0.14,0.88,99.86,2.13
Ah 8d 2c,Qd,8s8c,0.017,93.68,24.1583,214.9,37.40,24.16,62.60,24.16
Ah 8d 2c,Qd,8s8h,0.018,93.69,24.0789,214.174,36.95,24.08,63.05,24.08
Ah 8d 2c,Qd,8s7s,0.501,40.65,2.71268,55.6153,0.26,2.13,99.74,2.71
Ah 8d 2c,Qd,9s9c,0.711,44.08,2.65778,50.247,0.08,0.59,99.92,2.66
Ah 8d 2c,Qd,9s9d,0.749,44.42,2.81589,52.821,0.10,1.14,99.90,2.82
Ah 8d 2c,Qd,9s9h,0.713,43.83,2.61564,49.7334,0.08,0.50,99.92,2.62
Ah 8d 2c,Qd,9s8s,0.954,42.23,2.76109,54.4808,0.16,1.79,99.84,2.76
Ah 8d 2c,Qd,TsTc,0.766,46.71,3.03265,54.1097,0.10,1.33,99.90,3.03
Ah 8d 2c,Qd,TsTd,0.812,47.08,3.14854,55.7345,0.11,1.72,99.89,3.15
Ah 8d 2c,Qd,TsTh,0.815,46.72,3.03307,54.1059,0.10,1.34,99.90,3.03
Ah 8d 2c,Qd,Ts8s,0.845,43.17,2.85116,55.0362,0.20,2.06,99.80,2.85
Ah 8d 2c,Qd,Ts9s,0.541,19.94,2.79267,116.7,0.13,1.49,99.87,2.79
Ah 8d 2c,Qd,JsTc,0.168,36.52,4.02053,91.7545,0.16,3.06,99.84,4.02
Ah 8d 2c,Qd,JsTd,0.192,36.84,4.18193,94.5975,0.17,3.27,99.83,4.18
Ah 8d 2c,Qd,JsTh,0.256,36.51,4.02675,91.9186,0.16,3.05,99.84,4.03
Ah 8d 2c,Qd,Js8s,0.843,44.53,2.92962,54.8202,0.21,2.18,99.79,2.93
Ah 8d 2c,Qd,Js9s,0.090,26.56,2.88867,90.625,0.14,1.71,99.86,2.89
Ah 8d 2c,Qd,JsTs,0.340,36.59,4.04338,92.0812,0.17,3.09,99.83,4.04
Ah 8d 2c,Qd,QsTc,0.003,54.13,3.7862,58.2874,0.10,2.07,99.90,3.79
Ah 8d 2c,Qd,QsJc,0.016,55.77,4.04274,60.4119,0.10,2.36,99.90,4.04
Ah 8d 2c,Qd,QsTd,0.003,54.62,4.06429,62.0101,0.11,2.50,99.89,4.07
Ah 8d 2c,Qd,QsJd,0.019,56.24,4.44766,65.9045,0.11,2.85,99.89,4.45
Ah 8d 2c,Qd,QsTh,0.003,54.14,3.79065,58.3463,0.10,2.08,99.90,3.79
Ah 8d 2c,Qd,QsJh,0.100,55.61,4.09209,61.3235,0.10,2.37,99.90,4.09
Ah 8d 2c,Qd,Qs8s,0.923,77.19,11.3986,123.061,0.16,10.32,99.84,11.40
Ah 8d 2c,Qd,Qs9s,0.000,52.64,3.58662,56.7826,0.10,2.02,99.90,3.59
Ah 8d 2c,Qd,QsTs,0.144,54.44,3.85714,59.0412,0.10,2.16,99.90,3.86
Ah 8d 2c,Qd,QsJs,0.533,56.11,4.13168,61.3576,0.10,2.43,99.90,4.13
Ah 8d 2c,Qd,KsTc,0.003,37.64,3.12055,69.0951,0.15,2.04,99.85,3.12
Ah 8d 2c,Qd,KsJc,0.004,37.76,3.08422,68.0579,0.18,2.22,99.82,3.09
Ah 8d 2c,Qd,KsQc,0.011,58.31,4.32404,61.7932,0.10,2.65,99.90,4.33
Ah 8d 2c,Qd,KsTd,0.003,37.97,3.29719,72.3725,0.18,2.37,99.82,3.30
Ah 8d 2c,Qd,KsJd,0.129,38.12,3.47318,75.9237,0.18,2.55,99.82,3.47
Ah 8d 2c,Qd,KsTh,0.003,37.62,3.12627,69.249,0.15,2.05,99.85,3.13
Ah 8d 2c,Qd,KsJh,0.048,37.68,3.139,69.4146,0.17,2.24,99.83,3.14
Ah 8d 2c,Qd,KsQh,0.007,58.29,4.31081,61.6235,0.10,2.64,99.90,4.31
Ah 8d 2c,Qd,Ks2s,0.640,34.65,2.79572,67.2335,0.27,2.16,99.73,2.80
Ah 8d 2c,Qd,Ks3s,0.000,26.98,2.43625,75.2368,0.15,1.24,99.85,2.44
Ah 8d 2c,Qd,Ks4s,0.001,27.07,2.43606,75.0056,0.15,1.24,99.85,2.44
Ah 8d 2c,Qd,Ks5s,0.000,27.10,2.45232,75.3973,0.15,1.29,99.85,2.45
Ah 8d 2c,Qd,Ks6s,0.000,27.36,2.39369,72.9024,0.15,1.22,99.85,2.40
Ah 8d 2c,Qd,Ks7s,0.000,27.58,2.34187,70.7713,0.14,1.14,99.86,2.34
Ah 8d 2c,Qd,Ks8s,0.801,47.45,3.14406,55.2167,0.18,2.31,99.82,3.15
Ah 8d 2c,Qd,Ks9s,0.004,30.33,2.53646,69.6804,0.11,1.00,99.89,2.54
Ah 8d 2c,Qd,KsTs,0.166,37.75,3.22688,71.2382,0.15,2.13,99.85,3.23
Ah 8d 2c,Qd,KsJs,0.577,37.90,3.22932,71.0065,0.17,2.27,99.83,3.23
Ah 8d 2c,Qd,KsQs,0.459,58.44,4.35859,62.1509,0.10,2.72,99.90,4.36
Ah 8d 2c,Qd,As3c,0.899,64.44,5.06956,65.5582,0.13,3.84,99.87,5.07
Ah 8d 2c,Qd,As4c,0.893,64.44,5.07039,65.565,0.13,3.84,99.87,5.07
Ah 8d 2c,Qd,As5c,0.856,64.25,5.02569,65.1839,0.13,3.79,99.87,5.03
Ah 8d 2c,Qd,As6c,0.883,64.41,5.08097,65.7346,0.13,3.82,99.87,5.08
Ah 8d 2c,Qd,As7c,0.781,64.10,5.03771,65.4882,0.12,3.74,99.88,5.04
Ah 8d 2c,Qd,As8c,0.418,84.05,13.4972,133.817,0.72,13.23,99.28,13.50
Ah 8d 2c,Qd,As9c,0.587,65.62,5.47727,69.5549,0.13,4.19,99.87,5.48
Ah 8d 2c,Qd,AsTc,0.674,68.28,6.16114,75.1957,0.12,4.81,99.88,6.16
Ah 8d 2c,Qd,AsJc,0.698,71.06,7.3611,86.3298,0.13,6.02,99.87,7.36
Ah 8d 2c,Qd,As2d,0.601,81.12,11.9823,123.096,0.21,11.14,99.79,11.98
Ah 8d 2c,Qd,As3d,0.902,64.75,5.21046,67.0543,0.13,3.93,99.87,5.21
Ah 8d 2c,Qd,As4d,0.899,64.76,5.21277,67.0773,0.13,3.94,99.87,5.21
Ah 8d 2c,Qd,As5d,0.862,64.71,5.21734,67.1888,0.13,3.98,99.87,5.22
Ah 8d 2c,Qd,As6d,0.885,65.01,5.31754,68.1656,0.12,3.94,99.88,5.32
Ah 8d 2c,Qd,As7d,0.813,65.05,5.38445,68.9756,0.12,3.94,99.88,5.39
Ah 8d 2c,Qd,As9d,0.590,66.41,5.72983,71.8949,0.11,4.30,99.89,5.73
Ah 8d 2c,Qd,AsTd,0.698,68.96,6.36693,76.9394,0.12,5.00,99.88,6.37
Ah 8d 2c,Qd,AsJd,0.728,71.76,7.30915,84.8846,0.15,6.20,99.85,7.31
Ah 8d 2c,Qd,As2h,0.593,81.08,12.0071,123.402,0.20,11.14,99.80,12.01
Ah 8d 2c,Qd,As3h,0.904,64.44,5.06877,65.5529,0.13,3.84,99.87,5.07
Ah 8d 2c,Qd,As4h,0.896,64.44,5.06876,65.5504,0.13,3.84,99.87,5.07
Ah 8d 2c,Qd,As5h,0.844,64.24,5.02455,65.1786,0.13,3.79,99.87,5.03
Ah 8d 2c,Qd,As6h,0.866,64.40,5.07646,65.6897,0.13,3.81,99.87,5.08
Ah 8d 2c,Qd,As7h,0.709,64.08,5.02741,65.3812,0.12,3.73,99.88,5.03
Ah 8d 2c,Qd,As8h,0.344,84.10,13.4882,133.66,0.70,13.21,99.30,13.49
Ah 8d 2c,Qd,As9h,0.523,65.39,5.43909,69.3199,0.12,4.12,99.88,5.44
Ah 8d 2c,Qd,AsTh,0.676,68.29,6.16007,75.1675,0.12,4.80,99.88,6.16
Ah 8d 2c,Qd,AsJh,0.680,70.93,7.20205,84.6163,0.13,5.91,99.87,7.20
Ah 8d 2c,Qd,As2s,0.651,81.09,12.0148,123.479,0.20,11.15,99.80,12.02
Ah 8d 2c,Qd,As3s,0.775,64.60,5.10744,65.8898,0.13,3.87,99.87,5.11
Ah 8d 2c,Qd,As4s,0.759,64.61,5.11295,65.9459,0.13,3.88,99.87,5.11
Ah 8d 2c,Qd,As5s,0.766,64.55,5.08244,65.6137,0.13,3.85,99.87,5.08
Ah 8d 2c,Qd,As6s,0.803,64.65,5.1248,66.0546,0.13,3.87,99.87,5.13
Ah 8d 2c,Qd,As7s,0.638,64.64,5.14667,66.3455,0.13,3.87,99.87,5.15
Ah 8d 2c,Qd,As8s,0.334,84.33,13.6813,135.199,0.83,13.48,99.17,13.68
Ah 8d 2c,Qd,As9s,0.555,66.49,5.63898,70.6753,0.13,4.40,99.87,5.64
Ah 8d 2c,Qd,AsTs,0.707,68.64,6.25517,75.9407,0.12,4.91,99.88,6.26
Ah 8d 2c,Kd,6c5c,0.198,5.79,2.97123,427.609,0.12,1.44,99.88,2.97
Ah 8d 2c,Kd,7c6c,0.329,6.79,2.81935,345.88,0.12,1.28,99.88,2.82
Ah 8d 2c,Kd,8c7c,0.485,44.73,3.43022,63.9005,0.20,2.56,99.80,3.43
Ah 8d 2c,Kd,9c8c,0.914,45.28,3.27977,60.3601,0.15,2.18,99.85,3.28
Ah 8d 2c,Kd,Tc8c,0.745,46.79,3.5322,62.9023,0.14,2.32,99.86,3.53
Ah 8d 2c,Kd,Tc9c,0.404,12.79,2.47389,161.174,0.10,0.63,99.90,2.48
Ah 8d 2c,Kd,Jc8c,0.768,47.97,3.60044,62.5436,0.15,2.42,99.85,3.60
Ah 8d 2c,Kd,Jc9c,0.481,18.96,2.54893,112.023,0.10,0.75,99.90,2.55
Ah 8d 2c,Kd,JcTc,0.492,29.29,3.12471,88.8864,0.12,1.72,99.88,3.13
Ah 8d 2c,Kd,JcTd,0.028,29.60,3.43301,96.6558,0.15,2.24,99.85,3.43
Ah 8d 2c,Kd,JcTh,0.049,29.23,3.11427,88.8009,0.12,1.69,99.88,3.12
Ah 8d 2c,Kd,JcTs,0.197,29.34,3.20762,91.1016,0.13,1.82,99.87,3.21
Ah 8d 2c,Kd,Qc8c,0.872,49.81,3.70767,62.026,0.16,2.69,99.84,3.71
Ah 8d 2c,Kd,Qc9c,0.016,27.77,2.70159,81.06,0.11,1.02,99.89,2.70
Ah 8d 2c,Kd,QcTc,0.387,36.78,3.27528,74.2101,0.13,1.97,99.87,3.28
Ah 8d 2c,Kd,QcJc,0.482,39.09,3.37124,71.8748,0.13,2.09,99.87,3.37
Ah 8d 2c,Kd,QcTd,0.003,37.19,3.58961,80.44,0.16,2.50,99.84,3.59
Ah 8d 2c,Kd,QcJd,0.005,39.53,3.70939,78.1991,0.15,2.58,99.85,3.71
Ah 8d 2c,Kd,QcTh,0.003,36.71,3.25558,73.8973,0.13,1.94,99.87,3.26
Ah 8d 2c,Kd,QcJh,0.003,38.91,3.38029,72.3948,0.13,2.04,99.87,3.38
Ah 8d 2c,Kd,QcTs,0.003,37.01,3.34974,75.4231,0.13,2.06,99.87,3.35
Ah 8d 2c,Kd,QcJs,0.013,39.34,3.451,73.0993,0.13,2.16,99.87,3.45
Ah 8d 2c,Kd,Kc3c,0.257,58.23,4.495,64.3294,0.09,2.58,99.91,4.50
Ah 8d 2c,Kd,Kc4c,0.240,58.24,4.4937,64.3035,0.09,2.58,99.91,4.50
Ah 8d 2c,Kd,Kc5c,0.350,58.02,4.49854,64.6135,0.09,2.52,99.91,4.50
Ah 8d 2c,Kd,Kc6c,0.002,58.04,4.45571,63.9708,0.09,2.50,99.91,4.46
Ah 8d 2c,Kd,Kc7c,0.002,57.77,4.37942,63.1725,0.08,2.40,99.92,4.38
Ah 8d 2c,Kd,Kc8c,0.747,79.17,11.4548,120.569,0.15,10.22,99.85,11.46
Ah 8d 2c,Kd,Kc9c,0.350,57.33,4.17379,60.6701,0.08,2.12,99.92,4.18
Ah 8d 2c,Kd,KcTc,0.783,58.39,4.35429,62.1414,0.08,2.19,99.92,4.36
Ah 8d 2c,Kd,KcJc,0.962,58.59,4.42818,62.9835,0.08,2.32,99.92,4.43
Ah 8d 2c,Kd,KcQc,0.976,59.28,4.47133,62.8547,0.09,2.58,99.91,4.47
Ah 8d 2c,Kd,KcTd,0.002,58.98,4.68867,66.242,0.09,2.76,99.91,4.69
Ah 8d 2c,Kd,KcJd,0.003,59.17,4.81379,67.7944,0.09,2.90,99.91,4.82
Ah 8d 2c,Kd,KcQd,0.005,59.82,4.79042,66.7283,0.09,3.03,99.91,4.79
