Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 29%,BET 29 EV,BET 13%,BET 13 EV,CHECK%,CHECK EV
Ah 8d 2c,Qc,JhTc,0.002,24.63,6.5624,111.038,0.89,5.93,98.57,6.57,0.54,5.90
Ah 8d 2c,Qc,JhTd,0.003,24.12,5.18494,89.5618,0.44,4.57,98.08,5.19,1.48,5.00
Ah 8d 2c,Qc,Jh8h,0.001,23.33,1.43287,25.59,0.62,0.72,1.44,1.15,97.94,1.44
Ah 8d 2c,Qc,Jh9h,0.020,14.98,1.92871,53.6473,0.15,0.52,2.28,1.57,97.56,1.94
Ah 8d 2c,Qc,JhTh,0.033,24.38,5.08079,86.8171,0.54,4.32,92.95,5.09,6.51,5.07
Ah 8d 2c,Qc,JhTs,0.002,25.05,5.70037,94.8169,0.26,4.70,98.84,5.71,0.90,5.12
Ah 8d 2c,Qc,QhTc,0.002,33.60,4.2448,52.6397,1.34,3.82,97.48,4.26,1.18,3.66
Ah 8d 2c,Qc,QhJc,0.002,34.17,4.07297,49.6608,0.64,3.96,97.22,4.08,2.14,3.64
Ah 8d 2c,Qc,QhTd,0.002,33.04,3.23728,40.82,0.48,2.91,32.52,3.23,67.00,3.25
Ah 8d 2c,Qc,QhJd,0.002,33.68,3.35059,41.452,0.23,2.80,10.34,3.24,89.43,3.37
Ah 8d 2c,Qc,Qh8h,0.012,64.61,14.8077,95.4951,0.04,9.40,2.24,14.47,97.72,14.82
Ah 8d 2c,Qc,Qh9h,0.003,32.55,3.46138,44.3058,0.16,2.73,93.17,3.48,6.67,3.20
Ah 8d 2c,Qc,QhTh,0.038,32.94,3.14747,39.8163,0.60,2.84,38.54,3.17,60.86,3.14
Ah 8d 2c,Qc,QhJh,0.004,33.53,3.34651,41.5813,0.35,2.81,14.75,3.30,84.89,3.36
Ah 8d 2c,Qc,QhTs,0.002,34.29,3.86884,47.0079,0.36,3.17,97.92,3.88,1.72,3.33
Ah 8d 2c,Qc,QhJs,0.002,34.55,3.80586,45.8965,0.24,3.02,95.06,3.82,4.69,3.50
Ah 8d 2c,Qc,KhTc,0.001,17.61,3.69726,87.4589,0.21,2.55,99.27,3.70,0.53,2.69
Ah 8d 2c,Qc,KhJc,0.001,18.00,3.62751,83.9819,0.14,2.67,99.42,3.63,0.44,2.27
Ah 8d 2c,Qc,KhTd,0.001,17.07,2.28822,55.8646,0.13,1.12,96.25,2.30,3.62,2.01
Ah 8d 2c,Qc,KhJd,0.001,17.69,2.24055,52.783,0.13,0.98,96.71,2.25,3.15,1.98
Ah 8d 2c,Qc,KhQd,0.002,34.40,3.27187,39.6304,0.41,2.80,65.86,3.30,33.73,3.22
Ah 8d 2c,Qc,Kh2h,0.145,14.55,1.22763,35.1457,0.51,0.19,25.30,1.24,74.19,1.23
Ah 8d 2c,Qc,Kh3h,0.002,8.53,0.1563,7.63396,0.11,-2.39,0.12,-1.33,99.77,0.16
Ah 8d 2c,Qc,Kh4h,0.020,8.57,0.15501,7.53208,0.11,-2.40,0.12,-1.34,99.77,0.16
Ah 8d 2c,Qc,Kh5h,0.001,8.44,0.15595,7.69646,0.12,-2.40,0.12,-1.34,99.77,0.16
Ah 8d 2c,Qc,Kh6h,0.002,8.25,0.14104,7.12311,0.11,-2.62,0.11,-1.46,99.78,0.15
Ah 8d 2c,Qc,Kh7h,0.002,7.88,0.14963,7.91057,0.11,-2.75,0.10,-1.48,99.80,0.15
Ah 8d 2c,Qc,Kh8h,0.053,26.72,1.68085,26.2121,1.92,1.33,83.39,1.69,14.69,1.66
Ah 8d 2c,Qc,Kh9h,0.003,8.66,0.20369,9.8024,0.09,-3.42,0.08,-1.96,99.83,0.21
Ah 8d 2c,Qc,KhTh,0.001,17.03,2.2236,54.3914,0.18,1.06,94.74,2.24,5.09,2.00
Ah 8d 2c,Qc,KhJh,0.001,17.66,2.09023,49.308,0.18,0.79,94.24,2.10,5.57,1.95
Ah 8d 2c,Qc,KhQh,0.001,34.23,3.22176,39.2148,0.50,2.72,71.09,3.26,28.41,3.15
Ah 8d 2c,Qc,KhTs,0.001,18.44,2.89113,65.3127,0.06,1.30,98.50,2.90,1.44,2.14
Ah 8d 2c,Qc,KhJs,0.001,18.33,2.82892,64.2904,0.05,1.11,98.61,2.84,1.34,2.02
Ah 8d 2c,Qc,KhQs,0.002,34.65,3.7496,45.0917,0.10,3.03,91.51,3.79,8.38,3.34
Ah 8d 2c,Qc,6s6c,0.002,12.05,1.28471,44.4149,0.32,0.37,89.54,1.30,10.14,1.15
Ah 8d 2c,Qc,6s6d,0.002,11.51,0.94297,34.1256,0.25,-0.33,0.32,0.63,99.43,0.95
Ah 8d 2c,Qc,6s6h,0.002,11.69,0.95555,34.0526,0.24,-0.43,0.30,0.61,99.47,0.96
Ah 8d 2c,Qc,6s5s,0.003,1.70,0.04897,12.0335,0.19,-1.77,0.14,-1.10,99.67,0.05
Ah 8d 2c,Qc,7s7c,0.001,12.20,1.13253,38.6665,0.68,0.38,0.65,1.10,98.67,1.14
Ah 8d 2c,Qc,7s7d,0.001,11.39,0.95972,35.0982,0.19,-0.64,0.20,0.25,99.62,0.96
Ah 8d 2c,Qc,7s7h,0.001,11.52,0.95624,34.5752,0.19,-0.72,0.20,0.36,99.62,0.96
Ah 8d 2c,Qc,7s6s,0.003,2.20,0.03528,6.68229,0.18,-1.77,0.15,-1.00,99.67,0.04
Ah 8d 2c,Qc,8s8c,0.319,93.69,37.9289,168.673,1.50,37.55,90.00,37.94,8.50,37.91
Ah 8d 2c,Qc,8s8h,0.295,92.48,37.9708,171.084,1.74,37.66,89.31,37.98,8.96,37.97
Ah 8d 2c,Qc,8s7s,0.165,19.87,1.54289,32.346,1.10,0.98,90.21,1.55,8.70,1.53
Ah 8d 2c,Qc,9s9c,0.000,29.04,3.3856,48.582,0.13,3.25,98.17,3.40,1.70,2.81
Ah 8d 2c,Qc,9s9d,0.000,28.13,2.6086,38.6328,0.06,1.33,0.89,2.00,99.05,2.61
Ah 8d 2c,Qc,9s9h,0.000,28.13,2.58721,38.3179,0.08,1.37,0.92,2.03,98.99,2.59
Ah 8d 2c,Qc,9s8s,0.001,21.03,1.50375,29.7902,0.70,0.83,84.21,1.51,15.09,1.47
Ah 8d 2c,Qc,TsTc,0.000,30.39,4.13916,56.755,0.28,3.47,98.61,4.15,1.12,3.36
Ah 8d 2c,Qc,TsTd,0.001,29.83,2.76985,38.6866,0.10,2.00,2.59,2.49,97.31,2.78
Ah 8d 2c,Qc,TsTh,0.001,29.72,2.68642,37.6566,0.12,1.95,2.04,2.42,97.84,2.69
Ah 8d 2c,Qc,Ts8s,0.002,22.76,1.66963,30.5713,0.94,1.11,82.20,1.68,16.85,1.64
Ah 8d 2c,Qc,Ts9s,0.001,14.99,2.80075,77.8572,0.09,1.48,98.82,2.81,1.09,2.03
Ah 8d 2c,Qc,JsTc,0.002,24.84,7.17447,120.349,0.53,6.22,99.11,7.18,0.36,5.99
Ah 8d 2c,Qc,JsTd,0.002,24.35,5.81827,99.561,0.22,4.81,99.02,5.83,0.76,5.06
Ah 8d 2c,Qc,JsTh,0.002,24.33,5.76082,98.6388,0.26,4.77,98.81,5.77,0.93,5.15
Ah 8d 2c,Qc,Js8s,0.001,24.53,1.84119,31.278,0.82,1.12,53.78,1.87,45.40,1.82
Ah 8d 2c,Qc,Js9s,0.002,16.36,2.90636,74.018,0.07,1.40,98.90,2.92,1.03,2.10
Ah 8d 2c,Qc,JsTs,0.002,25.25,6.36609,105.065,0.18,5.04,99.16,6.37,0.66,5.41
Ah 8d 2c,Qc,QsTc,0.002,33.34,4.74936,59.3557,0.49,3.97,98.84,4.76,0.67,3.72
Ah 8d 2c,Qc,QsJc,0.002,34.25,4.57128,55.6115,0.37,4.07,98.51,4.58,1.12,3.77
Ah 8d 2c,Qc,QsTd,0.002,32.79,3.82987,48.663,0.07,3.17,96.02,3.85,3.91,3.27
Ah 8d 2c,Qc,QsJd,0.002,33.76,3.7789,46.6342,0.18,3.06,86.88,3.82,12.94,3.49
Ah 8d 2c,Qc,QsTh,0.002,32.69,3.77624,48.1385,0.06,3.10,96.02,3.80,3.91,3.17
Ah 8d 2c,Qc,QsJh,0.002,33.46,3.63319,45.238,0.20,2.86,80.51,3.69,19.28,3.39
Ah 8d 2c,Qc,Qs8s,0.003,65.58,15.6852,99.6634,0.08,9.78,0.07,14.78,99.85,15.69
Ah 8d 2c,Qc,Qs9s,0.002,33.85,4.50438,55.4478,0.02,3.54,99.02,4.52,0.97,3.38
Ah 8d 2c,Qc,QsTs,0.002,34.03,4.44431,54.4172,0.02,3.48,98.89,4.46,1.09,3.35
Ah 8d 2c,Qc,QsJs,0.002,34.62,4.34288,52.2663,0.04,3.33,97.77,4.36,2.20,3.62
Ah 8d 2c,Qc,KsTc,0.002,17.67,3.73572,88.1111,0.20,2.61,99.37,3.74,0.43,2.55
Ah 8d 2c,Qc,KsJc,0.002,18.05,3.65373,84.3534,0.15,2.72,99.46,3.66,0.40,2.09
Ah 8d 2c,Qc,KsTd,0.002,17.12,2.32322,56.5426,0.12,1.17,97.19,2.33,2.69,2.00
Ah 8d 2c,Qc,KsJd,0.002,17.74,2.27346,53.4027,0.12,1.03,97.48,2.28,2.40,1.98
Ah 8d 2c,Qc,KsQd,0.002,35.32,3.47007,40.9346,0.39,2.88,68.89,3.50,30.72,3.42
Ah 8d 2c,Qc,KsTh,0.002,17.09,2.25907,55.0859,0.16,1.11,96.17,2.27,3.67,2.00
Ah 8d 2c,Qc,KsJh,0.002,17.72,2.12448,49.969,0.17,0.84,96.03,2.13,3.80,1.95
Ah 8d 2c,Qc,KsQh,0.002,35.16,3.41624,40.4883,0.36,2.82,70.60,3.45,29.04,3.34
Ah 8d 2c,Qc,Ks2s,0.054,14.59,1.27656,36.4534,0.60,0.39,45.72,1.28,53.68,1.28
Ah 8d 2c,Qc,Ks3s,0.002,8.52,0.13201,6.45942,0.13,-2.27,0.13,-1.24,99.74,0.14
Ah 8d 2c,Qc,Ks4s,0.002,8.56,0.13232,6.44093,0.12,-2.28,0.13,-1.25,99.74,0.14
Ah 8d 2c,Qc,Ks5s,0.002,8.73,0.12734,6.07448,0.12,-2.48,0.12,-1.43,99.76,0.13
Ah 8d 2c,Qc,Ks6s,0.002,8.73,0.13385,6.39115,0.13,-2.34,0.13,-1.21,99.75,0.14
Ah 8d 2c,Qc,Ks7s,0.002,8.87,0.13419,6.30448,0.12,-2.45,0.11,-1.33,99.76,0.14
Ah 8d 2c,Qc,Ks8s,0.041,28.29,2.11202,31.1115,1.87,1.74,50.25,2.12,47.88,2.12
Ah 8d 2c,Qc,Ks9s,0.002,10.20,0.23186,9.46906,0.11,-2.80,0.10,-1.31,99.79,0.24
Ah 8d 2c,Qc,KsTs,0.002,18.49,2.92363,65.8771,0.06,1.35,98.72,2.93,1.22,2.13
Ah 8d 2c,Qc,KsJs,0.002,18.38,2.85973,64.8199,0.05,1.16,98.81,2.87,1.14,2.02
Ah 8d 2c,Qc,KsQs,0.002,35.56,3.92379,45.9784,0.11,3.10,91.45,3.96,8.44,3.53
Ah 8d 2c,Qc,As3c,0.002,41.32,4.45331,44.911,1.37,4.06,69.20,4.47,29.43,4.43
Ah 8d 2c,Qc,As4c,0.002,41.42,4.49077,45.1763,1.52,4.10,68.12,4.51,30.37,4.47
Ah 8d 2c,Qc,As5c,0.001,41.61,4.55986,45.6591,1.13,4.14,12.02,4.55,86.85,4.57
Ah 8d 2c,Qc,As6c,0.001,41.48,4.56423,45.8492,0.31,4.00,26.91,4.63,72.78,4.54
Ah 8d 2c,Qc,As7c,0.001,41.60,4.61798,46.2523,0.19,4.06,22.47,4.70,77.34,4.60
Ah 8d 2c,Qc,As8c,0.104,75.46,18.4331,101.786,0.43,17.43,52.76,18.44,46.82,18.44
Ah 8d 2c,Qc,As9c,0.002,44.12,5.86826,55.4145,0.02,5.10,92.80,5.89,7.18,5.54
Ah 8d 2c,Qc,AsTc,0.002,47.88,6.99634,60.8788,0.08,5.23,67.90,7.03,32.02,6.93
Ah 8d 2c,Qc,AsJc,0.003,53.40,8.62381,67.2929,0.08,5.48,0.52,8.25,99.41,8.63
Ah 8d 2c,Qc,As2d,0.014,69.40,15.5587,93.4131,0.19,13.28,52.04,15.57,47.77,15.56
Ah 8d 2c,Qc,As3d,0.002,41.18,4.33235,43.8368,0.38,3.83,46.96,4.34,52.66,4.33
Ah 8d 2c,Qc,As4d,0.002,41.15,4.3221,43.7651,0.37,3.82,49.61,4.33,50.03,4.31
Ah 8d 2c,Qc,As5d,0.001,41.19,4.337,43.8701,0.35,3.84,41.77,4.34,57.88,4.33
Ah 8d 2c,Qc,As6d,0.001,41.23,4.36233,44.0864,0.25,3.81,12.41,4.32,87.33,4.37
Ah 8d 2c,Qc,As7d,0.001,41.11,4.40819,44.6761,0.15,3.72,4.26,4.26,95.59,4.42
Ah 8d 2c,Qc,As9d,0.002,43.02,4.97806,48.2194,0.07,4.28,77.52,5.00,22.41,4.91
Ah 8d 2c,Qc,AsTd,0.002,47.11,6.20123,54.8527,0.09,4.36,65.53,6.22,34.38,6.16
Ah 8d 2c,Qc,AsJd,0.003,52.44,8.25585,65.5992,0.07,4.85,0.48,7.64,99.46,8.26
Ah 8d 2c,Qc,As2h,0.024,69.41,15.563,93.4202,0.20,13.28,35.86,15.57,63.94,15.57
Ah 8d 2c,Qc,As3h,0.002,41.25,4.40014,44.4418,0.36,3.86,27.57,4.37,72.07,4.41
Ah 8d 2c,Qc,As4h,0.002,41.24,4.37627,44.2177,0.39,3.86,29.90,4.37,69.71,4.38
Ah 8d 2c,Qc,As5h,0.001,41.28,4.39312,44.3406,0.34,3.87,30.45,4.37,69.22,4.40
Ah 8d 2c,Qc,As6h,0.001,40.92,4.28771,43.6625,0.25,3.71,7.31,4.24,92.44,4.29
Ah 8d 2c,Qc,As7h,0.001,40.71,4.3558,44.577,0.16,3.62,0.99,4.16,98.85,4.36
Ah 8d 2c,Qc,As8h,0.099,74.17,18.6611,104.838,0.71,17.83,80.73,18.67,18.57,18.66
Ah 8d 2c,Qc,As9h,0.001,43.09,5.08486,49.1722,0.12,4.42,61.37,5.10,38.52,5.06
Ah 8d 2c,Qc,AsTh,0.002,47.00,6.17015,54.6994,0.10,4.32,43.88,6.18,56.02,6.16
Ah 8d 2c,Qc,AsJh,0.003,52.08,8.09234,64.7436,0.07,4.70,0.50,7.53,99.43,8.10
Ah 8d 2c,Qc,As2s,0.024,69.46,15.59,93.5166,0.20,13.32,31.88,15.59,67.92,15.59
Ah 8d 2c,Qc,As3s,0.014,41.42,4.43902,44.6512,0.39,3.92,26.06,4.43,73.55,4.45
Ah 8d 2c,Qc,As4s,0.017,41.40,4.42802,44.5601,0.39,3.91,27.61,4.42,72.01,4.43
Ah 8d 2c,Qc,As5s,0.003,41.42,4.41861,44.4439,0.32,3.81,7.10,4.32,92.58,4.43
Ah 8d 2c,Qc,As6s,0.001,41.47,4.56365,45.8497,0.27,3.91,1.08,4.42,98.65,4.57
Ah 8d 2c,Qc,As7s,0.001,41.62,4.57949,45.8477,0.15,3.88,0.96,4.36,98.89,4.58
Ah 8d 2c,Qc,As8s,0.108,74.95,18.8507,104.799,0.74,18.10,86.26,18.86,13.01,18.85
Ah 8d 2c,Qc,As9s,0.005,44.34,5.57737,52.4124,0.12,4.88,59.94,5.62,39.94,5.52
Ah 8d 2c,Qc,AsTs,0.003,48.23,6.62268,57.2192,0.14,5.10,38.09,6.62,61.77,6.62
Ah 8d 2c,Kc,6c5c,0.221,18.71,4.47929,99.7409,1.14,4.01,97.99,4.49,0.87,4.32
Ah 8d 2c,Kc,7c6c,0.129,19.14,4.83396,105.234,1.53,4.51,97.84,4.84,0.63,4.39
Ah 8d 2c,Kc,8c7c,0.185,37.02,8.99805,101.271,1.25,8.62,95.40,9.00,3.35,9.00
Ah 8d 2c,Kc,9c8c,0.001,37.53,9.39783,104.333,3.18,8.98,95.78,9.41,1.04,9.21
Ah 8d 2c,Kc,Tc8c,0.017,38.93,9.8464,105.386,0.88,9.61,97.35,9.85,1.78,9.64
Ah 8d 2c,Kc,Tc9c,0.025,24.01,5.85081,101.517,3.31,5.70,96.09,5.86,0.60,5.55
Ah 8d 2c,Kc,Jc8c,0.001,40.67,10.3154,105.68,0.56,9.82,96.73,10.32,2.70,10.13
Ah 8d 2c,Kc,Jc9c,0.003,24.95,6.68125,111.572,2.15,6.31,97.47,6.69,0.38,5.92
Ah 8d 2c,Kc,JcTc,0.022,31.89,10.2219,133.551,0.02,9.68,98.94,10.23,1.04,9.67
Ah 8d 2c,Kc,JcTd,0.003,16.15,3.71872,95.9236,0.53,3.16,98.98,3.73,0.49,2.85
Ah 8d 2c,Kc,JcTh,0.002,16.14,3.67893,95.0033,0.51,3.06,98.98,3.69,0.50,2.78
Ah 8d 2c,Kc,JcTs,0.002,17.22,4.30067,104.087,0.62,3.65,99.04,4.31,0.34,3.14
Ah 8d 2c,Kc,Qc8c,0.011,43.00,10.662,103.313,1.06,9.94,15.62,10.64,83.32,10.68
Ah 8d 2c,Kc,Qc9c,0.003,26.84,6.93369,107.625,0.75,6.41,98.40,6.94,0.86,6.51
Ah 8d 2c,Kc,QcTc,0.006,32.88,10.687,135.43,0.03,9.93,98.85,10.69,1.12,10.13
Ah 8d 2c,Kc,QcJc,0.005,33.94,11.0885,136.143,0.01,10.03,98.70,11.10,1.29,10.53
Ah 8d 2c,Kc,QcTd,0.002,17.39,3.60003,86.2362,0.44,2.85,98.93,3.61,0.64,2.96
Ah 8d 2c,Kc,QcJd,0.002,18.52,3.85651,86.7756,0.32,2.78,99.16,3.86,0.53,3.13
Ah 8d 2c,Kc,QcTh,0.002,17.36,3.56017,85.464,0.42,2.74,98.92,3.57,0.66,2.88
Ah 8d 2c,Kc,QcJh,0.002,18.40,3.88081,87.897,0.25,2.58,99.24,3.89,0.51,3.06
Ah 8d 2c,Kc,QcTs,0.002,18.85,4.18424,92.5048,0.45,3.34,99.12,4.19,0.43,3.26
Ah 8d 2c,Kc,QcJs,0.002,19.45,4.29914,92.0769,0.35,3.18,99.27,4.31,0.39,3.37
Ah 8d 2c,Kc,Ac3c,0.029,55.85,14.3841,107.312,1.55,13.93,40.54,14.40,57.91,14.39
Ah 8d 2c,Kc,Ac4c,0.031,55.92,14.4065,107.34,1.57,13.94,44.35,14.42,54.08,14.41
Ah 8d 2c,Kc,Ac5c,0.026,56.01,14.3618,106.84,1.68,13.96,7.34,14.36,90.99,14.37
Ah 8d 2c,Kc,Ac6c,0.001,55.78,14.329,107.037,1.79,13.95,0.83,14.21,97.38,14.34
Ah 8d 2c,Kc,Ac7c,0.001,55.81,14.2766,106.594,2.11,13.94,1.02,14.14,96.86,14.29
Ah 8d 2c,Kc,Ac8c,0.080,81.44,23.2928,119.165,0.45,22.41,66.82,23.30,32.73,23.29
Ah 8d 2c,Kc,Ac9c,0.012,57.72,15.1858,109.626,1.18,14.92,93.04,15.20,5.77,15.06
Ah 8d 2c,Kc,AcTc,0.004,60.64,15.646,107.513,0.40,15.05,94.91,15.65,4.69,15.62
Ah 8d 2c,Kc,Ac2d,0.015,70.55,15.6578,92.4727,0.19,13.82,63.82,15.67,36.00,15.65
Ah 8d 2c,Kc,Ac3d,0.002,42.67,6.2341,60.8706,1.13,5.96,93.87,6.24,5.00,6.11
Ah 8d 2c,Kc,Ac4d,0.002,42.64,6.20968,60.6736,1.12,5.95,94.07,6.22,4.81,6.11
Ah 8d 2c,Kc,Ac5d,0.001,42.69,6.25681,61.0733,0.97,5.96,95.00,6.27,4.03,6.08
Ah 8d 2c,Kc,Ac6d,0.001,42.72,6.22331,60.6994,1.13,5.95,93.45,6.23,5.42,6.10
Ah 8d 2c,Kc,Ac7d,0.001,42.59,6.07825,59.4654,3.13,5.88,82.73,6.09,14.14,6.05
Ah 8d 2c,Kc,Ac9d,0.002,44.36,6.83362,64.1805,0.17,6.03,97.23,6.84,2.60,6.59
Ah 8d 2c,Kc,AcTd,0.002,48.56,7.36675,63.2125,0.13,6.02,75.78,7.37,24.09,7.35
Ah 8d 2c,Kc,AcJd,0.003,53.85,8.7067,67.3623,0.10,5.97,2.21,8.64,97.70,8.71
Ah 8d 2c,Kc,Ac2h,0.025,70.57,15.6446,92.3768,0.19,13.82,17.92,15.65,81.89,15.65
Ah 8d 2c,Kc,Ac3h,0.002,42.75,6.26011,61.0207,1.24,5.98,93.21,6.27,5.55,6.18
Ah 8d 2c,Kc,Ac4h,0.002,42.73,6.23823,60.8293,1.20,5.98,93.62,6.25,5.18,6.16
Ah 8d 2c,Kc,Ac5h,0.001,42.78,6.28008,61.1732,0.98,5.99,94.70,6.29,4.32,6.11
Ah 8d 2c,Kc,Ac6h,0.001,42.42,6.12264,60.1434,1.06,5.85,92.17,6.13,6.77,6.00
Ah 8d 2c,Kc,Ac7h,0.001,42.20,6.01361,59.3732,4.46,5.80,77.44,6.03,18.10,6.00
Ah 8d 2c,Kc,Ac8h,0.122,75.12,18.8869,104.755,0.39,17.80,75.17,18.89,24.43,18.89
Ah 8d 2c,Kc,Ac9h,0.001,44.43,6.90907,64.7931,0.15,6.05,96.96,6.92,2.89,6.70
Ah 8d 2c,Kc,AcTh,0.002,48.45,7.33294,63.0605,0.15,5.98,69.58,7.34,30.27,7.33
Ah 8d 2c,Kc,AcJh,0.003,53.52,8.61107,67.0411,0.10,5.85,5.34,8.59,94.56,8.62
Ah 8d 2c,Kc,Ac2s,0.029,70.60,15.6737,92.5041,0.20,13.92,26.33,15.68,73.47,15.67
Ah 8d 2c,Kc,Ac3s,0.005,42.91,6.30711,61.2432,1.23,6.03,92.51,6.32,6.26,6.22
Ah 8d 2c,Kc,Ac4s,0.005,42.89,6.28521,61.0557,1.22,6.03,93.14,6.29,5.64,6.21
Ah 8d 2c,Kc,Ac5s,0.001,42.92,6.22385,60.4224,1.23,5.93,91.28,6.23,7.49,6.14
Ah 8d 2c,Kc,Ac6s,0.001,42.96,6.30792,61.1856,1.73,6.07,79.09,6.32,19.18,6.28
Ah 8d 2c,Kc,Ac7s,0.001,43.09,6.25063,60.4469,5.33,6.09,14.47,6.18,80.19,6.27
Ah 8d 2c,Kc,Ac8s,0.129,75.88,19.0685,104.704,0.47,18.00,75.81,19.08,23.71,19.06
Ah 8d 2c,Kc,Ac9s,0.002,45.76,7.39086,67.3034,0.10,6.49,96.28,7.41,3.61,7.04
Ah 8d 2c,Kc,AcTs,0.003,49.84,7.87195,65.8106,0.16,6.54,58.66,7.88,41.18,7.86
Ah 8d 2c,Kc,AcJs,0.004,54.79,9.14246,69.5219,0.12,6.44,0.59,8.99,99.29,9.15
Ah 8d 2c,Kc,6d6c,0.002,12.72,2.44122,79.9567,0.08,0.96,99.18,2.45,0.74,1.50
Ah 8d 2c,Kc,6d5d,0.273,1.61,0.03226,8.32611,0.48,-1.16,38.07,0.04,61.45,0.04
Ah 8d 2c,Kc,7d7c,0.001,12.45,2.17018,72.6389,0.06,0.95,98.47,2.18,1.47,1.52
Ah 8d 2c,Kc,7d6d,0.190,1.80,-0.01183,-2.73389,0.30,-1.41,0.48,-0.19,99.21,-0.01
Ah 8d 2c,Kc,9d9c,0.002,28.96,4.07118,58.5835,0.28,3.67,92.59,4.08,7.13,3.98
Ah 8d 2c,Kc,TdTc,0.001,30.58,4.13661,56.3542,14.26,4.04,78.92,4.16,6.82,4.03
Ah 8d 2c,Kc,Td9d,0.035,6.15,0.30108,20.383,0.12,-2.42,0.16,-0.95,99.72,0.31
Ah 8d 2c,Kc,JdTc,0.003,16.41,3.72344,94.5701,0.55,3.13,99.01,3.73,0.43,2.86
Ah 8d 2c,Kc,Jd9d,0.013,6.92,0.32769,19.7187,0.11,-2.72,0.15,-0.96,99.75,0.33
Ah 8d 2c,Kc,JdTd,0.028,16.25,2.60064,66.6765,0.13,1.62,17.07,2.50,82.81,2.62
Ah 8d 2c,Kc,JdTh,0.003,15.89,2.56689,67.3176,0.07,1.28,6.23,2.31,93.71,2.58
Ah 8d 2c,Kc,JdTs,0.002,16.98,2.97423,72.991,0.20,1.92,97.32,2.98,2.49,2.65
Ah 8d 2c,Kc,QdTc,0.002,17.80,3.99009,93.3928,0.46,3.43,99.18,4.00,0.36,3.01
Ah 8d 2c,Kc,QdJc,0.002,18.70,4.26511,95.0122,0.34,3.41,99.31,4.27,0.34,3.22
Ah 8d 2c,Kc,Qd9d,0.004,9.02,0.36012,16.6389,0.12,-2.38,0.16,-0.74,99.72,0.37
Ah 8d 2c,Kc,QdTd,0.024,17.23,2.72142,65.8194,0.13,1.78,31.44,2.62,68.43,2.77
Ah 8d 2c,Kc,QdJd,0.006,18.37,2.91174,66.0387,0.18,1.89,70.50,2.93,29.33,2.88
Ah 8d 2c,Kc,QdTh,0.002,17.19,2.65114,64.2648,0.22,1.66,36.48,2.58,63.30,2.69
Ah 8d 2c,Kc,QdJh,0.002,18.04,2.98421,68.9337,0.12,1.52,97.48,2.99,2.40,2.83
Ah 8d 2c,Kc,QdTs,0.002,18.69,3.24172,72.2708,0.16,2.29,98.26,3.25,1.58,2.83
Ah 8d 2c,Kc,QdJs,0.002,19.11,3.40239,74.1823,0.10,2.15,98.52,3.41,1.38,2.96
Ah 8d 2c,Kc,KdTc,0.001,35.12,5.1315,60.8759,0.77,4.72,97.90,5.14,1.33,4.66
Ah 8d 2c,Kc,KdJc,0.001,35.36,5.09907,60.0882,0.48,4.68,97.78,5.11,1.74,4.67
Ah 8d 2c,Kc,KdQc,0.002,35.80,4.883,56.8287,0.49,4.44,96.20,4.89,3.31,4.61
Ah 8d 2c,Kc,Kd2d,0.159,65.05,13.0154,83.3676,0.11,8.65,29.25,13.02,70.64,13.02
Ah 8d 2c,Kc,Kd3d,0.005,35.43,4.75289,55.8982,0.13,4.26,93.11,4.76,6.76,4.61
Ah 8d 2c,Kc,Kd4d,0.029,35.40,4.65193,54.754,0.19,4.25,89.74,4.66,10.08,4.61
Ah 8d 2c,Kc,Kd5d,0.002,35.33,4.75881,56.1232,0.13,4.25,92.00,4.77,7.87,4.62
Ah 8d 2c,Kc,Kd6d,0.002,35.31,4.78606,56.4738,0.14,4.23,91.66,4.80,8.20,4.67
Ah 8d 2c,Kc,Kd7d,0.002,34.99,4.65847,55.4738,0.24,4.10,83.34,4.67,16.43,4.62
Ah 8d 2c,Kc,Kd9d,0.003,34.03,4.40226,53.8967,0.25,3.81,41.66,4.34,58.08,4.45
Ah 8d 2c,Kc,KdTd,0.001,34.52,4.47019,53.9537,0.14,3.66,5.84,4.18,94.01,4.49
Ah 8d 2c,Kc,KdJd,0.001,34.63,4.39954,52.9344,0.15,3.62,8.72,4.23,91.13,4.42
Ah 8d 2c,Kc,KdQd,0.001,35.26,4.35038,51.4065,0.22,3.82,43.87,4.30,55.91,4.40
Ah 8d 2c,Kc,KdTh,0.001,34.41,4.34951,52.6637,0.22,3.59,5.44,4.14,94.34,4.36
Ah 8d 2c,Kc,KdJh,0.002,34.21,4.24339,51.6782,0.40,3.46,20.19,4.22,79.41,4.25
Ah 8d 2c,Kc,KdQh,0.002,34.99,4.29359,51.1265,0.41,3.72,56.38,4.32,43.21,4.27
Ah 8d 2c,Kc,KdTs,0.001,35.89,4.72742,54.8776,0.08,4.15,93.81,4.74,6.11,4.52
Ah 8d 2c,Kc,KdJs,0.002,35.82,4.66567,54.2659,0.13,4.03,90.20,4.68,9.67,4.52
Ah 8d 2c,Kc,KdQs,0.002,35.91,4.71883,54.7501,0.15,3.99,88.63,4.75,11.22,4.49
Ah 8d 2c,Kc,Ad3c,0.002,42.60,5.6759,55.5103,0.30,4.26,22.63,5.69,77.07,5.68
