Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 29%,BET 29 EV,BET 13%,BET 13 EV,CHECK%,CHECK EV
Ah 8d 2c,3c,6c5c,0.221,25.50,8.12832,132.835,49.12,8.12,50.42,8.13,0.47,7.92
Ah 8d 2c,3c,7c6c,0.129,18.98,4.65083,102.088,63.19,4.65,36.25,4.65,0.56,4.44
Ah 8d 2c,3c,8c7c,0.185,36.87,9.33578,105.496,43.62,9.32,55.78,9.35,0.60,8.95
Ah 8d 2c,3c,9c8c,0.001,38.11,9.91856,108.453,43.30,9.94,56.17,9.91,0.53,9.13
Ah 8d 2c,3c,Tc8c,0.017,39.97,10.3318,107.698,92.89,10.34,6.28,10.31,0.83,9.84
Ah 8d 2c,3c,Tc9c,0.025,24.35,6.08124,104.071,42.87,6.06,56.80,6.10,0.33,5.52
Ah 8d 2c,3c,Jc8c,0.001,41.80,10.687,106.533,97.66,10.69,1.04,10.56,1.29,10.34
Ah 8d 2c,3c,Jc9c,0.003,25.03,6.84902,114.021,99.01,6.85,0.64,6.79,0.34,5.97
Ah 8d 2c,3c,JcTc,0.022,26.21,7.03364,111.802,98.92,7.04,0.78,6.93,0.30,6.18
Ah 8d 2c,3c,JcTd,0.003,8.57,0.21859,10.6225,0.71,-0.68,0.04,-0.94,99.25,0.23
Ah 8d 2c,3c,JcTh,0.002,8.55,0.21127,10.2901,0.58,-0.92,0.03,-1.04,99.38,0.22
Ah 8d 2c,3c,JcTs,0.002,9.74,0.23696,10.1352,1.68,-0.23,0.09,-0.41,98.23,0.25
Ah 8d 2c,3c,Qc8c,0.011,44.07,10.8814,102.891,75.07,10.89,17.04,10.86,7.89,10.82
Ah 8d 2c,3c,Qc9c,0.003,27.09,7.23777,111.315,96.56,7.24,3.12,7.12,0.32,6.27
Ah 8d 2c,3c,QcTc,0.006,27.11,7.55698,116.141,99.18,7.56,0.58,7.21,0.24,6.42
Ah 8d 2c,3c,QcJc,0.005,28.04,7.92326,117.755,99.12,7.93,0.65,7.61,0.23,6.58
Ah 8d 2c,3c,QcTd,0.002,9.72,0.26354,11.2929,0.70,-0.60,0.04,-0.90,99.26,0.27
Ah 8d 2c,3c,QcJd,0.002,10.69,0.24344,9.49036,0.80,-0.62,0.05,-0.51,99.14,0.25
Ah 8d 2c,3c,QcTh,0.002,9.69,0.25696,11.0542,0.58,-0.84,0.03,-1.00,99.39,0.26
Ah 8d 2c,3c,QcJh,0.002,10.55,0.23317,9.21001,0.63,-0.82,0.04,-0.77,99.33,0.24
Ah 8d 2c,3c,QcTs,0.002,11.27,0.28298,10.461,1.58,-0.16,0.09,-0.36,98.33,0.29
Ah 8d 2c,3c,QcJs,0.002,11.72,0.26725,9.50432,1.44,-0.27,0.16,-0.11,98.40,0.28
Ah 8d 2c,3c,Kc4c,0.030,33.40,10.7106,133.618,74.50,10.72,25.21,10.70,0.30,9.59
Ah 8d 2c,3c,Kc5c,0.003,33.23,10.5083,131.743,98.79,10.51,0.94,10.25,0.27,9.49
Ah 8d 2c,3c,Kc6c,0.002,27.16,7.16117,109.874,99.19,7.17,0.48,6.93,0.33,6.34
Ah 8d 2c,3c,Kc7c,0.002,27.10,7.1679,110.188,99.13,7.17,0.56,6.89,0.31,6.34
Ah 8d 2c,3c,Kc8c,0.058,45.88,11.0028,99.9262,59.58,10.99,26.20,11.02,14.22,11.02
Ah 8d 2c,3c,Kc9c,0.003,28.28,7.29438,107.466,99.20,7.30,0.45,7.09,0.35,6.48
Ah 8d 2c,3c,KcTc,0.001,28.30,7.5813,111.607,99.26,7.59,0.50,7.19,0.24,6.61
Ah 8d 2c,3c,KcJc,0.001,28.68,7.97746,115.899,99.29,7.98,0.49,7.47,0.22,6.78
Ah 8d 2c,3c,KcQc,0.001,29.21,8.04519,114.747,98.99,8.05,0.74,7.81,0.27,6.87
Ah 8d 2c,3c,KcTd,0.001,11.04,0.32139,12.1307,0.60,-0.83,0.03,-0.96,99.36,0.33
Ah 8d 2c,3c,KcJd,0.002,11.17,0.30301,11.2985,0.65,-0.84,0.06,-0.65,99.29,0.31
Ah 8d 2c,3c,KcQd,0.002,11.82,0.32649,11.5061,0.74,-0.73,0.14,-0.04,99.12,0.33
Ah 8d 2c,3c,KcTh,0.001,11.00,0.31627,11.9769,0.51,-1.05,0.03,-1.05,99.46,0.32
Ah 8d 2c,3c,KcJh,0.002,10.92,0.28917,11.0348,0.54,-1.04,0.03,-0.90,99.42,0.30
Ah 8d 2c,3c,KcQh,0.002,11.59,0.31943,11.4858,0.55,-1.06,0.07,-0.54,99.38,0.33
Ah 8d 2c,3c,KcTs,0.001,12.55,0.34254,11.3745,1.18,-0.37,0.08,-0.42,98.74,0.35
Ah 8d 2c,3c,KcJs,0.001,12.45,0.33058,11.0591,1.08,-0.47,0.15,-0.24,98.78,0.34
Ah 8d 2c,3c,KcQs,0.001,12.31,0.35443,11.9933,0.65,-0.63,0.75,-0.13,98.60,0.36
Ah 8d 2c,3c,Ac4c,0.031,60.15,18.3032,126.797,27.72,18.24,66.65,18.33,5.63,18.31
Ah 8d 2c,3c,Ac5c,0.026,60.50,18.3529,126.4,91.17,18.35,5.17,18.34,3.65,18.34
Ah 8d 2c,3c,Ac6c,0.001,56.74,15.51,113.898,82.28,15.51,9.45,15.49,8.26,15.48
Ah 8d 2c,3c,Ac7c,0.001,56.86,15.4869,113.489,82.05,15.50,7.35,15.46,10.60,15.43
Ah 8d 2c,3c,Ac8c,0.080,89.98,30.4702,141.096,96.60,30.47,0.84,30.32,2.55,30.39
Ah 8d 2c,3c,Ac9c,0.012,58.61,16.274,115.691,59.79,16.28,37.97,16.28,2.24,16.12
Ah 8d 2c,3c,AcTc,0.004,61.96,16.8351,113.21,25.49,16.76,36.02,16.87,38.48,16.85
Ah 8d 2c,3c,Ac2d,0.015,75.01,19.3934,107.726,0.52,18.47,89.55,19.40,9.94,19.37
Ah 8d 2c,3c,Ac3d,0.002,76.56,20.2636,110.28,0.22,18.14,12.62,20.29,87.16,20.27
Ah 8d 2c,3c,Ac4d,0.002,48.24,10.6029,91.5794,11.65,10.49,88.01,10.62,0.35,9.80
Ah 8d 2c,3c,Ac5d,0.001,48.63,10.7302,91.9453,99.29,10.74,0.19,10.58,0.52,9.78
Ah 8d 2c,3c,Ac6d,0.001,43.92,7.92274,75.1696,99.48,7.93,0.17,7.46,0.35,6.54
Ah 8d 2c,3c,Ac7d,0.001,43.92,7.94064,75.3402,99.56,7.95,0.07,7.41,0.37,6.41
Ah 8d 2c,3c,Ac9d,0.002,45.54,8.11077,74.202,99.44,8.12,0.09,7.84,0.47,6.83
Ah 8d 2c,3c,AcTd,0.002,50.17,8.62215,71.6114,82.07,8.64,16.65,8.58,1.29,8.20
Ah 8d 2c,3c,AcJd,0.003,56.27,10.0858,74.6889,14.48,10.04,80.45,10.10,5.07,10.00
Ah 8d 2c,3c,Ac2h,0.025,75.03,19.3852,107.658,0.58,18.48,76.35,19.39,23.08,19.38
Ah 8d 2c,3c,Ac3h,0.002,76.56,20.2723,110.329,0.21,18.14,8.60,20.27,91.18,20.28
Ah 8d 2c,3c,Ac4h,0.002,48.31,10.6329,91.7077,9.90,10.52,89.76,10.65,0.34,9.80
Ah 8d 2c,3c,Ac5h,0.001,48.69,10.7535,92.0238,99.32,10.76,0.17,10.57,0.52,9.82
Ah 8d 2c,3c,Ac6h,0.001,43.61,7.83862,74.8872,99.51,7.84,0.16,7.36,0.34,6.39
Ah 8d 2c,3c,Ac7h,0.001,43.54,7.62495,72.9617,99.53,7.63,0.07,7.34,0.40,6.23
Ah 8d 2c,3c,Ac8h,0.122,85.21,27.5456,134.698,69.61,27.56,27.97,27.52,2.42,27.54
Ah 8d 2c,3c,Ac9h,0.001,45.60,8.19511,74.8747,99.45,8.20,0.09,7.96,0.46,6.88
Ah 8d 2c,3c,AcTh,0.002,50.06,8.6395,71.9061,82.93,8.66,15.82,8.58,1.25,8.18
Ah 8d 2c,3c,AcJh,0.003,55.92,9.98159,74.3744,18.20,9.96,76.43,9.99,5.37,9.89
Ah 8d 2c,3c,Ac2s,0.029,75.06,19.3977,107.686,0.61,18.59,69.00,19.40,30.38,19.40
Ah 8d 2c,3c,Ac3s,0.005,76.54,20.2387,110.173,0.21,18.11,11.72,20.26,88.06,20.24
Ah 8d 2c,3c,Ac4s,0.005,48.44,10.6995,92.0336,30.22,10.70,69.28,10.70,0.51,9.85
Ah 8d 2c,3c,Ac5s,0.001,48.82,10.7381,91.6487,99.31,10.74,0.16,10.59,0.54,9.88
Ah 8d 2c,3c,Ac6s,0.001,44.10,7.98469,75.4412,99.45,7.99,0.19,7.54,0.36,6.65
Ah 8d 2c,3c,Ac7s,0.001,44.39,7.80976,73.3027,99.41,7.82,0.12,7.49,0.47,6.66
Ah 8d 2c,3c,Ac8s,0.129,85.64,27.3451,133.041,68.65,27.35,29.64,27.34,1.71,27.19
Ah 8d 2c,3c,Ac9s,0.002,46.88,8.47429,75.3238,99.29,8.48,0.09,8.26,0.62,7.51
Ah 8d 2c,3c,AcTs,0.003,51.48,9.1141,73.7702,91.46,9.13,6.63,9.04,1.91,8.81
Ah 8d 2c,3c,AcJs,0.004,57.29,10.473,76.1647,19.62,10.44,68.62,10.49,11.76,10.42
Ah 8d 2c,3c,6d6c,0.002,12.55,0.91234,30.2881,23.45,0.88,70.08,0.92,6.47,0.92
Ah 8d 2c,3c,6d5d,0.273,10.22,2.33317,95.1352,62.55,2.33,36.51,2.34,0.94,2.10
Ah 8d 2c,3c,7d7c,0.001,12.23,0.88527,30.1566,17.03,0.74,2.42,0.65,80.56,0.92
Ah 8d 2c,3c,7d6d,0.190,1.71,-0.01482,-3.6115,0.35,-1.92,0.02,-1.75,99.63,-0.01
Ah 8d 2c,3c,9d9c,0.002,31.82,4.05099,53.0453,98.86,4.06,0.09,3.75,1.05,3.44
Ah 8d 2c,3c,TdTc,0.001,33.18,4.78249,60.0497,99.06,4.79,0.14,4.30,0.80,4.19
Ah 8d 2c,3c,Td9d,0.035,6.54,0.24116,15.3719,0.20,-2.52,0.02,-2.33,99.78,0.25
Ah 8d 2c,3c,JdTc,0.003,8.80,0.20801,9.85137,0.63,-0.99,0.04,-0.82,99.34,0.22
Ah 8d 2c,3c,Jd9d,0.013,7.05,0.23043,13.6256,0.19,-2.75,0.02,-2.16,99.79,0.24
Ah 8d 2c,3c,JdTd,0.028,8.73,0.20235,9.66112,0.23,-2.20,0.02,-1.73,99.74,0.21
Ah 8d 2c,3c,JdTh,0.003,8.30,0.18873,9.47631,0.19,-2.70,0.02,-2.10,99.79,0.19
Ah 8d 2c,3c,JdTs,0.002,9.50,0.21917,9.61766,0.27,-1.97,0.02,-1.43,99.71,0.23
Ah 8d 2c,3c,QdTc,0.002,10.13,0.25255,10.3859,0.70,-0.84,0.06,-0.41,99.24,0.26
Ah 8d 2c,3c,QdJc,0.002,10.87,0.24501,9.39257,0.93,-0.55,0.10,-0.24,98.97,0.25
Ah 8d 2c,3c,Qd9d,0.004,9.31,0.26826,12.002,0.20,-2.59,0.02,-1.49,99.78,0.27
Ah 8d 2c,3c,QdTd,0.024,9.56,0.23497,10.244,0.22,-2.31,0.02,-1.30,99.76,0.24
Ah 8d 2c,3c,QdJd,0.006,10.56,0.22653,8.93812,0.26,-2.14,0.02,-0.73,99.72,0.23
Ah 8d 2c,3c,QdTh,0.002,9.52,0.23064,10.0974,0.21,-2.55,0.02,-1.41,99.77,0.24
Ah 8d 2c,3c,QdJh,0.002,10.16,0.21291,8.72747,0.21,-2.52,0.02,-1.16,99.76,0.22
Ah 8d 2c,3c,QdTs,0.002,11.11,0.26514,9.94048,0.29,-1.82,0.02,-0.77,99.69,0.27
Ah 8d 2c,3c,QdJs,0.002,11.35,0.25366,9.31419,0.28,-1.91,0.04,-0.50,99.68,0.26
Ah 8d 2c,3c,KdTc,0.001,11.48,0.31471,11.4265,0.51,-0.98,0.03,-0.97,99.46,0.32
Ah 8d 2c,3c,KdJc,0.001,11.81,0.30859,10.8881,0.61,-0.74,0.04,-0.87,99.36,0.32
Ah 8d 2c,3c,KdQc,0.002,12.27,0.34496,11.7095,0.55,-0.73,0.05,-0.96,99.40,0.35
Ah 8d 2c,3c,Kd2d,0.159,16.76,1.38591,34.4619,47.13,1.36,25.25,1.42,27.63,1.40
Ah 8d 2c,3c,Kd3d,0.005,16.45,1.44255,36.5379,0.57,0.48,0.62,0.91,98.81,1.45
Ah 8d 2c,3c,Kd4d,0.029,18.28,2.58938,59.0106,10.46,2.60,88.90,2.59,0.64,2.48
Ah 8d 2c,3c,Kd5d,0.002,17.95,2.14619,49.8072,3.52,2.00,85.20,2.15,11.28,2.19
Ah 8d 2c,3c,Kd6d,0.002,9.97,0.18872,7.88748,0.26,-2.13,0.02,-1.82,99.72,0.20
Ah 8d 2c,3c,Kd7d,0.002,9.64,0.18943,8.18689,0.23,-2.28,0.02,-2.09,99.75,0.20
Ah 8d 2c,3c,Kd9d,0.003,10.67,0.34564,13.5027,0.18,-2.75,0.02,-2.49,99.81,0.35
Ah 8d 2c,3c,KdTd,0.001,10.90,0.3117,11.9157,0.19,-2.47,0.02,-2.31,99.79,0.32
Ah 8d 2c,3c,KdJd,0.001,11.03,0.294,11.1014,0.20,-2.51,0.02,-1.94,99.78,0.30
Ah 8d 2c,3c,KdQd,0.001,11.69,0.31931,11.3829,0.21,-2.41,0.02,-1.41,99.77,0.33
Ah 8d 2c,3c,KdTh,0.001,10.86,0.30571,11.7261,0.18,-2.71,0.02,-2.42,99.80,0.31
Ah 8d 2c,3c,KdJh,0.002,10.78,0.27866,10.7741,0.18,-2.72,0.02,-2.20,99.80,0.28
Ah 8d 2c,3c,KdQh,0.002,11.45,0.3124,11.3674,0.19,-2.73,0.02,-1.73,99.79,0.32
Ah 8d 2c,3c,KdTs,0.001,12.42,0.33811,11.3425,0.24,-1.99,0.02,-1.75,99.74,0.34
Ah 8d 2c,3c,KdJs,0.002,12.33,0.3211,10.8548,0.24,-2.11,0.02,-1.50,99.74,0.33
Ah 8d 2c,3c,KdQs,0.002,12.18,0.32977,11.2786,0.22,-2.29,0.03,-1.33,99.75,0.34
Ah 8d 2c,3c,Ad4c,0.002,48.13,8.60654,74.5063,39.75,8.61,36.34,8.60,23.91,8.61
Ah 8d 2c,3c,Ad5c,0.001,48.63,8.65012,74.1188,52.78,8.66,4.31,8.59,42.91,8.65
Ah 8d 2c,3c,Ad6c,0.001,43.88,5.68822,54.0133,73.28,5.69,4.28,5.50,22.44,5.71
Ah 8d 2c,3c,Ad7c,0.001,44.09,5.70636,53.9296,55.74,5.69,3.34,5.56,40.92,5.74
Ah 8d 2c,3c,Ad8c,0.118,85.49,25.6537,125.026,55.26,25.65,37.57,25.65,7.17,25.65
Ah 8d 2c,3c,Ad9c,0.002,46.23,6.59927,59.4733,94.03,6.60,0.88,6.50,5.08,6.60
Ah 8d 2c,3c,AdTc,0.002,50.48,7.7148,63.6779,48.04,7.71,47.93,7.73,4.03,7.58
Ah 8d 2c,3c,AdJc,0.003,56.56,9.67664,71.2802,1.71,9.63,60.12,9.68,38.17,9.68
Ah 8d 2c,3c,Ad2d,0.062,74.20,18.678,104.882,0.60,17.86,83.09,18.68,16.31,18.68
Ah 8d 2c,3c,Ad3d,0.038,75.81,19.7306,108.447,0.24,17.59,81.37,19.74,18.39,19.72
Ah 8d 2c,3c,Ad4d,0.034,47.83,8.40044,73.1809,14.57,8.33,63.93,8.42,21.50,8.40
Ah 8d 2c,3c,Ad5d,0.031,48.20,8.37093,72.359,35.69,8.36,27.69,8.38,36.62,8.37
Ah 8d 2c,3c,Ad6d,0.001,43.60,5.3534,51.1585,70.06,5.37,21.32,5.32,8.61,5.34
Ah 8d 2c,3c,Ad7d,0.001,43.57,5.3111,50.7886,59.15,5.32,23.18,5.32,17.67,5.27
Ah 8d 2c,3c,Ad9d,0.012,45.08,5.67233,52.4337,24.72,5.67,58.26,5.69,17.03,5.63
Ah 8d 2c,3c,AdTd,0.005,49.59,6.91623,58.1103,5.33,6.71,52.86,6.94,41.81,6.91
Ah 8d 2c,3c,Ad2h,0.010,74.23,18.7165,105.06,0.59,17.85,70.83,18.72,28.59,18.73
Ah 8d 2c,3c,Ad3h,0.002,75.81,19.7719,108.676,0.23,17.59,42.15,19.76,57.62,19.79
Ah 8d 2c,3c,Ad4h,0.002,47.90,8.44636,73.4742,13.37,8.37,63.45,8.46,23.18,8.45
Ah 8d 2c,3c,Ad5h,0.001,48.27,8.40592,72.5643,39.14,8.39,9.74,8.39,51.13,8.42
Ah 8d 2c,3c,Ad6h,0.001,43.29,5.24639,50.4927,66.57,5.26,14.97,5.20,18.46,5.24
Ah 8d 2c,3c,Ad7h,0.001,43.19,5.15583,49.7443,14.57,5.08,43.88,5.19,41.55,5.14
Ah 8d 2c,3c,Ad8h,0.105,84.18,27.1448,134.358,78.19,27.15,19.46,27.13,2.35,27.08
Ah 8d 2c,3c,Ad9h,0.001,45.13,5.81217,53.6631,16.53,5.73,35.93,5.82,47.55,5.84
Ah 8d 2c,3c,AdTh,0.002,49.48,6.90123,58.1091,4.63,6.66,55.11,6.93,40.26,6.89
Ah 8d 2c,3c,AdJh,0.003,55.20,9.05457,68.3516,1.54,8.91,74.53,9.06,23.93,9.04
Ah 8d 2c,3c,Ad2s,0.011,74.26,18.7427,105.161,0.61,17.92,40.36,18.73,59.02,18.76
Ah 8d 2c,3c,Ad3s,0.003,75.79,19.7347,108.498,0.24,17.56,53.13,19.74,46.63,19.74
Ah 8d 2c,3c,Ad4s,0.007,48.03,8.4982,73.7228,17.09,8.46,57.49,8.51,25.43,8.50
Ah 8d 2c,3c,Ad5s,0.001,48.40,8.41437,72.445,32.96,8.39,2.52,8.36,64.52,8.43
Ah 8d 2c,3c,Ad6s,0.001,43.78,5.45502,51.9136,40.94,5.43,6.76,5.35,52.29,5.49
Ah 8d 2c,3c,Ad7s,0.001,44.04,5.48814,51.9274,5.33,5.28,2.11,5.39,92.56,5.50
Ah 8d 2c,3c,Ad8s,0.115,84.65,26.956,132.68,80.83,26.96,17.23,26.95,1.95,26.91
Ah 8d 2c,3c,Ad9s,0.003,46.41,6.2235,55.8747,5.54,6.05,0.53,6.18,93.94,6.23
Ah 8d 2c,3c,AdTs,0.003,50.92,7.5235,61.5642,2.64,7.20,0.38,7.44,96.98,7.53
Ah 8d 2c,3c,AdJs,0.004,56.60,9.60969,70.7481,1.39,9.40,18.30,9.59,80.31,9.62
Ah 8d 2c,3c,6h6c,0.002,12.72,0.8597,28.1652,28.64,0.78,16.62,0.79,54.73,0.92
Ah 8d 2c,3c,6h6d,0.002,12.17,0.80226,27.4692,0.74,-0.23,0.15,0.06,99.10,0.81
Ah 8d 2c,3c,6h5h,0.265,10.27,2.23955,90.83,78.91,2.24,19.97,2.24,1.12,2.06
Ah 8d 2c,3c,7h7c,0.001,12.36,0.90669,30.5619,10.45,0.75,1.45,0.71,88.10,0.93
Ah 8d 2c,3c,7h7d,0.001,11.53,0.81438,29.4185,0.54,-0.40,0.03,-0.26,99.43,0.82
Ah 8d 2c,3c,7h6h,0.189,1.84,-0.01344,-3.03806,0.31,-1.98,0.02,-1.83,99.67,-0.01
Ah 8d 2c,3c,8h8c,0.328,95.11,40.4393,177.162,49.32,40.44,48.93,40.44,1.75,40.44
Ah 8d 2c,3c,8h7h,0.188,19.58,1.4899,31.7017,41.22,1.45,29.56,1.53,29.22,1.51
Ah 8d 2c,3c,9h9c,0.009,31.81,4.06387,53.2361,98.87,4.07,0.10,3.85,1.03,3.48
Ah 8d 2c,3c,9h9d,0.003,30.86,3.19976,43.207,0.65,2.48,0.10,2.59,99.25,3.21
Ah 8d 2c,3c,9h8h,0.002,20.94,1.4366,28.5809,5.63,1.25,0.61,1.17,93.76,1.45
Ah 8d 2c,3c,ThTc,0.004,33.07,4.63251,58.3606,98.96,4.64,0.14,4.26,0.90,4.16
Ah 8d 2c,3c,ThTd,0.001,32.41,3.24843,41.7653,0.75,2.83,0.14,2.85,99.11,3.25
Ah 8d 2c,3c,Th8h,0.015,23.39,1.43239,25.5136,8.20,1.23,0.76,1.32,91.04,1.45
Ah 8d 2c,3c,Th9h,0.032,6.58,0.23052,14.5954,0.19,-2.69,0.02,-2.40,99.79,0.24
Ah 8d 2c,3c,JhTc,0.002,8.79,0.19902,9.43662,0.51,-1.19,0.03,-1.06,99.46,0.21
Ah 8d 2c,3c,JhTd,0.003,8.30,0.18714,9.38899,0.19,-2.66,0.02,-2.27,99.79,0.19
Ah 8d 2c,3c,Jh8h,0.001,25.10,1.64389,27.2856,11.74,1.56,6.24,1.62,82.02,1.66
Ah 8d 2c,3c,Jh9h,0.020,7.09,0.21296,12.5213,0.17,-2.89,0.02,-2.38,99.81,0.22
Ah 8d 2c,3c,JhTh,0.033,8.72,0.18645,8.9122,0.20,-2.63,0.02,-2.11,99.78,0.19
Ah 8d 2c,3c,JhTs,0.002,9.49,0.2104,9.23779,0.24,-2.17,0.02,-1.71,99.74,0.22
Ah 8d 2c,3c,QhTc,0.002,10.13,0.24743,10.1749,0.56,-1.14,0.03,-0.65,99.41,0.26
Ah 8d 2c,3c,QhJc,0.002,10.75,0.2396,9.28791,0.67,-0.88,0.06,-0.55,99.27,0.25
Ah 8d 2c,3c,QhTd,0.002,9.55,0.23018,10.0385,0.20,-2.64,0.02,-1.82,99.78,0.24
Ah 8d 2c,3c,QhJd,0.002,10.18,0.21726,8.88836,0.21,-2.67,0.02,-1.41,99.77,0.22
Ah 8d 2c,3c,Qh8h,0.012,28.03,2.02222,30.0614,38.90,2.00,39.67,2.06,21.43,2.00
Ah 8d 2c,3c,Qh9h,0.003,9.34,0.25427,11.3405,0.18,-2.83,0.02,-1.94,99.80,0.26
Ah 8d 2c,3c,QhTh,0.038,9.52,0.2228,9.75336,0.19,-2.87,0.02,-1.92,99.79,0.23
Ah 8d 2c,3c,QhJh,0.004,10.41,0.21158,8.46868,0.21,-2.63,0.02,-1.43,99.77,0.22
Ah 8d 2c,3c,QhTs,0.002,11.12,0.26278,9.84925,0.25,-2.14,0.02,-1.26,99.73,0.27
Ah 8d 2c,3c,QhJs,0.002,11.23,0.25119,9.31938,0.24,-2.26,0.03,-0.98,99.72,0.26
Ah 8d 2c,3c,KhTc,0.001,11.46,0.30503,11.0884,0.53,-0.96,0.04,-0.92,99.43,0.31
Ah 8d 2c,3c,KhJc,0.001,11.80,0.30054,10.6166,0.63,-0.72,0.04,-0.82,99.33,0.31
Ah 8d 2c,3c,KhQc,0.001,12.26,0.33157,11.2682,0.59,-0.72,0.04,-0.93,99.37,0.34
Ah 8d 2c,3c,KhTd,0.001,10.89,0.30371,11.6249,0.19,-2.46,0.02,-2.27,99.79,0.31
Ah 8d 2c,3c,KhJd,0.001,11.02,0.28611,10.817,0.20,-2.50,0.02,-1.91,99.78,0.29
Ah 8d 2c,3c,KhQd,0.002,11.67,0.30627,10.9314,0.21,-2.40,0.02,-1.40,99.77,0.31
Ah 8d 2c,3c,Kh2h,0.145,16.77,1.41719,35.2078,48.59,1.40,36.38,1.44,15.03,1.42
Ah 8d 2c,3c,Kh3h,0.002,16.46,1.44114,36.4835,0.54,0.49,0.78,0.93,98.67,1.45
Ah 8d 2c,3c,Kh4h,0.020,18.27,2.61696,59.6747,6.36,2.58,93.10,2.62,0.54,2.32
Ah 8d 2c,3c,Kh5h,0.001,18.04,2.1594,49.8788,4.94,2.05,94.32,2.17,0.74,2.14
Ah 8d 2c,3c,Kh6h,0.002,10.09,0.17601,7.26861,0.25,-2.22,0.02,-1.94,99.73,0.18
Ah 8d 2c,3c,Kh7h,0.002,9.72,0.17475,7.48925,0.23,-2.21,0.02,-1.98,99.75,0.18
Ah 8d 2c,3c,Kh8h,0.053,30.67,3.05622,41.5263,55.00,3.02,42.76,3.10,2.24,3.04
Ah 8d 2c,3c,Kh9h,0.003,10.68,0.33512,13.0765,0.18,-2.66,0.02,-2.39,99.80,0.34
Ah 8d 2c,3c,KhTh,0.001,10.85,0.29972,11.5109,0.18,-2.70,0.02,-2.38,99.80,0.31
Ah 8d 2c,3c,KhJh,0.001,10.76,0.27502,10.647,0.18,-2.71,0.02,-2.17,99.80,0.28
Ah 8d 2c,3c,KhQh,0.001,11.44,0.30294,11.0366,0.19,-2.72,0.02,-1.69,99.79,0.31
Ah 8d 2c,3c,KhTs,0.001,12.41,0.32841,11.0296,0.24,-1.98,0.02,-1.72,99.74,0.33
Ah 8d 2c,3c,KhJs,0.001,12.31,0.31281,10.5864,0.24,-2.10,0.02,-1.47,99.74,0.32
Ah 8d 2c,3c,KhQs,0.002,12.17,0.31785,10.8832,0.22,-2.28,0.02,-1.28,99.75,0.32
Ah 8d 2c,3c,6s6c,0.002,13.13,0.94588,30.0207,86.10,0.95,9.57,0.88,4.32,0.93
Ah 8d 2c,3c,6s6d,0.002,12.58,0.80028,26.5034,1.00,-0.05,0.18,0.16,98.82,0.81
Ah 8d 2c,3c,6s6h,0.002,12.75,0.79895,26.1147,0.84,-0.15,0.12,0.05,99.04,0.81
Ah 8d 2c,3c,6s5s,0.003,10.40,2.55112,102.222,98.52,2.55,0.79,2.39,0.70,2.24
Ah 8d 2c,3c,7s7c,0.001,13.27,0.89328,28.0511,64.50,0.90,17.19,0.85,18.31,0.91
Ah 8d 2c,3c,7s7d,0.001,12.45,0.79515,26.6214,0.71,-0.23,0.05,-0.12,99.24,0.80
Ah 8d 2c,3c,7s7h,0.001,12.58,0.80292,26.6031,0.69,-0.17,0.04,-0.03,99.27,0.81
Ah 8d 2c,3c,7s6s,0.003,2.24,-0.00797,-1.48545,0.40,-1.69,0.02,-1.59,99.58,0.00
Ah 8d 2c,3c,8s8c,0.319,95.24,39.944,174.743,46.51,39.93,52.18,39.96,1.31,39.94
Ah 8d 2c,3c,8s8h,0.295,93.90,41.1641,182.654,51.38,41.17,46.47,41.16,2.14,41.12
Ah 8d 2c,3c,8s7s,0.165,20.70,1.99879,40.2404,59.34,1.98,39.69,2.03,0.97,1.90
Ah 8d 2c,3c,9s9c,0.000,33.31,4.35643,54.5002,98.58,4.36,0.29,4.15,1.14,4.03
Ah 8d 2c,3c,9s9d,0.000,32.37,3.22644,41.5244,1.06,2.79,0.17,2.91,98.77,3.23
Ah 8d 2c,3c,9s9h,0.000,32.36,3.1936,41.1205,1.15,2.81,0.18,3.01,98.67,3.20
Ah 8d 2c,3c,9s8s,0.001,22.73,1.96504,36.0245,89.02,1.97,9.56,1.92,1.43,1.77
Ah 8d 2c,3c,TsTc,0.000,34.57,5.17004,62.3086,99.14,5.18,0.24,4.75,0.62,4.47
Ah 8d 2c,3c,TsTd,0.001,33.92,3.40715,41.8507,18.62,3.42,21.59,3.38,59.79,3.42
Ah 8d 2c,3c,TsTh,0.001,33.82,3.37672,41.6071,3.86,3.26,12.41,3.33,83.73,3.39
Ah 8d 2c,3c,Ts8s,0.002,25.26,2.27244,37.489,79.53,2.28,18.79,2.26,1.68,2.27
Ah 8d 2c,3c,Ts9s,0.001,7.70,0.27819,15.0489,0.27,-1.89,0.02,-1.60,99.71,0.28
Ah 8d 2c,3c,JsTc,0.002,9.18,0.22482,10.206,1.04,-0.61,0.07,-0.39,98.89,0.23
Ah 8d 2c,3c,JsTd,0.002,8.71,0.21649,10.3585,0.25,-2.06,0.02,-1.58,99.73,0.22
Ah 8d 2c,3c,JsTh,0.002,8.69,0.20988,10.0637,0.23,-2.30,0.02,-1.68,99.75,0.22
Ah 8d 2c,3c,Js8s,0.001,27.42,2.53104,38.4628,35.37,2.50,62.43,2.55,2.21,2.48
Ah 8d 2c,3c,Js9s,0.002,8.61,0.25102,12.1457,0.28,-1.96,0.02,-1.32,99.70,0.26
