Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,BET 3%,BET 3 EV,CHECK%,CHECK EV
Ah 8d 2c,2h,Kh6h,0.471,41.40,2.46109,99.0667,98.30,2.46,0.95,2.40,0.75,2.34
Ah 8d 2c,2h,Kh7h,0.637,41.17,2.43163,98.439,98.19,2.43,1.00,2.39,0.81,2.32
Ah 8d 2c,2h,Kh8h,0.685,64.91,4.05416,104.104,0.12,3.40,1.73,3.97,98.15,4.06
Ah 8d 2c,2h,Kh9h,0.933,43.22,2.44242,94.1804,81.97,2.45,16.17,2.44,1.86,2.37
Ah 8d 2c,2h,KhTh,0.795,44.71,2.46664,91.941,19.94,2.47,76.09,2.47,3.98,2.41
Ah 8d 2c,2h,KhJh,0.966,46.87,2.52479,89.7796,12.56,2.51,4.96,2.51,82.48,2.53
Ah 8d 2c,2h,KhQh,0.982,49.14,2.62845,89.1446,0.89,2.51,0.75,2.53,98.36,2.63
Ah 8d 2c,2h,KhTs,0.981,30.34,0.6628,36.411,0.73,0.63,0.72,0.56,98.55,0.66
Ah 8d 2c,2h,KhJs,0.988,33.08,0.81225,40.9286,0.32,0.63,0.31,0.58,99.37,0.81
Ah 8d 2c,2h,KhQs,0.993,36.25,0.99176,45.5921,0.17,0.61,0.16,0.57,99.67,0.99
Ah 8d 2c,2h,6s6c,0.816,45.64,1.78103,65.0367,0.24,1.32,0.25,1.69,99.51,1.78
Ah 8d 2c,2h,6s6d,0.830,45.58,1.77743,64.9883,0.25,1.33,0.25,1.69,99.50,1.78
Ah 8d 2c,2h,6s6h,0.846,45.78,1.78641,65.035,0.30,1.47,0.30,1.68,99.40,1.79
Ah 8d 2c,2h,6s5s,0.627,8.32,0.62065,124.391,31.67,0.62,3.87,0.59,64.46,0.62
Ah 8d 2c,2h,7s7c,0.808,46.55,1.79033,64.102,0.29,1.40,0.68,1.78,99.03,1.79
Ah 8d 2c,2h,7s7d,0.824,46.50,1.80217,64.5891,0.28,1.39,0.28,1.78,99.44,1.80
Ah 8d 2c,2h,7s7h,0.804,46.73,1.79845,64.1461,0.37,1.49,0.37,1.79,99.26,1.80
Ah 8d 2c,2h,7s6s,0.749,8.32,0.58876,117.925,18.56,0.59,3.28,0.56,78.16,0.59
Ah 8d 2c,2h,8s8c,0.336,97.91,12.9317,220.139,97.77,12.93,1.90,12.83,0.33,12.88
Ah 8d 2c,2h,8s8h,0.313,97.90,12.8695,219.083,98.47,12.87,1.26,12.76,0.27,12.72
Ah 8d 2c,2h,8s7s,0.668,53.34,2.41594,75.4929,0.12,1.36,0.13,2.28,99.76,2.42
Ah 8d 2c,2h,9s9c,0.712,58.94,3.10332,87.7544,0.09,1.64,20.92,3.10,78.98,3.10
Ah 8d 2c,2h,9s9d,0.751,58.98,3.11729,88.0882,0.09,1.65,11.62,3.12,88.29,3.12
Ah 8d 2c,2h,9s9h,0.715,59.20,3.10805,87.5012,0.10,1.70,24.27,3.11,75.64,3.11
Ah 8d 2c,2h,9s8s,0.956,54.33,2.48843,76.3378,0.11,1.34,0.11,2.39,99.78,2.49
Ah 8d 2c,2h,TsTc,0.767,61.67,3.43145,92.7376,0.09,1.88,0.14,3.36,99.77,3.43
Ah 8d 2c,2h,TsTd,0.813,61.65,3.42997,92.7286,0.09,1.88,0.17,3.36,99.74,3.43
Ah 8d 2c,2h,TsTh,0.816,61.82,3.42539,92.344,0.09,1.90,0.08,3.35,99.83,3.43
Ah 8d 2c,2h,Ts8s,0.848,54.86,2.55664,77.6736,0.10,1.38,0.10,2.36,99.80,2.56
Ah 8d 2c,2h,Ts9s,0.597,11.01,0.42359,64.0936,1.61,0.37,18.18,0.42,80.21,0.43
Ah 8d 2c,2h,JsTc,0.667,13.80,0.37308,45.0545,5.79,0.36,38.49,0.37,55.72,0.37
Ah 8d 2c,2h,JsTd,0.660,13.80,0.37172,44.885,5.60,0.36,39.13,0.37,55.28,0.37
Ah 8d 2c,2h,JsTh,0.639,13.94,0.42651,51.002,21.53,0.42,39.82,0.43,38.65,0.43
Ah 8d 2c,2h,Js8s,0.845,54.98,2.57398,78.0312,0.10,1.39,0.10,2.35,99.80,2.58
Ah 8d 2c,2h,Js9s,0.830,12.56,0.42936,56.9707,1.81,0.36,39.68,0.43,58.51,0.43
Ah 8d 2c,2h,JsTs,0.602,13.67,0.35089,42.7774,4.74,0.35,37.04,0.35,58.22,0.35
Ah 8d 2c,2h,QsTc,0.724,18.25,0.35265,32.2117,3.51,0.33,52.59,0.36,43.90,0.35
Ah 8d 2c,2h,QsJc,0.789,19.84,0.35861,30.1212,4.72,0.35,47.69,0.36,47.59,0.36
Ah 8d 2c,2h,QsTd,0.709,18.25,0.35131,32.0867,3.41,0.33,52.84,0.35,43.75,0.35
Ah 8d 2c,2h,QsJd,0.781,19.84,0.35951,30.1968,4.59,0.35,46.94,0.36,48.46,0.36
Ah 8d 2c,2h,QsTh,0.692,18.39,0.40455,36.6565,10.78,0.40,41.27,0.41,47.94,0.40
Ah 8d 2c,2h,QsJh,0.689,20.07,0.41881,34.7779,22.30,0.42,61.26,0.42,16.44,0.40
Ah 8d 2c,2h,Qs8s,0.927,55.12,2.58385,78.1247,0.10,1.37,0.09,2.35,99.81,2.59
Ah 8d 2c,2h,Qs9s,0.977,16.44,0.40066,40.6198,1.38,0.34,5.21,0.40,93.41,0.40
Ah 8d 2c,2h,QsTs,0.769,18.03,0.33336,30.8141,2.89,0.31,31.30,0.34,65.82,0.33
Ah 8d 2c,2h,QsJs,0.809,19.62,0.34531,29.3374,3.25,0.32,15.16,0.35,81.59,0.35
Ah 8d 2c,2h,KsTc,0.879,29.85,0.58914,32.8894,0.31,0.26,0.30,0.48,99.39,0.59
Ah 8d 2c,2h,KsJc,0.983,32.53,0.73368,37.5857,0.21,0.29,0.20,0.52,99.59,0.74
Ah 8d 2c,2h,KsQc,0.992,35.58,0.9074,42.5055,0.14,0.27,0.13,0.54,99.73,0.91
Ah 8d 2c,2h,KsTd,0.831,29.87,0.58916,32.8777,0.31,0.26,0.30,0.47,99.39,0.59
Ah 8d 2c,2h,KsJd,0.983,32.54,0.73519,37.651,0.21,0.29,0.20,0.52,99.59,0.74
Ah 8d 2c,2h,KsQd,0.992,35.57,0.91157,42.7075,0.14,0.27,0.13,0.54,99.73,0.91
Ah 8d 2c,2h,KsTh,0.858,30.04,0.60559,33.5953,0.42,0.35,0.39,0.52,99.19,0.61
Ah 8d 2c,2h,KsJh,0.980,32.80,0.76449,38.846,0.25,0.38,0.23,0.57,99.52,0.77
Ah 8d 2c,2h,KsQh,0.992,35.80,0.92512,43.0747,0.16,0.37,0.15,0.59,99.69,0.93
Ah 8d 2c,2h,Ks2s,0.695,95.46,11.1162,194.088,99.74,11.12,0.15,10.55,0.11,10.50
Ah 8d 2c,2h,Ks3s,0.849,25.87,0.41613,26.8076,50.82,0.41,6.87,0.42,42.31,0.42
Ah 8d 2c,2h,Ks4s,0.819,25.97,0.4226,27.1236,47.12,0.42,10.85,0.43,42.04,0.43
Ah 8d 2c,2h,Ks5s,0.932,25.89,0.42498,27.358,8.26,0.43,3.26,0.40,88.48,0.43
Ah 8d 2c,2h,Ks6s,0.974,25.95,0.42195,27.1043,2.15,0.38,2.16,0.40,95.68,0.42
Ah 8d 2c,2h,Ks7s,0.982,25.49,0.41423,27.0794,1.18,0.38,1.15,0.37,97.67,0.42
Ah 8d 2c,2h,Ks8s,0.842,54.79,2.5571,77.7911,0.10,1.28,0.09,2.37,99.81,2.56
Ah 8d 2c,2h,Ks9s,0.989,27.13,0.50846,31.2341,0.36,0.22,0.35,0.40,99.29,0.51
Ah 8d 2c,2h,KsTs,0.962,29.63,0.57824,32.5279,0.29,0.24,0.27,0.45,99.44,0.58
Ah 8d 2c,2h,KsJs,0.984,32.29,0.72052,37.1883,0.20,0.26,0.19,0.50,99.61,0.72
Ah 8d 2c,2h,KsQs,0.992,35.39,0.8953,42.1643,0.14,0.25,0.13,0.52,99.74,0.90
Ah 8d 2c,2h,As3c,0.901,85.93,6.19924,120.242,0.30,5.73,0.84,6.20,98.86,6.20
Ah 8d 2c,2h,As4c,0.895,86.11,6.21685,120.332,0.32,5.76,1.06,6.22,98.62,6.22
Ah 8d 2c,2h,As5c,0.857,86.23,6.21629,120.151,0.35,5.80,10.66,6.22,88.99,6.22
Ah 8d 2c,2h,As6c,0.884,86.32,6.23268,120.343,0.36,5.82,6.69,6.23,92.95,6.23
Ah 8d 2c,2h,As7c,0.782,86.29,6.23056,120.348,0.40,5.87,10.26,6.23,89.35,6.23
Ah 8d 2c,2h,As8c,0.522,95.88,9.43412,163.984,99.29,9.44,0.30,9.33,0.41,9.17
Ah 8d 2c,2h,As9c,0.589,88.85,6.7525,126.665,1.28,6.63,66.37,6.75,32.35,6.75
Ah 8d 2c,2h,AsTc,0.676,90.13,7.13239,131.886,2.42,7.10,95.54,7.13,2.04,7.10
Ah 8d 2c,2h,AsJc,0.701,91.39,7.50794,136.923,8.81,7.49,87.54,7.51,3.65,7.50
Ah 8d 2c,2h,As2d,0.614,97.95,10.72,182.409,93.11,10.72,1.06,10.60,5.82,10.72
Ah 8d 2c,2h,As3d,0.904,85.93,6.19724,120.203,0.31,5.73,0.84,6.20,98.85,6.20
Ah 8d 2c,2h,As4d,0.900,86.11,6.21497,120.297,0.32,5.76,3.17,6.22,96.51,6.22
Ah 8d 2c,2h,As5d,0.863,86.23,6.21549,120.135,0.35,5.80,11.07,6.21,88.58,6.22
Ah 8d 2c,2h,As6d,0.887,86.33,6.23307,120.333,0.36,5.82,6.99,6.23,92.65,6.23
Ah 8d 2c,2h,As7d,0.814,86.30,6.22102,120.143,0.40,5.87,12.94,6.22,86.65,6.22
Ah 8d 2c,2h,As9d,0.592,88.86,6.74789,126.571,1.30,6.63,67.88,6.75,30.82,6.75
Ah 8d 2c,2h,AsTd,0.700,90.12,7.13122,131.885,2.44,7.10,95.50,7.13,2.06,7.09
Ah 8d 2c,2h,AsJd,0.731,91.37,7.50047,136.813,9.25,7.49,87.76,7.50,2.99,7.50
Ah 8d 2c,2h,As3h,0.906,86.04,6.22195,120.517,0.35,5.81,13.69,6.22,85.96,6.22
Ah 8d 2c,2h,As4h,0.898,86.22,6.23974,120.612,0.37,5.85,15.59,6.24,84.04,6.24
Ah 8d 2c,2h,As5h,0.846,86.40,6.24897,120.539,0.37,5.86,7.06,6.25,92.57,6.25
Ah 8d 2c,2h,As6h,0.868,86.56,6.26853,120.69,0.37,5.87,4.23,6.27,95.40,6.27
Ah 8d 2c,2h,As7h,0.710,86.57,6.2707,120.725,0.39,5.91,5.51,6.27,94.09,6.27
Ah 8d 2c,2h,As8h,0.442,96.05,9.44786,163.943,99.34,9.45,0.32,9.33,0.35,9.14
Ah 8d 2c,2h,As9h,0.525,89.10,6.79103,127.023,1.26,6.69,92.97,6.79,5.77,6.79
Ah 8d 2c,2h,AsTh,0.678,90.36,7.17369,132.314,2.62,7.17,95.17,7.18,2.21,7.12
Ah 8d 2c,2h,AsJh,0.682,91.62,7.52099,136.822,26.82,7.52,64.52,7.52,8.66,7.51
Ah 8d 2c,2h,As2s,0.675,97.95,10.7011,182.08,94.03,10.70,1.08,10.59,4.89,10.70
Ah 8d 2c,2h,As3s,0.789,85.90,6.19748,120.249,0.31,5.73,0.85,6.20,98.84,6.20
Ah 8d 2c,2h,As4s,0.777,86.07,6.2153,120.347,0.32,5.76,1.78,6.21,97.90,6.22
Ah 8d 2c,2h,As5s,0.769,86.13,6.20791,120.126,0.35,5.79,8.78,6.21,90.87,6.21
Ah 8d 2c,2h,As6s,0.804,86.26,6.23151,120.405,0.35,5.82,2.29,6.23,97.36,6.23
Ah 8d 2c,2h,As7s,0.639,86.18,6.22486,120.385,0.38,5.87,10.27,6.22,89.35,6.23
Ah 8d 2c,2h,As8s,0.442,95.84,9.44972,164.326,99.37,9.45,0.26,9.31,0.36,9.16
Ah 8d 2c,2h,As9s,0.560,88.65,6.72965,126.524,1.44,6.64,69.72,6.73,28.84,6.73
Ah 8d 2c,2h,AsTs,0.710,90.08,7.13267,131.974,2.56,7.10,95.32,7.13,2.12,7.10
Ah 8d 2c,3h,6c5c,0.442,15.21,1.59951,175.313,55.87,1.60,42.32,1.60,1.80,1.55
Ah 8d 2c,3h,7c6c,0.496,6.92,0.63241,152.242,11.94,0.63,3.01,0.58,85.05,0.63
Ah 8d 2c,3h,8c7c,0.671,51.85,2.31098,74.2802,0.15,1.73,0.17,2.08,99.68,2.31
Ah 8d 2c,3h,9c8c,0.916,53.62,2.43652,75.7319,0.13,1.73,0.16,2.25,99.71,2.44
Ah 8d 2c,3h,Tc8c,0.763,54.84,2.53705,77.1015,0.13,1.83,0.16,2.35,99.71,2.54
Ah 8d 2c,3h,Tc9c,0.435,9.74,0.43698,74.7696,10.24,0.44,11.28,0.42,78.47,0.44
Ah 8d 2c,3h,Jc8c,0.769,56.17,2.67995,79.5221,0.13,1.90,0.15,2.50,99.73,2.68
Ah 8d 2c,3h,Jc9c,0.533,11.47,0.42063,61.111,9.90,0.42,20.73,0.42,69.37,0.42
Ah 8d 2c,3h,JcTc,0.517,12.84,0.30479,39.5485,4.20,0.28,52.84,0.31,42.96,0.30
Ah 8d 2c,3h,JcTd,0.737,12.90,0.3114,40.2249,4.08,0.29,60.18,0.31,35.75,0.31
Ah 8d 2c,3h,JcTh,0.715,13.04,0.37066,47.3929,12.43,0.37,48.29,0.37,39.28,0.37
Ah 8d 2c,3h,JcTs,0.726,12.76,0.29455,38.4884,3.64,0.28,57.03,0.30,39.33,0.29
Ah 8d 2c,3h,Qc8c,0.884,57.33,2.80892,81.6594,0.12,1.93,0.14,2.62,99.74,2.81
Ah 8d 2c,3h,Qc9c,0.815,15.65,0.38852,41.3728,8.29,0.37,12.77,0.39,78.93,0.39
Ah 8d 2c,3h,QcTc,0.396,17.93,0.28026,26.0499,3.49,0.25,28.51,0.28,67.99,0.28
Ah 8d 2c,3h,QcJc,0.491,20.24,0.29953,24.6619,2.40,0.26,9.06,0.29,88.54,0.30
Ah 8d 2c,3h,QcTd,0.801,17.99,0.2868,26.5642,3.46,0.26,49.95,0.29,46.58,0.29
Ah 8d 2c,3h,QcJd,0.811,20.30,0.3035,24.9172,2.71,0.26,10.38,0.30,86.92,0.31
Ah 8d 2c,3h,QcTh,0.798,18.14,0.34495,31.689,13.08,0.34,43.32,0.35,43.60,0.35
Ah 8d 2c,3h,QcJh,0.765,20.54,0.36008,29.2184,40.67,0.36,40.25,0.36,19.08,0.36
Ah 8d 2c,3h,QcTs,0.782,17.74,0.27119,25.4717,3.09,0.25,32.79,0.27,64.12,0.27
Ah 8d 2c,3h,QcJs,0.824,20.04,0.29238,24.3154,1.85,0.24,5.27,0.28,92.88,0.29
Ah 8d 2c,3h,Kc3c,0.460,44.05,1.88795,71.4262,0.23,1.77,0.25,1.51,99.52,1.89
Ah 8d 2c,3h,Kc4c,0.377,28.75,1.3615,78.9276,63.28,1.36,35.61,1.36,1.11,1.22
Ah 8d 2c,3h,Kc5c,0.419,28.99,1.25086,71.9189,85.42,1.25,12.57,1.25,2.01,1.18
Ah 8d 2c,3h,Kc6c,0.677,22.91,0.35977,26.1746,2.21,0.32,11.10,0.35,86.68,0.36
Ah 8d 2c,3h,Kc7c,0.845,24.20,0.36588,25.198,5.91,0.37,6.04,0.37,88.06,0.37
Ah 8d 2c,3h,Kc8c,0.805,58.43,2.94034,83.8703,0.12,2.02,0.14,2.86,99.74,2.94
Ah 8d 2c,3h,Kc9c,0.956,27.95,0.47754,28.4758,0.44,0.30,0.50,0.41,99.06,0.48
Ah 8d 2c,3h,KcTc,0.791,31.33,0.63506,33.779,0.21,0.22,0.22,0.44,99.57,0.64
Ah 8d 2c,3h,KcJc,0.970,34.91,0.84961,40.5634,0.14,0.29,0.14,0.49,99.71,0.85
Ah 8d 2c,3h,KcQc,0.984,38.35,1.07948,46.9151,0.10,0.30,0.10,0.50,99.80,1.08
Ah 8d 2c,3h,KcTd,0.976,31.35,0.63519,33.7722,0.21,0.22,0.22,0.44,99.57,0.64
Ah 8d 2c,3h,KcJd,0.987,34.92,0.85178,40.6539,0.14,0.29,0.14,0.49,99.71,0.85
Ah 8d 2c,3h,KcQd,0.991,38.34,1.07949,46.9225,0.10,0.30,0.10,0.50,99.80,1.08
Ah 8d 2c,3h,KcTh,0.975,31.53,0.64904,34.3073,0.27,0.34,0.28,0.49,99.45,0.65
Ah 8d 2c,3h,KcJh,0.985,35.19,0.87305,41.3544,0.17,0.40,0.17,0.54,99.66,0.87
Ah 8d 2c,3h,KcQh,0.991,38.57,1.10575,47.7779,0.12,0.41,0.11,0.56,99.78,1.11
Ah 8d 2c,3h,KcTs,0.979,31.09,0.63376,33.9724,0.19,0.21,0.21,0.42,99.60,0.64
Ah 8d 2c,3h,KcJs,0.987,34.65,0.83511,40.1631,0.14,0.26,0.14,0.46,99.72,0.84
Ah 8d 2c,3h,KcQs,0.992,38.15,1.06945,46.7213,0.10,0.28,0.09,0.48,99.80,1.07
Ah 8d 2c,3h,Ac3c,0.795,93.37,8.29425,148.057,27.51,8.29,49.21,8.29,23.28,8.29
Ah 8d 2c,3h,Ac4c,0.784,82.04,5.65406,114.867,0.16,5.00,0.53,5.60,99.31,5.66
Ah 8d 2c,3h,Ac5c,0.707,83.85,5.85022,116.279,0.17,5.32,0.60,5.77,99.23,5.85
Ah 8d 2c,3h,Ac6c,0.770,83.54,5.71437,114.005,0.16,5.24,0.69,5.62,99.15,5.72
Ah 8d 2c,3h,Ac7c,0.546,85.03,5.9306,116.252,0.39,5.64,1.70,5.92,97.91,5.93
Ah 8d 2c,3h,Ac8c,0.342,95.94,9.45808,164.311,97.98,9.46,1.08,9.40,0.95,9.43
Ah 8d 2c,3h,Ac9c,0.502,87.24,6.39719,122.208,2.15,6.33,13.30,6.40,84.55,6.40
Ah 8d 2c,3h,AcTc,0.691,88.51,6.74165,126.953,5.98,6.72,54.24,6.74,39.79,6.74
Ah 8d 2c,3h,Ac2d,0.616,90.88,7.39052,135.542,2.73,7.35,54.96,7.39,42.31,7.39
Ah 8d 2c,3h,Ac3d,0.913,93.37,8.2967,148.089,23.85,8.29,53.11,8.30,23.04,8.30
Ah 8d 2c,3h,Ac4d,0.908,82.04,5.65436,114.874,0.15,5.00,0.53,5.60,99.32,5.66
Ah 8d 2c,3h,Ac5d,0.871,83.85,5.85074,116.289,0.17,5.32,0.60,5.77,99.23,5.85
Ah 8d 2c,3h,Ac6d,0.900,83.56,5.7158,114.005,0.16,5.24,0.71,5.62,99.13,5.72
Ah 8d 2c,3h,Ac7d,0.852,85.05,5.92234,116.055,0.43,5.64,2.73,5.92,96.84,5.92
Ah 8d 2c,3h,Ac9d,0.614,87.25,6.38621,121.989,2.34,6.33,21.76,6.39,75.90,6.39
Ah 8d 2c,3h,AcTd,0.695,88.52,6.74206,126.942,5.99,6.72,54.70,6.74,39.31,6.74
Ah 8d 2c,3h,AcJd,0.728,89.34,6.97315,130.087,27.11,6.97,53.20,6.97,19.68,6.98
Ah 8d 2c,3h,Ac2h,0.622,90.93,7.39127,135.477,2.28,7.35,89.06,7.39,8.65,7.39
Ah 8d 2c,3h,Ac4h,0.906,82.15,5.67786,115.196,0.16,5.04,0.55,5.63,99.29,5.68
Ah 8d 2c,3h,Ac5h,0.846,84.02,5.88686,116.771,0.18,5.36,0.64,5.82,99.18,5.89
Ah 8d 2c,3h,Ac6h,0.885,83.79,5.76763,114.72,0.15,5.29,0.71,5.67,99.14,5.77
Ah 8d 2c,3h,Ac7h,0.793,85.32,5.97894,116.788,0.33,5.67,1.57,5.96,98.10,5.98
Ah 8d 2c,3h,Ac8h,0.537,96.13,9.3239,161.661,82.73,9.32,12.60,9.32,4.66,9.31
Ah 8d 2c,3h,Ac9h,0.542,87.51,6.43187,122.5,3.28,6.41,46.70,6.43,50.02,6.43
Ah 8d 2c,3h,AcTh,0.675,88.77,6.78715,127.434,13.05,6.79,56.24,6.79,30.71,6.79
Ah 8d 2c,3h,AcJh,0.671,89.59,7.01236,130.446,34.29,7.01,48.38,7.01,17.33,7.01
Ah 8d 2c,3h,Ac2s,0.687,90.88,7.38485,135.437,2.91,7.35,49.51,7.39,47.58,7.39
Ah 8d 2c,3h,Ac3s,0.820,93.37,8.28617,147.916,41.36,8.29,23.00,8.28,35.64,8.29
Ah 8d 2c,3h,Ac4s,0.800,82.01,5.64385,114.702,0.16,5.01,0.53,5.59,99.31,5.65
Ah 8d 2c,3h,Ac5s,0.807,83.77,5.83776,116.152,0.17,5.32,0.60,5.75,99.23,5.84
Ah 8d 2c,3h,Ac6s,0.840,83.48,5.71287,114.062,0.15,5.23,0.68,5.61,99.16,5.71
Ah 8d 2c,3h,Ac7s,0.713,84.92,5.92707,116.327,0.40,5.64,1.75,5.92,97.86,5.93
Ah 8d 2c,3h,Ac8s,0.535,95.92,9.48377,164.784,98.35,9.48,0.88,9.42,0.77,9.43
Ah 8d 2c,3h,Ac9s,0.596,87.02,6.38078,122.212,2.37,6.33,17.29,6.38,80.34,6.38
Ah 8d 2c,3h,AcTs,0.721,88.46,6.73596,126.906,5.92,6.71,52.22,6.74,41.86,6.74
Ah 8d 2c,3h,AcJs,0.715,89.28,6.9731,130.171,24.68,6.97,50.63,6.97,24.69,6.97
Ah 8d 2c,3h,6d6c,0.713,44.86,1.73053,64.3003,0.19,1.34,0.19,1.41,99.61,1.73
Ah 8d 2c,3h,6d5d,0.418,15.20,1.60355,175.864,57.60,1.60,40.73,1.60,1.68,1.55
Ah 8d 2c,3h,7d7c,0.661,45.93,1.78295,64.6986,0.19,1.34,0.18,1.50,99.63,1.78
Ah 8d 2c,3h,7d6d,0.448,6.91,0.63602,153.427,17.16,0.64,2.82,0.57,80.03,0.64
Ah 8d 2c,3h,9d9c,0.690,58.66,2.96205,84.1542,0.11,1.87,0.13,2.90,99.76,2.96
Ah 8d 2c,3h,TdTc,0.828,60.83,3.15519,86.4497,0.09,1.90,0.10,3.04,99.81,3.16
Ah 8d 2c,3h,Td9d,0.414,9.77,0.44466,75.87,11.89,0.45,13.48,0.43,74.64,0.45
Ah 8d 2c,3h,JdTc,0.727,12.88,0.31225,40.4,4.03,0.29,60.06,0.32,35.91,0.31
Ah 8d 2c,3h,Jd9d,0.515,11.54,0.4313,62.2956,10.96,0.43,28.37,0.43,60.67,0.43
Ah 8d 2c,3h,JdTd,0.456,12.84,0.30422,39.4973,3.91,0.28,48.18,0.31,47.91,0.30
Ah 8d 2c,3h,JdTh,0.729,13.02,0.37062,47.4486,11.44,0.37,46.69,0.37,41.87,0.37
Ah 8d 2c,3h,JdTs,0.726,12.74,0.29474,38.5611,3.52,0.28,55.93,0.30,40.54,0.29
Ah 8d 2c,3h,QdTc,0.802,17.96,0.2878,26.7088,3.36,0.26,40.50,0.29,56.14,0.29
Ah 8d 2c,3h,QdJc,0.812,20.27,0.30497,25.0704,2.52,0.27,9.69,0.30,87.79,0.31
Ah 8d 2c,3h,Qd9d,0.773,15.74,0.40144,42.508,7.45,0.38,15.77,0.40,76.79,0.40
Ah 8d 2c,3h,QdTd,0.430,17.91,0.28144,26.1836,3.11,0.25,18.08,0.28,78.81,0.28
Ah 8d 2c,3h,QdJd,0.537,20.22,0.30139,24.8419,2.07,0.25,7.87,0.29,90.05,0.30
Ah 8d 2c,3h,QdTh,0.792,18.11,0.34537,31.7808,12.27,0.34,37.06,0.35,50.68,0.35
Ah 8d 2c,3h,QdJh,0.760,20.52,0.36017,29.2598,40.71,0.36,38.47,0.36,20.82,0.36
Ah 8d 2c,3h,QdTs,0.771,17.71,0.27235,25.6255,2.89,0.25,18.55,0.27,78.57,0.27
Ah 8d 2c,3h,QdJs,0.820,20.01,0.29341,24.4343,1.70,0.24,4.83,0.27,93.47,0.30
Ah 8d 2c,3h,KdTc,0.977,31.42,0.63598,33.7357,0.20,0.21,0.22,0.45,99.58,0.64
Ah 8d 2c,3h,KdJc,0.988,35.00,0.85066,40.5112,0.14,0.27,0.14,0.50,99.72,0.85
Ah 8d 2c,3h,KdQc,0.992,38.44,1.08102,46.8704,0.10,0.28,0.09,0.51,99.80,1.08
Ah 8d 2c,3h,Kd2d,0.527,43.17,1.74862,67.5059,0.17,1.45,0.18,1.29,99.65,1.75
Ah 8d 2c,3h,Kd3d,0.381,43.91,1.90025,72.1313,0.22,1.76,0.24,1.48,99.54,1.90
Ah 8d 2c,3h,Kd4d,0.330,28.76,1.37137,79.4752,59.99,1.37,38.92,1.37,1.10,1.22
Ah 8d 2c,3h,Kd5d,0.337,29.01,1.25378,72.0367,75.44,1.26,22.38,1.25,2.18,1.19
Ah 8d 2c,3h,Kd6d,0.619,22.93,0.36131,26.2673,1.98,0.31,10.61,0.36,87.41,0.36
Ah 8d 2c,3h,Kd7d,0.820,24.22,0.36925,25.4121,2.34,0.37,3.80,0.37,93.86,0.37
Ah 8d 2c,3h,Kd9d,0.954,28.12,0.48765,28.9036,0.44,0.30,0.50,0.43,99.06,0.49
Ah 8d 2c,3h,KdTd,0.861,31.43,0.63602,33.7248,0.20,0.21,0.22,0.45,99.58,0.64
Ah 8d 2c,3h,KdJd,0.977,35.01,0.85269,40.5951,0.14,0.27,0.14,0.50,99.72,0.85
Ah 8d 2c,3h,KdQd,0.987,38.43,1.08095,46.8748,0.10,0.28,0.09,0.51,99.80,1.08
Ah 8d 2c,3h,KdTh,0.976,31.62,0.6499,34.2605,0.27,0.33,0.28,0.50,99.46,0.65
Ah 8d 2c,3h,KdJh,0.986,35.27,0.87432,41.3115,0.17,0.38,0.17,0.55,99.67,0.88
Ah 8d 2c,3h,KdQh,0.992,38.66,1.10769,47.749,0.11,0.39,0.11,0.57,99.78,1.11
Ah 8d 2c,3h,KdTs,0.980,31.18,0.63464,33.9263,0.19,0.20,0.20,0.43,99.61,0.64
Ah 8d 2c,3h,KdJs,0.988,34.74,0.8362,40.113,0.14,0.24,0.14,0.47,99.73,0.84
Ah 8d 2c,3h,KdQs,0.992,38.24,1.07104,46.6788,0.10,0.26,0.09,0.49,99.81,1.07
Ah 8d 2c,3h,Ad3c,0.911,93.36,8.28958,147.98,24.88,8.29,51.71,8.29,23.41,8.29
Ah 8d 2c,3h,Ad4c,0.907,82.04,5.65412,114.858,0.15,5.00,0.53,5.60,99.32,5.66
Ah 8d 2c,3h,Ad5c,0.868,83.86,5.85119,116.288,0.17,5.32,0.60,5.77,99.23,5.85
Ah 8d 2c,3h,Ad6c,0.898,83.55,5.71597,114.022,0.16,5.24,0.69,5.62,99.16,5.72
Ah 8d 2c,3h,Ad7c,0.833,85.03,5.93124,116.252,0.38,5.64,1.69,5.92,97.92,5.93
Ah 8d 2c,3h,Ad8c,0.537,95.95,9.45481,164.226,97.95,9.46,1.09,9.40,0.96,9.42
Ah 8d 2c,3h,Ad9c,0.612,87.24,6.39735,122.213,2.14,6.33,14.48,6.40,83.38,6.40
Ah 8d 2c,3h,AdTc,0.682,88.53,6.74394,126.961,5.92,6.72,53.87,6.75,40.21,6.74
Ah 8d 2c,3h,AdJc,0.700,89.35,6.97771,130.151,26.77,6.97,53.46,6.98,19.77,6.98
Ah 8d 2c,3h,Ad2d,0.460,90.88,7.39147,135.555,2.74,7.35,47.47,7.39,49.79,7.39
Ah 8d 2c,3h,Ad3d,0.779,93.37,8.29303,148.031,24.64,8.29,51.61,8.30,23.75,8.29
Ah 8d 2c,3h,Ad4d,0.771,82.04,5.65445,114.866,0.15,5.00,0.53,5.60,99.32,5.66
Ah 8d 2c,3h,Ad5d,0.682,83.86,5.85215,116.307,0.17,5.32,0.59,5.77,99.24,5.85
Ah 8d 2c,3h,Ad6d,0.757,83.55,5.71582,114.015,0.16,5.24,0.70,5.62,99.14,5.72
