Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 21%,RAISE 21 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah 8d 2c,3c,Ts8s,0.843,37.62,-0.00106,-0.02351,0.17,-0.24,11.21,-0.01,88.62,0.00
Ah 8d 2c,3c,Ts9s,0.540,9.82,-0.00271,-0.22983,0.04,-5.89,0.01,-5.82,99.95,0.00
Ah 8d 2c,3c,JsTc,0.168,15.10,-0.00285,-0.15714,0.03,-7.04,0.01,-5.20,99.96,0.00
Ah 8d 2c,3c,JsTd,0.192,15.98,-0.00276,-0.14413,0.04,-6.27,0.01,-5.01,99.95,0.00
Ah 8d 2c,3c,JsTh,0.256,16.00,-0.00279,-0.14538,0.04,-6.30,0.01,-5.00,99.95,0.00
Ah 8d 2c,3c,Js8s,0.842,37.96,-0.0032,-0.07022,0.11,-1.35,10.79,-0.02,89.11,0.00
Ah 8d 2c,3c,Js9s,0.090,12.89,-0.00276,-0.17823,0.04,-6.22,0.01,-5.38,99.95,0.00
Ah 8d 2c,3c,JsTs,0.339,16.05,-0.00279,-0.14465,0.04,-6.30,0.01,-5.00,99.95,0.00
Ah 8d 2c,3c,QsTc,0.003,17.58,-0.00277,-0.13145,0.04,-6.34,0.01,-4.89,99.95,0.00
Ah 8d 2c,3c,QsJc,0.016,17.84,-0.00282,-0.13154,0.04,-6.37,0.01,-4.80,99.95,0.00
Ah 8d 2c,3c,QsTd,0.003,19.33,-0.00263,-0.11339,0.04,-5.39,0.01,-4.54,99.95,0.00
Ah 8d 2c,3c,QsJd,0.019,20.61,-0.00273,-0.11022,0.04,-5.89,0.01,-4.24,99.95,0.00
Ah 8d 2c,3c,QsTh,0.003,19.34,-0.00266,-0.11466,0.04,-5.43,0.01,-4.53,99.95,0.00
Ah 8d 2c,3c,QsJh,0.100,20.86,-0.00276,-0.11042,0.04,-6.13,0.01,-4.25,99.95,0.00
Ah 8d 2c,3c,Qs8s,0.921,38.37,-0.00398,-0.0865,0.09,-0.94,6.80,-0.05,93.11,0.00
Ah 8d 2c,3c,Qs9s,0.000,18.10,-0.00264,-0.12158,0.04,-5.44,0.01,-4.79,99.95,0.00
Ah 8d 2c,3c,QsTs,0.144,19.35,-0.00266,-0.1144,0.04,-5.45,0.01,-4.53,99.95,0.00
Ah 8d 2c,3c,QsJs,0.532,20.95,-0.00274,-0.10914,0.04,-5.87,0.01,-4.22,99.95,0.00
Ah 8d 2c,3c,KsTc,0.003,21.77,-0.00273,-0.10459,0.03,-5.66,0.02,-4.10,99.95,0.00
Ah 8d 2c,3c,KsJc,0.004,21.01,-0.00281,-0.11153,0.03,-5.69,0.03,-4.18,99.94,0.00
Ah 8d 2c,3c,KsQc,0.011,23.18,-0.00262,-0.09423,0.03,-3.99,0.04,-3.82,99.93,0.00
Ah 8d 2c,3c,KsTd,0.003,23.73,-0.0026,-0.09128,0.03,-4.89,0.02,-3.67,99.94,0.00
Ah 8d 2c,3c,KsJd,0.128,23.98,-0.00269,-0.09341,0.03,-5.29,0.03,-3.54,99.94,0.00
Ah 8d 2c,3c,KsQd,0.028,24.67,-0.00258,-0.08723,0.03,-4.06,0.04,-3.59,99.93,0.00
Ah 8d 2c,3c,KsTh,0.003,23.75,-0.00263,-0.09211,0.04,-4.92,0.02,-3.67,99.94,0.00
Ah 8d 2c,3c,KsJh,0.048,24.30,-0.00272,-0.09315,0.03,-5.47,0.03,-3.55,99.94,0.00
Ah 8d 2c,3c,KsQh,0.007,24.85,-0.00265,-0.08881,0.03,-4.46,0.04,-3.60,99.93,0.00
Ah 8d 2c,3c,Ks2s,0.637,28.74,-0.00316,-0.09161,0.01,-1.36,0.22,-1.34,99.76,0.00
Ah 8d 2c,3c,Ks3s,0.000,29.22,-0.00331,-0.09445,0.01,-2.10,0.21,-1.46,99.78,0.00
Ah 8d 2c,3c,Ks4s,0.001,27.91,-0.00232,-0.06922,0.07,-1.34,0.07,-1.94,99.86,0.00
Ah 8d 2c,3c,Ks5s,0.000,27.67,-0.00252,-0.07579,0.06,-2.05,0.06,-2.06,99.88,0.00
Ah 8d 2c,3c,Ks6s,0.000,21.81,-0.00258,-0.09867,0.04,-5.03,0.01,-4.09,99.95,0.00
Ah 8d 2c,3c,Ks7s,0.000,22.23,-0.00257,-0.09645,0.04,-5.02,0.01,-4.00,99.95,0.00
Ah 8d 2c,3c,Ks8s,0.799,38.98,0.07929,1.69501,0.06,-0.51,82.42,0.10,17.52,0.00
Ah 8d 2c,3c,Ks9s,0.004,23.27,-0.00257,-0.09214,0.04,-4.93,0.02,-3.75,99.94,0.00
Ah 8d 2c,3c,KsTs,0.165,23.78,-0.00262,-0.09176,0.04,-4.93,0.02,-3.66,99.94,0.00
Ah 8d 2c,3c,KsJs,0.577,24.39,-0.00267,-0.0913,0.03,-5.15,0.03,-3.50,99.94,0.00
Ah 8d 2c,3c,KsQs,0.458,24.84,-0.00264,-0.08844,0.03,-4.36,0.04,-3.56,99.93,0.00
Ah 8d 2c,3c,As4c,0.891,47.41,1.7808,31.304,0.05,0.36,99.84,1.78,0.11,0.00
Ah 8d 2c,3c,As5c,0.854,46.95,1.48571,26.3682,0.06,0.04,99.82,1.49,0.13,0.00
Ah 8d 2c,3c,As6c,0.881,42.21,0.22332,4.40856,0.04,-2.60,98.82,0.23,1.14,0.00
Ah 8d 2c,3c,As7c,0.780,41.05,0.00023,0.0047,0.05,-2.92,44.88,0.00,55.07,0.00
Ah 8d 2c,3c,As8c,0.416,79.56,17.5127,183.423,0.51,16.91,99.49,17.52,0.00,0.00
Ah 8d 2c,3c,As9c,0.586,40.95,0.00263,0.05359,0.06,-2.47,67.60,0.01,32.34,0.00
Ah 8d 2c,3c,AsTc,0.673,41.70,0.11266,2.25118,0.07,-2.48,99.80,0.11,0.12,0.00
Ah 8d 2c,3c,AsJc,0.697,44.70,1.2904,24.0545,0.07,-1.79,99.91,1.29,0.02,0.00
Ah 8d 2c,3c,As2d,0.599,69.44,11.5534,138.639,0.14,9.71,99.86,11.56,0.00,0.00
Ah 8d 2c,3c,As3d,0.900,70.15,12.1937,144.852,0.13,10.13,99.87,12.20,0.00,0.00
Ah 8d 2c,3c,As4d,0.897,47.06,1.69764,30.0605,0.05,0.23,99.83,1.70,0.12,0.00
Ah 8d 2c,3c,As5d,0.860,46.48,1.37483,24.6517,0.06,-0.32,99.82,1.38,0.12,0.00
Ah 8d 2c,3c,As6d,0.884,42.05,0.00429,0.08507,0.06,-2.96,69.59,0.01,30.35,0.00
Ah 8d 2c,3c,As7d,0.812,41.91,0.02381,0.47348,0.05,-3.01,88.96,0.03,11.00,0.00
Ah 8d 2c,3c,As9d,0.590,42.69,0.36342,7.09493,0.03,-2.26,99.29,0.37,0.68,0.00
Ah 8d 2c,3c,AsTd,0.697,43.17,0.44572,8.60339,0.05,-2.15,99.71,0.45,0.24,0.00
Ah 8d 2c,3c,AsJd,0.727,46.52,1.82026,32.6055,0.07,-1.52,99.91,1.82,0.02,0.00
Ah 8d 2c,3c,As2h,0.591,69.45,11.5639,138.751,0.14,9.69,99.86,11.57,0.00,0.00
Ah 8d 2c,3c,As3h,0.902,70.23,12.2214,145.02,0.13,10.18,99.87,12.22,0.00,0.00
Ah 8d 2c,3c,As4h,0.895,47.12,1.7071,30.1924,0.05,0.25,99.84,1.71,0.11,0.00
Ah 8d 2c,3c,As5h,0.843,46.53,1.38453,24.7975,0.06,-0.30,99.82,1.39,0.12,0.00
Ah 8d 2c,3c,As6h,0.865,42.06,0.0034,0.06729,0.06,-2.95,73.05,0.01,26.89,0.00
Ah 8d 2c,3c,As7h,0.708,42.00,0.03853,0.7645,0.04,-2.97,91.79,0.04,8.17,0.00
Ah 8d 2c,3c,As8h,0.340,79.78,17.5101,182.904,2.02,17.44,97.98,17.51,0.00,0.00
Ah 8d 2c,3c,As9h,0.523,42.78,0.381,7.42231,0.03,-2.23,99.35,0.38,0.62,0.00
Ah 8d 2c,3c,AsTh,0.675,43.15,0.44139,8.52371,0.05,-2.16,99.73,0.44,0.21,0.00
Ah 8d 2c,3c,AsJh,0.679,46.81,1.90216,33.8626,0.07,-1.47,99.91,1.90,0.02,0.00
Ah 8d 2c,3c,As2s,0.650,69.53,11.6025,139.066,0.14,9.71,99.86,11.61,0.00,0.00
Ah 8d 2c,3c,As3s,0.773,70.47,12.3677,146.255,0.12,10.23,99.87,12.37,0.00,0.00
Ah 8d 2c,3c,As4s,0.758,47.23,1.74978,30.8741,0.05,0.30,99.84,1.75,0.11,0.00
Ah 8d 2c,3c,As5s,0.765,46.83,1.47106,26.1785,0.05,-0.18,99.82,1.47,0.12,0.00
Ah 8d 2c,3c,As6s,0.802,42.06,0.00532,0.10541,0.06,-2.95,72.40,0.01,27.54,0.00
Ah 8d 2c,3c,As7s,0.637,42.08,0.06433,1.27398,0.04,-2.95,94.82,0.07,5.14,0.00
Ah 8d 2c,3c,As8s,0.330,79.76,17.5028,182.879,2.11,17.45,97.89,17.50,0.00,0.00
Ah 8d 2c,3c,As9s,0.554,42.73,0.36757,7.16777,0.03,-2.24,99.33,0.37,0.64,0.00
Ah 8d 2c,3c,AsTs,0.706,43.16,0.43652,8.42922,0.05,-2.16,99.71,0.44,0.24,0.00
Ah 8d 2c,4c,6c5c,0.195,33.03,3.95403,99.7456,11.92,3.97,88.07,3.95,0.01,0.00
Ah 8d 2c,4c,7c6c,0.328,28.95,0.86556,24.9136,1.89,0.68,98.00,0.87,0.10,0.00
Ah 8d 2c,4c,8c7c,0.484,47.86,3.86895,67.3598,0.41,3.57,99.52,3.87,0.06,0.00
Ah 8d 2c,4c,9c8c,0.912,48.06,4.01221,69.572,0.47,3.71,99.48,4.02,0.06,0.00
Ah 8d 2c,4c,Tc8c,0.743,48.28,3.96419,68.419,1.00,3.60,98.94,3.97,0.06,0.00
Ah 8d 2c,4c,Tc9c,0.403,25.02,-0.00322,-0.10725,0.06,-2.31,0.22,-0.85,99.72,0.00
Ah 8d 2c,4c,Jc8c,0.767,47.70,3.98137,69.5559,0.04,3.44,99.89,3.98,0.07,0.00
Ah 8d 2c,4c,Jc9c,0.480,26.67,-0.00431,-0.13465,0.03,-2.19,0.55,-0.66,99.42,0.00
Ah 8d 2c,4c,JcTc,0.491,27.86,-0.00622,-0.18607,0.01,-2.31,0.96,-0.62,99.03,0.00
Ah 8d 2c,4c,JcTd,0.028,13.30,-0.00283,-0.17713,0.04,-6.68,0.01,-5.41,99.96,0.00
Ah 8d 2c,4c,JcTh,0.049,13.33,-0.00285,-0.17817,0.04,-6.70,0.01,-5.41,99.96,0.00
Ah 8d 2c,4c,JcTs,0.197,13.35,-0.00285,-0.17762,0.04,-6.70,0.01,-5.41,99.96,0.00
Ah 8d 2c,4c,Qc8c,0.870,49.62,4.37938,73.5474,0.16,4.07,99.79,4.38,0.05,0.00
Ah 8d 2c,4c,Qc9c,0.016,31.70,0.13545,3.56075,0.05,-1.04,97.74,0.14,2.20,0.00
Ah 8d 2c,4c,QcTc,0.386,31.64,0.11702,3.08254,0.05,-1.27,98.43,0.12,1.52,0.00
Ah 8d 2c,4c,QcJc,0.481,31.08,-0.03554,-0.95294,0.06,-1.33,81.14,-0.04,18.80,0.00
Ah 8d 2c,4c,QcTd,0.003,17.89,-0.00263,-0.12232,0.04,-5.25,0.01,-4.60,99.95,0.00
Ah 8d 2c,4c,QcJd,0.005,18.30,-0.0027,-0.12299,0.04,-5.68,0.01,-4.59,99.95,0.00
Ah 8d 2c,4c,QcTh,0.003,17.92,-0.00265,-0.12325,0.04,-5.26,0.01,-4.59,99.95,0.00
Ah 8d 2c,4c,QcJh,0.003,18.54,-0.00273,-0.12265,0.04,-5.82,0.01,-4.55,99.95,0.00
Ah 8d 2c,4c,QcTs,0.003,17.88,-0.00265,-0.12336,0.04,-5.27,0.01,-4.60,99.95,0.00
Ah 8d 2c,4c,QcJs,0.013,18.63,-0.0027,-0.12067,0.04,-5.55,0.01,-4.55,99.95,0.00
Ah 8d 2c,4c,Kc3c,0.256,41.35,3.39992,68.519,0.35,3.19,99.58,3.40,0.07,0.00
Ah 8d 2c,4c,Kc5c,0.349,41.31,3.38218,68.2249,0.03,2.47,99.88,3.39,0.08,0.00
Ah 8d 2c,4c,Kc6c,0.002,36.56,1.47219,33.5551,0.01,0.08,99.75,1.48,0.23,0.00
Ah 8d 2c,4c,Kc7c,0.002,35.79,1.18619,27.6175,0.02,-0.20,99.67,1.19,0.31,0.00
Ah 8d 2c,4c,Kc8c,0.745,50.24,5.00297,82.9773,0.16,4.55,99.80,5.01,0.04,0.00
Ah 8d 2c,4c,Kc9c,0.350,35.01,0.88564,21.0808,0.04,-0.47,99.68,0.89,0.28,0.00
Ah 8d 2c,4c,KcTc,0.782,35.08,0.96003,22.8079,0.04,-0.60,99.72,0.96,0.24,0.00
Ah 8d 2c,4c,KcJc,0.961,34.45,0.86988,21.0445,0.04,-0.57,99.72,0.87,0.24,0.00
Ah 8d 2c,4c,KcQc,0.975,36.29,1.09621,25.172,0.04,0.20,99.74,1.10,0.22,0.00
Ah 8d 2c,4c,KcTd,0.002,21.76,-0.00269,-0.10316,0.04,-4.91,0.02,-4.04,99.94,0.00
Ah 8d 2c,4c,KcJd,0.003,21.87,-0.00276,-0.105,0.03,-5.30,0.03,-4.01,99.94,0.00
Ah 8d 2c,4c,KcQd,0.005,22.57,-0.00276,-0.10175,0.03,-4.60,0.04,-3.98,99.94,0.00
Ah 8d 2c,4c,KcTh,0.002,21.80,-0.00272,-0.10384,0.04,-4.91,0.02,-4.03,99.94,0.00
Ah 8d 2c,4c,KcJh,0.003,22.18,-0.00278,-0.10441,0.03,-5.42,0.03,-3.99,99.94,0.00
Ah 8d 2c,4c,KcQh,0.004,22.78,-0.00277,-0.10121,0.03,-4.73,0.04,-3.95,99.94,0.00
Ah 8d 2c,4c,KcTs,0.002,21.77,-0.00271,-0.10383,0.04,-4.93,0.02,-4.04,99.94,0.00
Ah 8d 2c,4c,KcJs,0.008,22.27,-0.00275,-0.10304,0.03,-5.16,0.03,-3.98,99.94,0.00
Ah 8d 2c,4c,KcQs,0.017,22.76,-0.00274,-0.10048,0.03,-4.55,0.04,-3.96,99.94,0.00
Ah 8d 2c,4c,Ac3c,0.760,60.47,8.57268,118.138,1.23,8.38,98.76,8.58,0.01,0.00
Ah 8d 2c,4c,Ac5c,0.676,60.19,8.45072,116.999,0.53,7.97,99.47,8.45,0.01,0.00
Ah 8d 2c,4c,Ac6c,0.767,56.36,7.24122,107.073,0.04,5.22,99.93,7.24,0.03,0.00
Ah 8d 2c,4c,Ac7c,0.543,55.23,6.80057,102.614,0.04,4.70,99.93,6.80,0.03,0.00
Ah 8d 2c,4c,Ac8c,0.256,86.61,22.1829,213.432,8.65,22.05,91.34,22.20,0.00,0.00
Ah 8d 2c,4c,Ac9c,0.488,54.97,6.92709,105.006,0.09,5.57,99.89,6.93,0.02,0.00
Ah 8d 2c,4c,AcTc,0.685,56.05,7.18257,106.792,0.17,6.07,99.82,7.18,0.01,0.00
Ah 8d 2c,4c,Ac2d,0.599,69.72,11.6985,139.822,0.16,10.09,99.84,11.70,0.00,0.00
Ah 8d 2c,4c,Ac3d,0.909,47.39,1.60448,28.2164,0.38,1.22,99.47,1.61,0.15,0.00
Ah 8d 2c,4c,Ac4d,0.904,70.59,12.4129,146.534,0.14,10.55,99.86,12.42,0.00,0.00
Ah 8d 2c,4c,Ac5d,0.867,47.25,1.63484,28.8308,0.07,1.36,99.78,1.64,0.15,0.00
Ah 8d 2c,4c,Ac6d,0.897,42.51,0.19149,3.75412,0.05,-0.64,98.65,0.19,1.30,0.00
Ah 8d 2c,4c,Ac7d,0.850,42.38,0.16559,3.25603,0.05,-0.89,98.51,0.17,1.44,0.00
Ah 8d 2c,4c,Ac9d,0.611,43.10,0.54075,10.4548,0.03,0.03,99.37,0.54,0.60,0.00
Ah 8d 2c,4c,AcTd,0.691,43.71,0.66895,12.7538,0.06,0.15,99.65,0.67,0.28,0.00
Ah 8d 2c,4c,AcJd,0.724,46.93,1.88917,33.5447,0.11,0.56,99.85,1.89,0.03,0.00
Ah 8d 2c,4c,Ac2h,0.595,69.73,11.7094,139.938,0.16,10.11,99.84,11.71,0.00,0.00
Ah 8d 2c,4c,Ac3h,0.911,47.46,1.63639,28.7339,0.29,1.25,99.56,1.64,0.15,0.00
Ah 8d 2c,4c,Ac4h,0.902,70.66,12.4449,146.777,0.14,10.59,99.86,12.45,0.00,0.00
Ah 8d 2c,4c,Ac5h,0.843,47.35,1.6629,29.2663,0.07,1.38,99.78,1.67,0.15,0.00
Ah 8d 2c,4c,Ac6h,0.882,42.55,0.20264,3.96835,0.05,-0.63,98.73,0.21,1.22,0.00
Ah 8d 2c,4c,Ac7h,0.791,42.46,0.19379,3.80309,0.05,-0.87,98.67,0.20,1.29,0.00
Ah 8d 2c,4c,Ac8h,0.411,80.13,17.6902,183.964,1.62,17.53,98.38,17.69,0.00,0.00
Ah 8d 2c,4c,Ac9h,0.540,43.14,0.56098,10.8354,0.03,0.05,99.44,0.56,0.54,0.00
Ah 8d 2c,4c,AcTh,0.672,43.71,0.67121,12.7958,0.07,0.14,99.69,0.67,0.24,0.00
Ah 8d 2c,4c,AcJh,0.667,47.20,2.0056,35.411,0.11,0.66,99.85,2.01,0.03,0.00
Ah 8d 2c,4c,Ac2s,0.656,69.85,11.7567,140.253,0.16,10.11,99.84,11.76,0.00,0.00
Ah 8d 2c,4c,Ac3s,0.814,47.66,1.71467,29.9816,0.29,1.33,99.56,1.72,0.15,0.00
Ah 8d 2c,4c,Ac4s,0.793,70.89,12.5874,147.977,0.14,10.63,99.86,12.59,0.00,0.00
Ah 8d 2c,4c,Ac5s,0.804,47.72,1.7874,31.2137,0.14,1.53,99.72,1.79,0.14,0.00
Ah 8d 2c,4c,Ac6s,0.837,42.59,0.21125,4.13347,0.04,-0.63,98.76,0.21,1.19,0.00
Ah 8d 2c,4c,Ac7s,0.711,42.58,0.23349,4.57017,0.04,-0.79,98.79,0.24,1.17,0.00
Ah 8d 2c,4c,Ac8s,0.402,80.13,17.6868,183.941,1.75,17.55,98.25,17.69,0.00,0.00
Ah 8d 2c,4c,Ac9s,0.593,43.10,0.54288,10.4961,0.03,0.03,99.42,0.55,0.55,0.00
Ah 8d 2c,4c,AcTs,0.717,43.66,0.6445,12.3013,0.06,0.11,99.67,0.65,0.27,0.00
Ah 8d 2c,4c,AcJs,0.710,47.28,2.04694,36.0749,0.11,0.71,99.86,2.05,0.03,0.00
Ah 8d 2c,4c,6d6c,0.706,30.03,-0.0029,-0.08058,0.03,-2.83,0.16,-1.22,99.80,0.00
Ah 8d 2c,4c,6d5d,0.136,20.40,-0.04135,-1.68928,1.38,-0.23,59.00,-0.06,39.62,0.00
Ah 8d 2c,4c,7d7c,0.656,29.46,-0.00293,-0.0829,0.02,-3.72,0.13,-1.55,99.84,0.00
Ah 8d 2c,4c,7d6d,0.249,15.10,-0.00281,-0.15512,0.09,-2.74,0.01,-3.32,99.90,0.00
Ah 8d 2c,4c,9d9c,0.686,31.48,-0.00339,-0.08962,0.02,-3.69,0.48,-0.54,99.50,0.00
Ah 8d 2c,4c,TdTc,0.826,32.77,-0.0052,-0.13213,0.01,-3.66,1.18,-0.40,98.80,0.00
Ah 8d 2c,4c,Td9d,0.374,9.28,-0.00277,-0.24871,0.04,-6.09,0.01,-5.85,99.95,0.00
Ah 8d 2c,4c,JdTc,0.022,14.31,-0.00289,-0.16836,0.03,-7.18,0.01,-5.23,99.96,0.00
Ah 8d 2c,4c,Jd9d,0.475,12.16,-0.00282,-0.19352,0.04,-6.49,0.01,-5.43,99.96,0.00
Ah 8d 2c,4c,JdTd,0.426,15.19,-0.00283,-0.15543,0.04,-6.43,0.01,-5.05,99.95,0.00
Ah 8d 2c,4c,JdTh,0.064,15.15,-0.00286,-0.15745,0.04,-6.49,0.01,-5.05,99.95,0.00
Ah 8d 2c,4c,JdTs,0.245,15.15,-0.00286,-0.15723,0.04,-6.51,0.01,-5.05,99.95,0.00
Ah 8d 2c,4c,QdTc,0.003,16.84,-0.00282,-0.13955,0.04,-6.38,0.01,-4.92,99.95,0.00
Ah 8d 2c,4c,QdJc,0.004,16.98,-0.0028,-0.13768,0.04,-6.28,0.01,-4.88,99.95,0.00
Ah 8d 2c,4c,Qd9d,0.124,17.30,-0.00274,-0.13182,0.04,-5.72,0.01,-4.84,99.95,0.00
Ah 8d 2c,4c,QdTd,0.402,18.51,-0.00274,-0.12317,0.04,-5.60,0.01,-4.59,99.95,0.00
Ah 8d 2c,4c,QdJd,0.527,19.72,-0.00275,-0.11637,0.04,-5.82,0.01,-4.30,99.95,0.00
Ah 8d 2c,4c,QdTh,0.003,18.53,-0.00276,-0.12419,0.04,-5.62,0.01,-4.58,99.95,0.00
Ah 8d 2c,4c,QdJh,0.004,19.86,-0.00278,-0.11682,0.04,-6.06,0.01,-4.31,99.95,0.00
Ah 8d 2c,4c,QdTs,0.003,18.49,-0.00276,-0.12439,0.04,-5.65,0.01,-4.58,99.95,0.00
Ah 8d 2c,4c,QdJs,0.012,19.95,-0.00275,-0.11499,0.04,-5.78,0.01,-4.29,99.95,0.00
Ah 8d 2c,4c,KdTc,0.002,21.06,-0.00284,-0.11249,0.03,-6.41,0.02,-4.20,99.95,0.00
Ah 8d 2c,4c,KdJc,0.003,20.28,-0.00288,-0.1184,0.03,-6.50,0.02,-4.28,99.95,0.00
Ah 8d 2c,4c,KdQc,0.004,22.30,-0.00279,-0.10419,0.03,-5.01,0.04,-4.02,99.94,0.00
Ah 8d 2c,4c,Kd2d,0.367,27.85,-0.00333,-0.09969,0.01,-2.30,0.20,-1.49,99.78,0.00
Ah 8d 2c,4c,Kd3d,0.223,26.95,-0.0029,-0.08978,0.05,-3.01,0.06,-2.28,99.89,0.00
Ah 8d 2c,4c,Kd4d,0.225,30.23,-0.00346,-0.09543,0.01,-3.01,0.25,-1.24,99.74,0.00
Ah 8d 2c,4c,Kd5d,0.295,27.15,-0.0028,-0.08592,0.05,-3.02,0.06,-2.08,99.89,0.00
Ah 8d 2c,4c,Kd6d,0.002,21.09,-0.00276,-0.10914,0.04,-5.80,0.01,-4.19,99.95,0.00
Ah 8d 2c,4c,Kd7d,0.003,21.36,-0.00276,-0.10758,0.04,-5.99,0.01,-4.10,99.95,0.00
Ah 8d 2c,4c,Kd9d,0.427,22.47,-0.00272,-0.10086,0.04,-5.78,0.02,-3.81,99.95,0.00
Ah 8d 2c,4c,KdTd,0.853,22.96,-0.00274,-0.09943,0.03,-5.64,0.02,-3.73,99.94,0.00
Ah 8d 2c,4c,KdJd,0.970,23.13,-0.00279,-0.10041,0.03,-6.02,0.03,-3.58,99.94,0.00
Ah 8d 2c,4c,KdQd,0.980,23.82,-0.00277,-0.09703,0.03,-5.31,0.04,-3.56,99.94,0.00
Ah 8d 2c,4c,KdTh,0.002,23.00,-0.00276,-0.09996,0.03,-5.63,0.02,-3.72,99.94,0.00
Ah 8d 2c,4c,KdJh,0.003,23.44,-0.00281,-0.09999,0.03,-6.17,0.03,-3.59,99.94,0.00
Ah 8d 2c,4c,KdQh,0.004,24.03,-0.0028,-0.09726,0.03,-5.44,0.04,-3.63,99.94,0.00
Ah 8d 2c,4c,KdTs,0.002,22.98,-0.00276,-0.09995,0.03,-5.65,0.02,-3.72,99.94,0.00
Ah 8d 2c,4c,KdJs,0.003,23.53,-0.00278,-0.09862,0.03,-5.89,0.03,-3.57,99.94,0.00
Ah 8d 2c,4c,KdQs,0.009,24.01,-0.00278,-0.09634,0.03,-5.24,0.04,-3.63,99.94,0.00
Ah 8d 2c,4c,Ad3c,0.907,47.20,1.50692,26.605,0.06,0.10,99.82,1.51,0.12,0.00
Ah 8d 2c,4c,Ad5c,0.865,47.07,1.5409,27.2776,0.05,-0.31,99.83,1.54,0.11,0.00
Ah 8d 2c,4c,Ad6c,0.895,42.15,0.1977,3.90898,0.04,-2.30,98.87,0.20,1.10,0.00
Ah 8d 2c,4c,Ad7c,0.831,41.23,-0.00047,-0.00942,0.04,-2.82,28.60,0.00,71.35,0.00
Ah 8d 2c,4c,Ad8c,0.416,79.05,17.2609,181.964,0.49,16.54,99.51,17.26,0.00,0.00
Ah 8d 2c,4c,Ad9c,0.609,40.86,0.00248,0.05053,0.06,-2.05,78.05,0.00,21.90,0.00
Ah 8d 2c,4c,AdTc,0.679,41.83,0.15174,3.02277,0.08,-2.04,99.79,0.15,0.13,0.00
Ah 8d 2c,4c,AdJc,0.696,44.68,1.28116,23.8965,0.08,-1.19,99.90,1.28,0.02,0.00
Ah 8d 2c,4c,Ad2d,0.397,68.94,11.3499,137.188,0.13,9.18,99.87,11.35,0.00,0.00
Ah 8d 2c,4c,Ad3d,0.740,46.74,1.38838,24.754,0.06,0.04,99.81,1.39,0.13,0.00
Ah 8d 2c,4c,Ad4d,0.735,69.75,12.0109,143.501,0.12,9.51,99.88,12.01,0.00,0.00
Ah 8d 2c,4c,Ad5d,0.650,46.60,1.42491,25.4816,0.06,0.09,99.82,1.43,0.13,0.00
Ah 8d 2c,4c,Ad6d,0.755,42.03,-0.00527,-0.10448,0.05,-2.43,73.69,-0.01,26.25,0.00
Ah 8d 2c,4c,Ad7d,0.515,41.98,0.00501,0.09939,0.05,-2.62,84.44,0.01,15.51,0.00
Ah 8d 2c,4c,Ad9d,0.490,42.72,0.38314,7.47474,0.03,-1.76,99.28,0.39,0.69,0.00
Ah 8d 2c,4c,AdTd,0.692,43.21,0.45975,8.86597,0.05,-1.62,99.68,0.46,0.28,0.00
Ah 8d 2c,4c,Ad2h,0.657,68.95,11.3423,137.078,0.13,9.15,99.87,11.35,0.00,0.00
Ah 8d 2c,4c,Ad3h,0.913,46.81,1.39469,24.8276,0.06,0.07,99.81,1.40,0.13,0.00
Ah 8d 2c,4c,Ad4h,0.907,69.81,12.0325,143.625,0.12,9.54,99.88,12.04,0.00,0.00
Ah 8d 2c,4c,Ad5h,0.854,46.70,1.44081,25.7123,0.06,0.09,99.82,1.44,0.13,0.00
Ah 8d 2c,4c,Ad6h,0.882,42.08,0.00102,0.02023,0.05,-2.40,82.37,0.00,17.58,0.00
Ah 8d 2c,4c,Ad7h,0.805,42.06,0.01837,0.36397,0.05,-2.59,89.05,0.02,10.90,0.00
Ah 8d 2c,4c,Ad8h,0.348,79.27,17.2466,181.313,2.26,17.16,97.74,17.25,0.00,0.00
Ah 8d 2c,4c,Ad9h,0.543,42.76,0.39334,7.6662,0.03,-1.75,99.35,0.40,0.63,0.00
Ah 8d 2c,4c,AdTh,0.684,43.22,0.46686,9.00155,0.05,-1.62,99.70,0.47,0.26,0.00
Ah 8d 2c,4c,AdJh,0.673,46.68,1.8431,32.9041,0.07,-0.84,99.90,1.85,0.03,0.00
Ah 8d 2c,4c,Ad2s,0.705,69.06,11.3919,137.455,0.13,9.20,99.87,11.39,0.00,0.00
Ah 8d 2c,4c,Ad3s,0.826,47.02,1.47162,26.0835,0.06,0.16,99.82,1.47,0.13,0.00
Ah 8d 2c,4c,Ad4s,0.819,70.05,12.171,144.783,0.11,9.60,99.88,12.17,0.00,0.00
Ah 8d 2c,4c,Ad5s,0.812,47.07,1.55156,27.4679,0.06,0.26,99.82,1.55,0.12,0.00
Ah 8d 2c,4c,Ad6s,0.840,42.11,0.00872,0.17253,0.05,-2.41,87.30,0.01,12.65,0.00
Ah 8d 2c,4c,Ad7s,0.729,42.17,0.05435,1.0739,0.04,-2.52,93.72,0.06,6.24,0.00
Ah 8d 2c,4c,Ad8s,0.342,79.27,17.2449,181.296,2.39,17.16,97.60,17.25,0.00,0.00
Ah 8d 2c,4c,Ad9s,0.589,42.71,0.38,7.41347,0.03,-1.76,99.33,0.38,0.64,0.00
