Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah Qd Jc,6c5c,0.994,11.01,-0.00193,-0.29277,0.06,-2.59,0.02,-1.37,99.92,0.00
Ah Qd Jc,7c6c,0.995,11.03,-0.00195,-0.29485,0.06,-2.62,0.02,-1.34,99.92,0.00
Ah Qd Jc,8c7c,0.995,10.87,-0.00193,-0.29638,0.06,-2.77,0.02,-1.34,99.92,0.00
Ah Qd Jc,9c8c,0.993,17.95,-0.00238,-0.22111,0.09,-2.30,0.04,-0.82,99.87,0.00
Ah Qd Jc,Tc8c,0.549,33.66,1.96302,97.2076,10.78,1.65,89.16,2.00,0.06,0.00
Ah Qd Jc,Tc9c,0.528,34.84,1.95104,93.3274,12.05,1.59,87.88,2.00,0.06,0.00
Ah Qd Jc,Qc8c,0.525,41.50,0.08595,3.45196,1.47,-0.74,96.94,0.10,1.59,0.00
Ah Qd Jc,Qc9c,0.723,41.69,0.10146,4.05594,1.30,-0.69,97.45,0.11,1.25,0.00
Ah Qd Jc,QcTc,0.898,51.80,1.73253,55.747,12.00,3.31,87.91,1.52,0.08,0.00
Ah Qd Jc,QcTd,0.935,49.82,0.74474,24.9122,0.19,-0.65,99.65,0.75,0.17,0.00
Ah Qd Jc,QcJd,0.739,64.96,5.37475,137.904,6.76,6.07,93.23,5.33,0.01,0.00
Ah Qd Jc,QcTh,0.941,49.81,0.74794,25.0276,0.18,-0.67,99.66,0.75,0.16,0.00
Ah Qd Jc,QcJh,0.789,64.82,5.26002,135.247,1.22,6.19,98.77,5.25,0.01,0.00
Ah Qd Jc,QcTs,0.928,49.95,0.74141,24.737,0.19,-0.74,99.65,0.75,0.17,0.00
Ah Qd Jc,QcJs,0.725,65.18,5.47508,139.997,5.29,6.67,94.70,5.41,0.01,0.00
Ah Qd Jc,Kc2c,0.541,29.74,-0.03368,-1.88765,6.22,-0.70,79.93,0.01,13.86,0.00
Ah Qd Jc,Kc3c,0.553,29.83,-0.03546,-1.98128,6.41,-0.70,79.78,0.01,13.81,0.00
Ah Qd Jc,Kc4c,0.563,29.91,-0.0371,-2.06679,6.48,-0.71,79.76,0.01,13.76,0.00
Ah Qd Jc,Kc5c,0.562,30.05,-0.01782,-0.9885,6.03,-0.62,83.63,0.02,10.34,0.00
Ah Qd Jc,Kc6c,0.574,30.21,0.04025,2.22054,11.53,-0.03,82.56,0.05,5.91,0.00
Ah Qd Jc,Kc7c,0.526,30.30,-0.02617,-1.4392,3.15,-1.63,85.28,0.03,11.57,0.00
Ah Qd Jc,Kc8c,0.836,30.69,-0.02739,-1.48764,1.96,-1.34,23.73,-0.01,74.31,0.00
