Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Jh 7d 2h,6c5c,0.992,16.28,0.00054,0.05549,0.15,0.45,0.02,-0.76,99.83,0.00
Jh 7d 2h,7c5c,0.559,53.86,1.75045,54.1634,26.92,2.23,72.98,1.58,0.10,0.00
Jh 7d 2h,7c6c,0.783,54.11,1.75232,53.9748,30.44,2.10,69.47,1.60,0.10,0.00
Jh 7d 2h,8c6c,0.993,17.15,0.00062,0.06019,0.15,0.49,0.02,-0.71,99.83,0.00
Jh 7d 2h,8c7c,0.862,55.90,1.74943,52.1617,14.85,2.53,85.06,1.62,0.09,0.00
Jh 7d 2h,9c6c,0.995,15.90,0.00044,0.04619,0.13,0.43,0.01,-0.80,99.86,0.00
Jh 7d 2h,9c7c,0.632,56.03,1.92405,57.2309,30.41,2.49,69.50,1.68,0.09,0.00
Jh 7d 2h,9c8c,0.537,28.98,1.45064,83.4371,48.43,1.82,51.41,1.11,0.15,0.00
Jh 7d 2h,9c8d,0.360,28.99,1.1548,66.3946,2.08,2.15,97.78,1.14,0.14,0.00
Jh 7d 2h,9c8h,0.442,31.69,2.41384,126.938,82.44,2.60,17.46,1.53,0.11,0.00
Jh 7d 2h,9c8s,0.520,28.88,1.4083,81.2869,32.51,2.08,67.33,1.09,0.16,0.00
Jh 7d 2h,Tc7c,0.876,56.34,1.56708,46.3582,0.16,2.05,99.75,1.57,0.09,0.00
Jh 7d 2h,Tc8c,0.446,28.29,0.83291,49.063,1.06,1.97,98.72,0.82,0.22,0.00
Jh 7d 2h,Tc9c,0.500,30.75,1.45213,78.7033,48.95,1.96,50.88,0.97,0.17,0.00
Jh 7d 2h,Tc8d,0.149,28.21,0.87611,51.7596,0.54,2.28,99.26,0.87,0.20,0.00
Jh 7d 2h,Tc9d,0.272,30.70,1.11163,60.3488,7.92,2.19,91.91,1.02,0.17,0.00
Jh 7d 2h,Tc8h,0.514,31.05,2.93112,157.323,98.79,2.95,1.08,1.22,0.13,0.00
Jh 7d 2h,Tc9h,0.510,33.40,2.8116,140.317,93.93,2.91,5.95,1.35,0.12,0.00
Jh 7d 2h,Tc8s,0.389,28.20,0.822,48.5771,0.56,2.17,99.23,0.82,0.22,0.00
Jh 7d 2h,Tc9s,0.465,30.66,1.13646,61.7836,13.77,2.27,86.05,0.96,0.18,0.00
