Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
Jh 4d 2h,6c5c,0.992,29.00,0.91512,52.5897,13.76,-0.11,86.11,1.08,0.12,0.00
Jh 4d 2h,7c6c,0.996,17.15,-0.00347,-0.33717,0.18,-1.86,0.03,-0.64,99.79,0.00
Jh 4d 2h,8c7c,0.996,17.43,-0.00348,-0.33312,0.18,-1.86,0.03,-0.60,99.79,0.00
Jh 4d 2h,9c8c,0.997,18.19,-0.00361,-0.33081,0.18,-1.90,0.03,-0.49,99.79,0.00
Jh 4d 2h,Tc8c,0.997,19.93,-0.00359,-0.30061,0.17,-1.96,0.03,-0.54,99.79,0.00
Jh 4d 2h,Tc9c,0.997,22.56,-0.00433,-0.3199,0.23,-1.83,0.05,-0.35,99.72,0.00
Jh 4d 2h,Jc8c,0.997,66.57,4.32969,108.403,0.05,2.99,99.92,4.33,0.03,0.00
Jh 4d 2h,Jc9c,0.996,67.61,4.56478,112.524,0.10,3.24,99.87,4.57,0.02,0.00
Jh 4d 2h,JcTc,0.995,68.91,4.74869,114.846,1.14,3.50,98.84,4.76,0.02,0.00
Jh 4d 2h,JcTd,0.996,68.81,4.78008,115.783,0.34,3.40,99.64,4.79,0.02,0.00
Jh 4d 2h,JcTh,0.994,71.12,5.39246,126.368,4.70,4.74,95.28,5.43,0.02,0.00
Jh 4d 2h,JcTs,0.995,68.91,4.74902,114.854,1.12,3.50,98.86,4.76,0.02,0.00
Jh 4d 2h,Qc8c,0.996,23.64,-0.00492,-0.34695,0.25,-1.87,0.05,-0.35,99.69,0.00
Jh 4d 2h,Qc9c,0.995,26.56,-0.00759,-0.47642,0.45,-1.67,0.11,-0.12,99.44,0.00
Jh 4d 2h,QcTc,0.995,29.55,-0.00955,-0.53861,0.56,-1.66,0.38,-0.08,99.06,0.00
Jh 4d 2h,QcJc,0.992,72.30,5.81831,134.125,0.57,4.76,99.41,5.83,0.01,0.00
Jh 4d 2h,QcTd,0.994,29.34,-0.00689,-0.39139,0.36,-1.81,0.25,-0.18,99.39,0.00
Jh 4d 2h,QcJd,0.993,72.42,5.86718,135.035,0.46,4.77,99.53,5.87,0.01,0.00
Jh 4d 2h,QcTh,0.991,32.08,-0.02452,-1.27361,6.55,-1.52,91.15,0.08,2.30,0.00
Jh 4d 2h,QcTs,0.995,29.55,-0.00955,-0.53864,0.56,-1.66,0.38,-0.08,99.06,0.00
Jh 4d 2h,QcJs,0.992,72.30,5.81831,134.124,0.57,4.76,99.41,5.83,0.01,0.00
Jh 4d 2h,Kc2c,0.996,50.31,1.39671,46.2655,2.25,1.20,97.66,1.40,0.09,0.00
Jh 4d 2h,Kc3c,0.994,27.92,-0.00484,-0.28905,0.23,-1.98,0.05,-0.47,99.72,0.00
Jh 4d 2h,Kc4c,0.997,53.50,1.77335,55.2399,0.05,2.97,99.88,1.77,0.07,0.00
Jh 4d 2h,Kc5c,0.993,28.60,-0.00572,-0.33352,0.29,-1.90,0.06,-0.44,99.65,0.00
Jh 4d 2h,Kc6c,0.996,28.75,-0.00422,-0.24452,0.21,-1.91,0.05,-0.49,99.74,0.00
Jh 4d 2h,Kc7c,0.997,28.62,-0.00399,-0.23253,0.19,-2.02,0.04,-0.54,99.77,0.00
Jh 4d 2h,Kc8c,0.997,29.98,-0.00409,-0.22723,0.20,-2.00,0.05,-0.39,99.76,0.00
Jh 4d 2h,Kc9c,0.997,32.55,-0.00483,-0.24712,0.25,-1.85,0.07,-0.22,99.68,0.00
Jh 4d 2h,KcTc,0.997,35.21,-0.005,-0.23691,0.26,-1.78,0.31,-0.14,99.43,0.00
Jh 4d 2h,KcJc,0.990,73.93,6.51055,146.767,4.05,7.91,95.94,6.45,0.01,0.00
Jh 4d 2h,KcQc,0.995,38.99,0.17053,7.28966,3.71,-1.31,95.62,0.23,0.67,0.00
Jh 4d 2h,KcTd,0.996,34.93,-0.00411,-0.19612,0.18,-1.89,0.26,-0.25,99.56,0.00
Jh 4d 2h,KcJd,0.991,74.04,6.50663,146.474,1.08,7.58,98.92,6.50,0.01,0.00
Jh 4d 2h,KcQd,0.994,38.74,0.11556,4.97203,3.90,-1.43,95.28,0.18,0.82,0.00
Jh 4d 2h,KcTh,0.994,37.64,0.026,1.15098,0.57,-1.49,95.74,0.04,3.70,0.00
Jh 4d 2h,KcQh,0.995,41.91,0.69733,27.7308,3.78,-0.66,96.04,0.75,0.18,0.00
Jh 4d 2h,KcTs,0.997,35.21,-0.005,-0.23691,0.26,-1.78,0.31,-0.14,99.43,0.00
Jh 4d 2h,KcJs,0.990,73.93,6.51019,146.759,4.02,7.91,95.97,6.45,0.01,0.00
Jh 4d 2h,KcQs,0.995,38.99,0.17059,7.29254,3.70,-1.31,95.62,0.23,0.67,0.00
