Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
8h 4d 2h,6c5c,0.994,40.48,3.64981,150.275,52.58,3.56,47.39,3.75,0.03,0.00
8h 4d 2h,7c6c,0.997,29.63,1.02353,57.5769,0.10,0.01,99.78,1.03,0.12,0.00
8h 4d 2h,8c7c,0.998,60.67,3.28423,90.2171,0.04,2.91,99.92,3.29,0.03,0.00
8h 4d 2h,9c8c,0.998,62.47,3.79674,101.292,0.05,3.21,99.93,3.80,0.03,0.00
8h 4d 2h,Tc8c,0.998,63.56,4.00943,105.128,0.10,3.59,99.87,4.01,0.03,0.00
8h 4d 2h,Tc9c,0.997,22.59,-0.0116,-0.85581,0.88,-1.30,0.22,-0.04,98.89,0.00
8h 4d 2h,Jc8c,0.998,64.76,4.3669,112.383,0.35,4.08,99.63,4.37,0.02,0.00
8h 4d 2h,Jc9c,0.998,23.82,-0.00538,-0.37628,0.36,-1.44,0.10,-0.17,99.54,0.00
8h 4d 2h,JcTc,0.998,25.97,-0.00506,-0.32459,0.29,-1.66,0.09,-0.23,99.62,0.00
8h 4d 2h,JcTd,0.998,26.06,-0.0045,-0.28771,0.24,-1.78,0.07,-0.31,99.69,0.00
8h 4d 2h,JcTh,0.996,29.14,-0.447,-25.5695,33.97,-1.34,51.36,0.01,14.67,0.00
8h 4d 2h,JcTs,0.998,25.97,-0.00506,-0.32459,0.29,-1.66,0.09,-0.23,99.62,0.00
8h 4d 2h,Qc8c,0.997,66.03,4.78096,120.677,1.45,4.52,98.53,4.79,0.02,0.00
8h 4d 2h,Qc9c,0.998,26.67,-0.00434,-0.27123,0.28,-1.48,0.09,-0.20,99.63,0.00
8h 4d 2h,QcTc,0.998,28.79,-0.00422,-0.24446,0.24,-1.67,0.08,-0.28,99.68,0.00
8h 4d 2h,QcJc,0.998,30.77,-0.00436,-0.23596,0.26,-1.57,0.14,-0.19,99.60,0.00
8h 4d 2h,QcTd,0.998,28.82,-0.0038,-0.21985,0.20,-1.75,0.07,-0.35,99.73,0.00
8h 4d 2h,QcJd,0.998,30.75,-0.00396,-0.21448,0.21,-1.68,0.13,-0.28,99.66,0.00
8h 4d 2h,QcTh,0.996,31.90,-0.20659,-10.7929,15.26,-1.36,34.65,0.00,50.10,0.00
8h 4d 2h,QcJh,0.997,33.96,-0.07966,-3.90994,10.23,-1.28,86.35,0.06,3.41,0.00
8h 4d 2h,QcTs,0.998,28.79,-0.00422,-0.24444,0.24,-1.67,0.08,-0.28,99.68,0.00
8h 4d 2h,QcJs,0.998,30.77,-0.00435,-0.2357,0.26,-1.57,0.14,-0.19,99.60,0.00
8h 4d 2h,Kc2c,0.998,51.14,1.51282,49.3052,0.11,0.95,99.81,1.51,0.08,0.00
8h 4d 2h,Kc3c,0.999,29.06,-0.00251,-0.14416,0.12,-1.83,0.03,-0.77,99.84,0.00
8h 4d 2h,Kc4c,0.998,53.80,1.89606,58.7426,0.02,1.17,99.92,1.90,0.06,0.00
8h 4d 2h,Kc5c,0.998,30.82,-0.00333,-0.17994,0.19,-1.59,0.05,-0.48,99.75,0.00
8h 4d 2h,Kc6c,0.999,30.79,-0.00271,-0.14663,0.16,-1.55,0.04,-0.51,99.80,0.00
8h 4d 2h,Kc7c,0.999,30.67,-0.00238,-0.12914,0.12,-1.85,0.03,-0.68,99.85,0.00
8h 4d 2h,Kc8c,0.996,67.67,5.23809,129.008,12.31,4.93,87.67,5.28,0.02,0.00
8h 4d 2h,Kc9c,0.999,33.38,-0.00371,-0.18505,0.21,-1.66,0.08,-0.19,99.71,0.00
8h 4d 2h,KcTc,0.999,35.28,-0.00369,-0.17418,0.20,-1.72,0.08,-0.26,99.72,0.00
8h 4d 2h,KcJc,0.999,36.97,-0.00372,-0.16778,0.22,-1.59,0.17,-0.17,99.61,0.00
8h 4d 2h,KcQc,0.999,38.44,-0.00543,-0.23531,0.43,-1.37,67.07,0.00,32.50,0.00
8h 4d 2h,KcTd,0.999,35.22,-0.00345,-0.16344,0.18,-1.79,0.07,-0.33,99.75,0.00
8h 4d 2h,KcJd,0.999,36.76,-0.00347,-0.1575,0.19,-1.64,0.16,-0.24,99.65,0.00
8h 4d 2h,KcQd,0.998,38.29,-0.00616,-0.26805,0.43,-1.38,28.84,0.00,70.73,0.00
8h 4d 2h,KcTh,0.997,38.18,-0.02512,-1.09683,2.05,-1.34,80.30,0.00,17.64,0.00
8h 4d 2h,KcJh,0.998,39.84,0.0848,3.54772,2.56,-1.15,96.15,0.12,1.29,0.00
8h 4d 2h,KcQh,0.998,41.51,0.44633,17.92,1.14,-0.23,98.58,0.46,0.28,0.00
8h 4d 2h,KcTs,0.999,35.28,-0.00368,-0.17403,0.20,-1.72,0.08,-0.26,99.72,0.00
8h 4d 2h,KcJs,0.999,36.97,-0.00372,-0.16771,0.22,-1.59,0.17,-0.17,99.61,0.00
8h 4d 2h,KcQs,0.999,38.44,-0.00538,-0.23323,0.43,-1.36,66.95,0.00,32.62,0.00
8h 4d 2h,Ac2c,0.998,52.87,0.96535,30.4289,12.64,0.49,87.24,1.04,0.12,0.00
8h 4d 2h,Ac3c,0.998,45.49,0.40829,14.9603,3.28,-0.15,96.41,0.43,0.32,0.00
8h 4d 2h,Ac4c,0.998,55.50,1.45145,43.5834,0.08,0.80,99.84,1.45,0.08,0.00
8h 4d 2h,Ac5c,0.998,48.06,0.897,31.1057,0.08,0.33,99.79,0.90,0.14,0.00
8h 4d 2h,Ac6c,0.999,40.96,-0.00196,-0.07968,0.14,-1.23,0.03,-0.60,99.82,0.00
8h 4d 2h,Ac7c,0.999,42.28,-0.00202,-0.07958,0.13,-1.44,0.03,-0.58,99.84,0.00
8h 4d 2h,Ac8c,0.993,70.58,6.11626,144.426,46.35,6.62,53.63,5.68,0.02,0.00
8h 4d 2h,Ac9c,0.999,45.49,-0.00331,-0.1212,0.30,-1.08,12.07,0.00,87.63,0.00
8h 4d 2h,AcTc,0.998,46.90,0.00706,0.25105,0.38,-1.00,96.30,0.01,3.32,0.00
8h 4d 2h,Ac2d,0.998,52.90,1.03007,32.4527,7.96,0.51,91.93,1.08,0.12,0.00
8h 4d 2h,Ac3d,0.998,45.54,0.40577,14.8494,6.65,-0.10,93.05,0.44,0.31,0.00
8h 4d 2h,Ac5d,0.998,48.13,0.91751,31.7749,0.08,0.35,99.79,0.92,0.13,0.00
8h 4d 2h,Ac6d,0.999,41.03,-0.00201,-0.08166,0.15,-1.23,0.04,-0.60,99.82,0.00
8h 4d 2h,Ac7d,0.999,42.28,-0.00204,-0.08056,0.13,-1.44,0.03,-0.59,99.84,0.00
8h 4d 2h,Ac8d,0.993,70.68,5.78544,136.419,7.32,6.49,92.67,5.73,0.02,0.00
8h 4d 2h,Ac9d,0.998,45.24,-0.00274,-0.10111,0.12,-1.11,1.93,-0.07,97.95,0.00
8h 4d 2h,AcTd,0.998,46.73,-0.00356,-0.12707,0.40,-0.99,67.62,0.00,31.98,0.00
8h 4d 2h,AcJd,0.998,48.20,0.18801,6.50123,0.11,-0.70,99.31,0.19,0.58,0.00
8h 4d 2h,Ac3h,0.998,47.30,0.6217,21.9041,3.06,0.14,96.73,0.64,0.20,0.00
8h 4d 2h,Ac4h,0.998,57.41,1.98888,57.7419,0.03,1.92,99.91,1.99,0.06,0.00
8h 4d 2h,Ac5h,0.998,50.05,1.19785,39.8878,4.64,0.86,95.26,1.22,0.10,0.00
8h 4d 2h,Ac6h,0.998,43.28,-0.00283,-0.10901,0.32,-0.81,0.08,-0.30,99.60,0.00
8h 4d 2h,Ac7h,0.998,44.71,-0.00285,-0.10621,0.33,-0.82,0.08,-0.20,99.59,0.00
8h 4d 2h,Ac9h,0.998,47.87,0.2931,10.205,3.73,-0.40,95.83,0.32,0.44,0.00
8h 4d 2h,AcTh,0.999,49.44,0.45424,15.3117,0.08,-0.44,99.64,0.46,0.28,0.00
8h 4d 2h,AcJh,0.998,51.06,0.74857,24.4325,0.06,0.03,99.78,0.75,0.16,0.00
