Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 9%,RAISE 9 EV,CALL%,CALL EV,FOLD%,FOLD EV
8h 4d 2h,6c5c,0.994,40.48,4.1272,169.931,52.58,4.47,47.39,3.75,0.03,0.00
8h 4d 2h,7c6c,0.997,29.63,1.02571,57.6997,0.10,2.27,99.78,1.03,0.12,0.00
8h 4d 2h,8c7c,0.998,60.67,3.28446,90.2236,0.04,3.44,99.92,3.29,0.03,0.00
8h 4d 2h,9c8c,0.998,62.47,3.79693,101.297,0.05,3.63,99.93,3.80,0.03,0.00
8h 4d 2h,Tc8c,0.998,63.56,4.00998,105.142,0.10,4.14,99.87,4.01,0.03,0.00
8h 4d 2h,Tc9c,0.997,22.59,0.01093,0.80667,0.88,1.25,0.22,-0.04,98.89,0.00
8h 4d 2h,Jc8c,0.998,64.76,4.3688,112.432,0.35,4.62,99.63,4.37,0.02,0.00
8h 4d 2h,Jc9c,0.998,23.82,0.00376,0.26289,0.36,1.08,0.10,-0.17,99.54,0.00
8h 4d 2h,JcTc,0.998,25.97,0.00252,0.16203,0.29,0.93,0.09,-0.23,99.62,0.00
8h 4d 2h,JcTd,0.998,26.06,0.00212,0.13541,0.24,0.97,0.07,-0.31,99.69,0.00
8h 4d 2h,JcTh,0.996,29.14,0.51934,29.7073,33.97,1.51,51.36,0.01,14.67,0.00
8h 4d 2h,JcTs,0.998,25.97,0.00253,0.16205,0.29,0.93,0.09,-0.23,99.62,0.00
8h 4d 2h,Qc8c,0.997,66.03,4.78829,120.862,1.45,5.02,98.53,4.79,0.02,0.00
8h 4d 2h,Qc9c,0.998,26.67,0.0028,0.17485,0.28,1.06,0.09,-0.20,99.63,0.00
8h 4d 2h,QcTc,0.998,28.79,0.00189,0.10952,0.24,0.88,0.08,-0.28,99.68,0.00
8h 4d 2h,QcJc,0.998,30.77,0.00234,0.12653,0.26,1.00,0.14,-0.19,99.60,0.00
8h 4d 2h,QcTd,0.998,28.82,0.00151,0.08707,0.20,0.87,0.07,-0.35,99.73,0.00
8h 4d 2h,QcJd,0.998,30.75,0.00162,0.08784,0.21,0.92,0.13,-0.28,99.66,0.00
8h 4d 2h,QcTh,0.996,31.90,0.22778,11.9,15.26,1.49,34.65,0.00,50.10,0.00
8h 4d 2h,QcJh,0.997,33.96,0.21795,10.6981,10.23,1.63,86.35,0.06,3.41,0.00
8h 4d 2h,QcTs,0.998,28.79,0.00189,0.10949,0.24,0.88,0.08,-0.28,99.68,0.00
8h 4d 2h,QcJs,0.998,30.77,0.00235,0.12725,0.26,1.00,0.14,-0.19,99.60,0.00
8h 4d 2h,Kc2c,0.998,51.14,1.51421,49.3507,0.11,2.20,99.81,1.51,0.08,0.00
