Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Jh 8d 2h,6c5c,1.000,16.97,-0.40105,-39.3888,79.84,-0.83,20.16,1.31
Jh 8d 2h,7c5c,1.000,17.32,-0.38093,-36.657,68.54,-1.14,31.46,1.27
Jh 8d 2h,7c6c,1.000,17.63,-0.27305,-25.8116,57.85,-1.38,42.15,1.24
Jh 8d 2h,8c6c,1.000,59.61,5.37971,150.418,86.08,5.71,13.92,3.36
Jh 8d 2h,8c7c,1.000,60.40,4.98707,137.622,71.97,5.63,28.03,3.34
Jh 8d 2h,9c6c,1.000,18.41,0.10948,9.90908,49.10,-1.18,50.90,1.35
Jh 8d 2h,9c7c,1.000,29.57,3.05213,172.04,66.76,3.31,33.24,2.53
Jh 8d 2h,9c8c,1.000,63.00,3.98529,105.427,24.90,5.45,75.10,3.50
Jh 8d 2h,9c8h,1.000,65.00,5.0261,128.87,47.16,6.38,52.84,3.82
Jh 8d 2h,9c8s,1.000,63.05,3.92517,103.764,22.28,5.40,77.72,3.50
Jh 8d 2h,Tc7c,1.000,28.07,0.35772,21.239,79.26,-0.13,20.74,2.23
Jh 8d 2h,Tc8c,1.000,63.68,3.91707,102.526,35.19,4.59,64.81,3.55
Jh 8d 2h,Tc9c,1.000,42.02,4.29101,170.193,86.77,4.29,13.23,4.30
Jh 8d 2h,Tc9d,1.000,42.08,3.67328,145.492,81.17,3.52,18.83,4.34
Jh 8d 2h,Tc8h,1.000,65.72,4.48237,113.673,39.53,5.42,60.47,3.87
Jh 8d 2h,Tc9h,1.000,44.54,5.21503,195.147,85.49,5.31,14.51,4.66
Jh 8d 2h,Tc8s,1.000,63.72,3.86852,101.18,30.83,4.57,69.17,3.55
Jh 8d 2h,Tc9s,1.000,41.99,3.81091,151.25,85.08,3.72,14.92,4.31
Jh 8d 2h,Jc7c,1.000,70.86,5.05033,118.788,2.83,7.75,97.17,4.97
Jh 8d 2h,Jc8c,1.000,86.77,13.4155,257.684,99.61,13.43,0.39,9.50
Jh 8d 2h,Jc9c,1.000,71.93,6.44372,149.311,48.08,7.97,51.92,5.03
Jh 8d 2h,JcTc,1.000,73.00,6.56671,149.915,53.98,7.70,46.02,5.24
Jh 8d 2h,Jc9d,1.000,72.18,5.89457,136.116,28.70,7.95,71.30,5.07
Jh 8d 2h,JcTd,1.000,73.18,6.26863,142.773,39.48,7.79,60.52,5.28
Jh 8d 2h,Jc8h,1.000,88.10,13.9223,263.373,99.15,13.96,0.85,9.63
Jh 8d 2h,Jc9h,1.000,74.19,7.34092,164.922,45.07,9.75,54.93,5.36
