Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 3%,BET 3 EV,CHECK%,CHECK EV
Jh 8d 2h,6c5c,1.000,16.97,1.30715,128.381,79.84,1.31,20.16,1.31
Jh 8d 2h,7c5c,1.000,17.32,1.27028,122.239,68.54,1.27,31.46,1.27
Jh 8d 2h,7c6c,1.000,17.63,1.24373,117.57,57.85,1.24,42.15,1.24
Jh 8d 2h,8c6c,1.000,59.61,3.36209,94.005,86.08,3.36,13.92,3.36
Jh 8d 2h,8c7c,1.000,60.40,3.33741,92.0987,71.97,3.34,28.03,3.34
Jh 8d 2h,9c6c,1.000,18.41,1.34951,122.147,49.10,1.35,50.90,1.35
Jh 8d 2h,9c7c,1.000,29.57,2.52779,142.485,66.76,2.53,33.24,2.53
Jh 8d 2h,9c8c,1.000,63.00,3.4997,92.5816,24.90,3.50,75.10,3.50
Jh 8d 2h,9c8h,1.000,65.00,3.82224,98.0031,47.16,3.82,52.84,3.82
Jh 8d 2h,9c8s,1.000,63.05,3.50133,92.5598,22.28,3.50,77.72,3.50
Jh 8d 2h,Tc7c,1.000,28.07,2.23412,132.649,79.26,2.23,20.74,2.23
Jh 8d 2h,Tc8c,1.000,63.68,3.55269,92.9893,35.19,3.55,64.81,3.55
Jh 8d 2h,Tc9c,1.000,42.02,4.30057,170.572,86.77,4.30,13.23,4.30
Jh 8d 2h,Tc9d,1.000,42.08,4.34416,172.064,81.17,4.34,18.83,4.34
Jh 8d 2h,Tc8h,1.000,65.72,3.86822,98.098,39.53,3.87,60.47,3.87
Jh 8d 2h,Tc9h,1.000,44.54,4.65967,174.366,85.49,4.66,14.51,4.66
Jh 8d 2h,Tc8s,1.000,63.72,3.55387,92.9505,30.83,3.55,69.17,3.55
Jh 8d 2h,Tc9s,1.000,41.99,4.30933,171.031,85.08,4.31,14.92,4.31
Jh 8d 2h,Jc7c,1.000,70.86,4.97044,116.909,2.83,4.93,97.17,4.97
Jh 8d 2h,Jc8c,1.000,86.77,9.67223,185.783,99.61,9.67,0.39,9.50
Jh 8d 2h,Jc9c,1.000,71.93,5.02641,116.47,48.08,5.03,51.92,5.03
Jh 8d 2h,JcTc,1.000,73.00,5.24001,119.627,53.98,5.24,46.02,5.24
Jh 8d 2h,Jc9d,1.000,72.18,5.06769,117.022,28.70,5.07,71.30,5.07
Jh 8d 2h,JcTd,1.000,73.18,5.2776,120.201,39.48,5.28,60.52,5.28
Jh 8d 2h,Jc8h,1.000,88.10,9.68641,183.241,99.15,9.69,0.85,9.63
Jh 8d 2h,Jc9h,1.000,74.19,5.36314,120.489,45.07,5.36,54.93,5.36
Jh 8d 2h,JcTh,1.000,75.42,5.62606,124.32,59.69,5.63,40.31,5.63
Jh 8d 2h,Jc8s,1.000,86.90,9.69464,185.944,99.62,9.70,0.38,9.52
Jh 8d 2h,Jc9s,1.000,72.00,5.03368,116.516,49.88,5.03,50.12,5.03
Jh 8d 2h,JcTs,1.000,73.00,5.23993,119.625,54.61,5.24,45.39,5.24
