Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR,BET 2%,BET 2 EV,CHECK%,CHECK EV
Ah 8d 2c,6c5c,1.000,15.66,1.16943,124.449,62.54,1.17,37.46,1.17
Ah 8d 2c,7c6c,1.000,15.90,1.11659,117.007,56.33,1.12,43.67,1.12
Ah 8d 2c,8c7c,1.000,42.97,3.22257,124.995,99.19,3.22,0.81,3.05
Ah 8d 2c,9c8c,1.000,44.32,3.20023,120.335,99.00,3.20,1.00,3.06
Ah 8d 2c,Tc8c,1.000,44.25,2.83656,106.833,43.71,2.84,56.29,2.84
Ah 8d 2c,Tc9c,1.000,16.76,1.06988,106.369,48.89,1.07,51.11,1.07
Ah 8d 2c,Jc8c,1.000,44.35,2.84412,106.882,34.59,2.84,65.41,2.84
Ah 8d 2c,Jc9c,1.000,16.12,0.91262,94.3674,45.18,0.91,54.82,0.91
Ah 8d 2c,JcTc,1.000,18.50,1.08732,97.9567,89.40,1.09,10.60,1.07
Ah 8d 2c,JcTd,1.000,14.54,0.5686,65.1733,26.31,0.57,73.69,0.57
Ah 8d 2c,JcTh,1.000,14.55,0.58949,67.5463,57.45,0.59,42.55,0.59
Ah 8d 2c,JcTs,1.000,14.41,0.53419,61.8052,15.48,0.53,84.52,0.53
Ah 8d 2c,Qc8c,1.000,44.21,2.77765,104.706,24.04,2.78,75.96,2.78
Ah 8d 2c,Qc9c,1.000,16.14,0.69055,71.322,11.50,0.68,88.50,0.69
Ah 8d 2c,QcTc,1.000,18.62,0.8694,77.8166,81.97,0.87,18.03,0.86
Ah 8d 2c,QcJc,1.000,21.12,0.96705,76.3282,88.27,0.97,11.73,0.95
Ah 8d 2c,QcTd,1.000,14.69,0.37626,42.7015,4.71,0.35,95.29,0.38
Ah 8d 2c,QcJd,1.000,17.27,0.45935,44.3361,10.47,0.45,89.53,0.46
Ah 8d 2c,QcTh,1.000,14.72,0.38214,43.2688,14.13,0.38,85.87,0.38
Ah 8d 2c,QcJh,1.000,17.31,0.46958,45.2065,28.21,0.47,71.79,0.47
Ah 8d 2c,QcTs,1.000,14.37,0.36229,42.0175,3.28,0.33,96.72,0.36
Ah 8d 2c,QcJs,1.000,16.99,0.43782,42.9428,6.03,0.42,93.97,0.44
Ah 8d 2c,Kc8c,1.000,43.97,3.02236,114.57,98.07,3.02,1.93,2.96
Ah 8d 2c,Kc9c,1.000,18.91,0.73231,64.5592,2.68,0.68,97.32,0.73
Ah 8d 2c,KcTc,1.000,21.39,0.80174,62.4792,54.24,0.80,45.76,0.80
Ah 8d 2c,KcJc,1.000,23.91,0.8743,60.9531,73.75,0.88,26.25,0.87
Ah 8d 2c,KcQc,1.000,28.99,1.01902,58.5914,15.64,1.02,84.36,1.02
Ah 8d 2c,KcTd,1.000,17.55,0.32042,30.4378,2.28,0.27,97.72,0.32
Ah 8d 2c,KcJd,1.000,20.17,0.38627,31.9124,4.11,0.37,95.89,0.39
Ah 8d 2c,KcQd,1.000,25.81,0.58251,37.62,1.72,0.54,98.28,0.58
Ah 8d 2c,KcTh,1.000,17.62,0.32339,30.5822,4.21,0.30,95.79,0.32
Ah 8d 2c,KcJh,1.000,20.26,0.38789,31.9075,7.54,0.38,92.46,0.39
Ah 8d 2c,KcQh,1.000,25.92,0.58358,37.5301,2.50,0.56,97.50,0.58
Ah 8d 2c,KcTs,1.000,17.12,0.31247,30.4189,3.89,0.29,96.11,0.31
Ah 8d 2c,KcJs,1.000,19.83,0.37556,31.5694,4.65,0.36,95.35,0.38
Ah 8d 2c,KcQs,1.000,25.46,0.56791,37.1725,2.99,0.57,97.01,0.57
Ah 8d 2c,Ac3c,1.000,69.81,4.90618,117.132,47.99,4.91,52.01,4.91
Ah 8d 2c,Ac4c,1.000,69.81,4.91318,117.299,47.29,4.91,52.71,4.91
